"Date","JPM","BAC","C","WFC","GS","MS","BK","USB","PNC","COF","STT","AXP","FITB","RF","8306.T","8411.T","8316.T","8308.T","8604.T","8309.T","8354.T","8331.T","8377.T","8355.T","8418.T","TD.TO","RY.TO","BNS.TO","BMO.TO","CM.TO","NA.TO","UCG.MI","ISP.MI","BMPS.MI","UNI.MI","MB.MI","NAB.AX","CBA.AX","ANZ.AX","WBC.AX","MQG.AX","600036.SS","600000.SS","600016.SS","000001.SZ","600015.SS","HSBA.L","BARC.L","LLOY.L","STAN.L","SAN.MC","BBVA.MC","SAB.MC","NDA-SE.ST","SHB-A.ST","SEB-A.ST","SWED-A.ST","BNP.PA","ACA.PA","GLE.PA","316140.KS","055550.KS","024110.KS","UBSG.SW","CSGN.SW","KBC.BR","ITUB4.SA","BBDC4.SA","DBK.DE","CBK.DE","BIRG.IR","SBIN.NS","BANKBARODA.NS","1155.KL","1023.KL","BCP.LS","D05.SI","U11.SI","EBS.VI","DANSKE.CO","ETE.AT","INGA.AS","DNB.OL","SBER.ME","ISCTR.IS","SBK.JO"
2010-01-04,32.092087,13.731325,30.160183,20.225887,147.118881,25.570005,22.653957,17.47171,41.086712,33.005566,35.712467,34.509041,7.567061,4.31175,316.022797,1546.777344,1688.869019,640.352417,531.016663,2592.512695,NA,444.462952,1672.603882,649.536865,726.060303,21.732552,36.403172,30.022093,33.683796,39.010193,18.605541,64.534218,1.538077,NA,12.1382,6.176353,12.889571,30.009537,12.46542,13.380556,27.935072,11.171289,5.441317,2.944626,NA,4.268791,416.24115,194.313126,39.444038,1086.354126,4.967609,7.08844,1.573662,NA,27.208334,27.43181,38.613003,33.495148,8.432369,NA,NA,36597.417969,10934.34375,10.892593,32.855022,23.554897,12.261915,10.746609,32.055691,43.066399,24.615709,95.066895,51.206989,4.743765,5.037706,4.018833,10.017633,13.692189,NA,78.602135,25258.900391,5.234131,41.739815,NA,NA,6110.417969
2010-01-05,32.713711,14.177655,31.313356,20.781136,149.719818,26.504782,22.894192,17.914608,41.501339,34.307213,35.784775,34.43314,7.76895,4.454944,316.723419,1565.873535,1713.410889,638.97821,537.20929,2575.894531,NA,440.529572,1655.271362,653.561157,735.208679,21.523972,35.843815,29.586466,33.370914,38.326817,18.59623,63.589111,1.527138,NA,12.125628,6.360612,13.054241,30.463472,12.525326,13.491632,28.476322,11.183971,5.482404,2.996613,NA,4.376554,422.256897,206.467957,40.779968,1101.834595,5.022533,7.137649,1.597509,NA,NA,27.317486,39.042931,33.430782,8.560596,NA,NA,37436.804688,10934.34375,10.985016,33.161823,24.53758,12.341385,10.698376,32.572971,44.527348,24.74485,95.10218,52.686508,4.771425,5.084714,4.073881,10.148582,13.664332,NA,81.200203,26949.400391,5.335646,41.18848,NA,NA,6257.911133
2010-01-06,32.893463,14.343938,32.289139,20.810753,148.12178,26.843952,22.549856,18.105515,41.501339,34.493149,35.190369,34.989738,7.813816,4.51063,328.635559,1661.353271,1808.349365,665.086914,548.046387,2658.987793,NA,439.742981,1715.935791,665.63446,747.683899,21.312069,35.580208,29.156973,32.847427,38.150265,18.627277,63.049084,1.546582,NA,12.232136,6.364297,12.80021,30.61661,12.340166,13.428161,28.639307,10.950527,5.374555,2.937202,NA,4.216646,424.205078,212.63269,41.202641,1090.060669,5.058435,7.16501,1.629301,NA,NA,NA,NA,33.483448,8.711834,NA,NA,37730.597656,10972.708984,10.912399,32.578918,25.711643,12.234464,10.612791,32.232315,46.01685,27.295259,95.672699,53.009216,4.771425,5.186565,4.078467,10.148582,13.85934,NA,82.174561,NA,5.344286,41.220909,NA,NA,6248.880371
2010-01-07,33.545033,14.816527,32.377846,21.565891,151.020355,27.232754,23.502777,18.456785,43.751095,36.200466,35.824924,35.557224,8.284887,4.908393,333.540619,1689.997437,1885.85022,682.263794,569.720581,2758.699707,NA,435.02301,1741.93457,656.780762,756.000916,21.126659,35.612362,28.782681,32.540558,38.070534,18.288885,64.534218,1.524711,NA,12.219636,6.508019,12.696706,30.321268,12.046096,13.24834,28.220257,10.66669,5.253865,2.859222,NA,4.129739,421.970551,218.520065,42.968796,1079.960571,5.035183,7.132186,1.627712,NA,26.763594,27.73868,39.123547,34.068615,8.715111,NA,NA,36597.417969,10857.610352,10.945405,33.867374,25.785254,12.109151,10.584229,32.37743,47.912502,27.601906,95.137444,53.326965,4.757594,5.147392,4.115169,10.030727,13.85934,NA,84.773346,27382.5,5.47172,41.318207,NA,NA,6200.720215
2010-01-08,33.462643,14.685253,31.845606,21.365999,148.164291,26.678505,23.646927,18.487324,43.86628,35.887772,36.555878,35.531826,8.292363,4.916348,334.942169,1718.641602,1872.933594,696.00531,580.557617,2816.865479,NA,449.969543,1750.60083,653.561157,775.961304,21.10018,35.548061,29.120153,32.335983,38.23,18.20816,65.141739,1.545366,NA,12.169489,6.485907,12.654377,30.715092,12.116889,13.301219,28.458868,10.66669,5.312925,2.888924,NA,4.157552,423.975769,222.017105,42.946148,1093.084839,5.052066,7.186853,1.640423,NA,26.789768,28.731499,38.881706,34.876148,8.856447,NA,NA,37310.894531,10972.708984,11.361303,34.388893,25.980314,11.925772,10.572812,33.55695,48.532524,27.311378,94.853218,53.540455,4.785255,5.241408,4.211517,10.070014,13.873263,NA,86.072029,28108.900391,5.594112,43.069534,NA,NA,6200.117676
2010-01-11,33.350319,14.816527,32.200439,21.321575,145.826843,26.504782,23.238518,18.571323,43.989124,35.24538,35.632145,35.125252,8.374615,5.027724,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21.249165,35.483765,28.837904,32.179535,37.911072,18.313721,65.280716,1.538077,NA,12.031622,6.452741,12.819001,30.939342,12.193129,13.317086,28.458868,10.685614,5.312925,2.922348,NA,4.192315,418.24646,219.558517,42.364979,1070.197998,5.060528,7.137649,1.64877,NA,26.528137,29.068459,38.693604,34.384605,8.800595,NA,NA,38360.136719,11279.637695,11.249078,33.683281,26.153296,11.821802,10.58138,33.153271,49.102661,26.407478,94.071098,54.25042,4.76451,5.288416,4.239036,10.043824,13.845405,NA,87.956184,27689.800781,5.455161,44.010048,NA,NA,6170.620117
2010-01-12,32.571415,14.317687,31.224667,20.788542,142.647797,25.751991,23.278563,18.56369,43.536102,35.380619,35.503624,35.591103,8.217588,4.972037,341.94928,1689.997437,1856.786987,696.00531,602.231689,2808.555908,NA,448.396301,1767.933716,651.951538,777.624512,21.222675,35.605927,28.506578,32.251732,37.597855,18.21748,64.786163,1.530788,NA,11.893754,6.342186,12.677917,30.939342,12.122334,13.317086,28.162018,10.767609,5.341173,2.937202,NA,4.313979,417.329742,219.281845,42.244217,1043.28125,4.965471,7.134918,1.655132,NA,26.48889,28.815739,38.371166,34.214916,8.494844,NA,NA,38024.382813,11279.637695,11.051032,33.407234,25.487137,11.71179,10.612791,32.295414,47.000336,24.292942,91.415611,53.669537,4.76451,5.296251,4.156458,9.939065,13.706117,NA,87.371422,25957.5,5.362286,43.45871,NA,NA,6212.759766
2010-01-13,33.140614,14.54523,31.047249,21.15871,143.710312,25.859543,23.454735,18.869143,43.87455,35.600376,35.832958,35.70121,8.613891,5.059545,335.642731,1680.449463,1811.578613,687.760315,583.65387,2775.318115,NA,451.542877,1741.93457,651.146606,782.614929,21.31538,35.811661,28.580212,32.203583,37.603539,18.360287,64.291595,1.545366,NA,11.774673,6.35324,12.616744,30.633064,12.144118,13.274806,28.301739,10.18725,5.092086,2.807235,NA,4.028931,411.199219,217.273132,42.266857,1040.587402,4.927473,7.07752,1.657117,NA,26.606627,28.701418,38.317425,33.969135,8.389628,NA,NA,37604.6875,11087.808594,10.892593,33.192451,25.910385,11.748503,10.669802,31.752956,46.708115,24.260612,90.282852,53.416332,4.75068,5.257077,4.151872,9.834306,13.538973,NA,86.851944,24756,5.407642,44.269512,NA,NA,6175.43457
2010-01-14,33.470146,14.720262,31.135952,21.462246,143.251343,25.809898,23.422703,19.342585,44.489906,35.220028,35.17429,36.150143,8.800824,5.210694,342.649963,1775.929688,1871.641113,698.753662,595.265076,2800.246582,NA,455.476166,1750.60083,656.780762,791.763245,21.302137,35.843815,28.51885,32.251732,37.711754,18.347864,64.856812,1.556299,NA,11.812321,6.364297,12.724946,31.059656,12.198575,13.422891,29.349268,10.300852,5.128036,2.810951,NA,4.032407,409.423126,220.701172,43.399006,1054.049438,4.954915,7.08844,1.656721,NA,26.318857,28.881931,38.908577,34.326088,8.481667,NA,NA,36933.175781,10895.978516,10.919002,33.284542,25.86622,11.586473,10.441624,31.765547,47.962391,24.131474,89.513191,54.036926,4.76451,5.257077,4.197747,9.899778,13.608617,NA,88.995834,24239.099609,5.45012,45.69651,NA,NA,6212.759766
2010-01-15,32.713711,14.230168,30.337587,20.788542,140.429276,25.131563,23.246534,18.800415,43.597645,34.763615,34.274662,35.904507,8.494251,5.186828,354.562134,1842.765503,1969.808716,761.277283,599.909546,2933.195801,NA,458.622803,1785.266357,675.292969,801.743469,20.974363,35.239445,28.267279,32.221649,37.30172,18.354074,63.443798,1.514994,NA,11.668166,6.250056,12.84254,31.776096,12.214911,13.48636,29.454081,10.288237,5.146015,2.810951,NA,4.028931,402.490509,215.541153,42.855576,1044.286865,4.857762,7.00101,1.620156,NA,26.096468,28.587091,38.183071,33.067974,8.491568,NA,NA,36093.789063,11011.074219,10.628532,31.904062,24.912985,11.390879,10.293235,30.59236,46.765114,24.535017,88.932289,53.525551,4.778341,5.264912,4.050948,9.912875,13.525043,NA,88.020767,23344.900391,5.313327,45.080303,NA,NA,6275.970703
2010-01-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,348.95639,1814.121704,1953.662842,736.542603,582.879822,2899.95874,NA,449.969543,1733.268311,663.219849,800.911743,21.222675,35.355179,28.524984,32.348,37.392845,18.437901,63.090542,1.506489,NA,11.592945,6.327445,12.936646,31.748768,12.617903,13.756063,30.088408,10.206242,5.197374,2.818375,NA,4.001119,400.485352,220.078049,44.214157,1050.680176,4.876785,7.00101,1.616583,NA,25.900255,28.881931,37.806885,32.968491,8.376519,NA,NA,35254.394531,11087.808594,10.668139,32.149467,24.843056,11.491759,10.384558,30.762648,46.565552,24.454325,89.473763,54.354687,4.757594,5.241408,3.853677,9.912875,13.511111,NA,87.371422,23331,5.385324,44.723549,NA,NA,6321.121094
2010-01-19,32.414139,14.282679,31.402073,20.936609,141.831772,25.776814,23.646927,18.701145,44.482208,36.352627,34.700386,36.387291,8.516686,5.178873,340.54776,1785.477417,1892.954346,733.794434,572.042664,2825.175049,NA,446.822876,1741.93457,664.02478,815.050293,21.219368,35.535191,28.402264,32.486401,37.483952,18.233,64.574203,1.523494,NA,11.636878,6.437999,12.913108,30.977617,12.634242,13.592111,30.088408,10.250392,5.225616,2.862937,NA,4.015025,400.084106,216.164963,43.074459,1049.674438,4.969702,7.066597,1.613003,NA,25.900255,28.948112,37.914368,33.103085,8.415915,NA,NA,35590.148438,11318.005859,10.602124,31.934752,24.441889,11.461158,10.478711,31.040213,46.879128,23.889397,90.166679,55.109325,4.757594,5.241408,3.853677,9.912875,13.538973,NA,86.072029,24043.5,5.327727,44.755985,NA,NA,6379.517578
2010-01-20,32.504013,14.431457,30.692425,20.596048,142.622345,25.338367,24.792032,19.098219,45.220615,36.361076,37.174381,36.404228,8.456864,5.35389,337.744934,1766.381592,1867.120605,726.923767,550.368591,2808.555908,NA,444.462952,1707.269409,660.000427,805.07019,21.143213,35.586639,28.193659,32.426231,37.489651,18.223684,62.525322,1.472473,NA,11.436291,6.301649,12.913108,30.933842,12.67236,13.475761,30.664572,10.004331,5.081816,2.784957,NA,3.844692,391.547516,208.373108,42.644241,1015.00647,4.802838,6.875348,1.57088,NA,25.390093,28.123777,37.618782,32.19022,8.291035,NA,NA,35338.332031,11011.074219,10.423882,31.351843,23.834614,11.158576,9.30043,30.403065,45.396828,24.535017,89.616913,55.859013,4.76451,5.257077,3.803205,9.834306,13.371822,NA,83.603828,22716.300781,5.097338,44.269512,NA,NA,6501.727539
2010-01-21,30.362036,13.538787,29.006998,20.729319,136.74028,24.271233,24.559807,19.197498,42.843834,36.090599,36.52375,35.709702,8.98776,5.457306,344.752075,1795.026001,1950.434082,760.590088,560.431702,2850.102295,NA,446.036163,1741.93457,668.049072,815.882141,20.616791,35.168732,27.426689,31.680113,36.851818,17.823196,62.242737,1.450601,NA,11.285922,6.154242,12.790818,30.933842,12.666915,13.544502,31.019579,10.18725,5.256434,2.833229,NA,3.955931,386.734741,196.009903,40.228992,962.508667,4.600116,6.667655,1.528361,NA,25.115395,28.021486,37.887493,31.34757,7.995116,NA,NA,35799.996094,10895.978516,10.258842,30.861013,23.113245,10.953857,9.066512,29.646143,43.665081,23.405161,88.13356,54.62278,4.826746,5.288416,3.738984,9.860495,13.232534,NA,82.499596,22185.400391,4.967025,43.750591,NA,NA,6501.727539
2010-01-22,29.328501,13.039945,28.829588,20.181471,131.002701,22.997284,23.438717,18.838593,41.243912,31.720848,34.828896,32.685886,9.047579,5.250469,345.45282,1814.121704,1937.517212,778.454041,547.272339,2825.175049,NA,440.529572,1715.935791,651.951538,803.406799,20.444624,34.31221,27.36533,31.397305,36.29372,17.584146,60.900356,1.406863,NA,11.405003,5.999464,12.569715,30.490854,12.334721,13.422891,30.030167,10.515308,5.366853,2.888924,NA,4.077601,385.932587,187.940689,40.455425,961.165588,4.583188,6.640293,1.546241,NA,25.311609,27.437832,36.812672,30.75655,7.794583,NA,NA,34331.0625,10358.851563,9.856147,28.873171,22.377153,11.079173,9.066512,28.403526,43.75766,23.114552,86.608734,54.344742,4.778341,5.225738,3.716041,9.703354,13.037524,NA,82.109993,23191.300781,4.946866,42.485752,NA,NA,6284.399902
2010-01-25,29.365953,13.109961,28.652176,20.4776,131.733734,22.947647,23.831099,18.945503,41.543892,30.520651,35.2948,32.008282,9.339193,5.210694,341.248535,1795.026001,1937.517212,800.440369,540.305603,2800.246582,NA,436.596375,1715.935791,645.51239,786.77301,20.679695,34.201908,27.659845,31.680113,36.493046,17.683498,60.264496,1.399575,NA,11.448863,6.021576,12.485007,30.162683,12.138673,13.1796,29.855604,10.237778,5.253865,2.833229,NA,3.997644,386.620056,191.161728,39.942184,972.601624,4.51984,6.514634,1.534717,NA,24.945356,27.377661,36.00655,30.212343,7.883344,NA,NA,33911.367188,10320.484375,9.737319,29.449919,22.785683,NA,NA,28.384611,43.037941,22.920921,86.785072,52.974457,4.771425,5.202235,3.725214,9.624784,12.981809,NA,82.824615,23889.800781,4.920948,42.810074,NA,NA,6336.171387
2010-01-26,28.789259,12.926178,27.942526,19.981569,128.248749,22.608482,23.438717,18.56369,40.505493,29.759956,34.603992,32.270855,8.75596,4.836798,330.737762,1747.285522,1879.391724,753.719421,534.886902,2758.699707,NA,431.876312,1663.937744,637.463684,772.63446,20.726042,34.630169,27.702797,32.119362,36.732231,17.695919,58.922218,1.404436,NA,11.37993,6.051056,NA,NA,NA,NA,NA,10.149471,5.312925,2.80352,NA,3.96288,385.932587,191.161728,39.028915,996.839294,4.547296,6.574705,1.549426,NA,24.539822,26.836121,35.334789,30.838472,7.801204,NA,NA,33953.335938,10358.851563,9.57228,29.247398,22.910822,11.106626,9.112177,28.072374,42.731487,22.275219,NA,NA,4.736849,5.170895,3.706868,9.310504,12.577868,NA,81.070343,22800.099609,4.902949,41.545231,NA,NA,6321.121094
2010-01-27,29.455835,13.293746,28.386057,20.877382,128.775726,23.16374,23.831099,19.182224,41.813118,30.892557,35.752632,32.753658,9.107394,4.908393,331.438507,1756.833862,1886.496094,760.590088,530.242371,2717.152832,NA,431.876312,1663.937744,635.853882,759.327637,20.845238,34.727493,28.095476,32.49242,36.977108,17.928749,57.226601,1.363131,NA,11.154342,5.91839,12.372108,29.878286,11.95896,12.867569,29.878918,9.739416,5.099794,2.718116,NA,3.834261,379.859406,184.823792,38.372276,989.095398,4.317079,6.15665,1.555386,NA,24.866873,26.962484,35.012344,30.28256,7.597326,NA,NA,32946.066406,10167.020508,9.341226,28.62159,22.929222,10.947743,8.909601,27.719206,41.192093,21.145363,82.471947,51.837521,4.716105,4.998532,3.628877,9.166459,12.480369,NA,81.200203,21514.800781,4.841751,40.92902,NA,NA,6351.222656
2010-01-28,29.568165,13.451269,28.740885,21.062466,130.297241,22.782522,23.429493,19.082956,41.643898,31.053125,35.206425,31.703371,9.167214,5.11523,332.839905,1699.545654,1921.371094,770.209229,534.886902,2708.843506,NA,431.876312,1646.604736,631.829468,756.83252,20.957804,34.701546,28.034117,32.218086,36.789177,17.810781,54.909248,1.330326,NA,11.03526,5.800465,12.555574,30.135351,12.062431,12.999781,29.692621,9.543884,5.058706,2.692123,NA,3.768216,378.140594,183.507904,38.304344,963.85199,4.236822,5.998167,1.527965,NA,24.762207,26.414928,33.991268,29.884645,7.465822,NA,NA,35002.578125,10282.118164,9.334623,28.529577,23.341431,11.274761,9.060776,27.596176,40.721745,20.741819,83.119217,55.248344,4.702274,4.990698,3.555473,9.37598,12.745017,NA,82.824615,21305.199219,4.781275,42.128994,NA,NA,6499.919922
2010-01-29,29.163746,13.284992,29.450531,21.047657,126.412682,22.194101,23.365244,19.15168,42.636158,31.15456,34.44334,31.898174,9.301803,5.051588,327.934967,1670.901367,1895.53772,775.705872,529.468506,2667.296875,NA,429.516418,1629.272339,629.414978,746.020691,20.858482,33.922897,27.506441,31.699913,36.39053,17.543789,57.085297,1.349765,NA,11.041546,5.855743,12.405044,29.112579,11.833706,12.619007,29.192139,9.569115,5.038164,2.684699,NA,3.743885,388.052429,187.386551,38.643986,977.314148,4.350873,6.066485,1.53353,NA,25.429342,26.703749,34.797379,30.51663,7.521742,NA,NA,34415.003906,10090.288086,9.262005,28.560272,23.242062,11.042457,8.938112,27.990435,40.172947,21.387438,85.332832,57.144905,4.681529,4.951525,3.601348,9.349791,12.647514,NA,84.773346,22367,4.941827,43.880325,NA,NA,6552.897461
2010-02-01,29.680506,13.495031,29.627949,21.417826,130.161209,22.840528,23.758814,19.228043,42.966896,31.086948,35.471489,32.36401,9.346668,5.282291,331.438507,1699.545654,1905.870972,799.753357,525.598206,2609.131348,NA,430.302948,1637.938477,627.805054,736.040405,21.040579,34.273289,27.727331,31.955946,36.601242,17.627605,58.145058,1.37042,NA,11.141768,5.807836,12.278051,28.975866,11.871827,12.44446,28.98266,9.644803,4.935447,2.640136,NA,3.688266,393.609894,195.455795,39.92709,1005.581665,4.439642,6.074677,1.520416,NA,25.494757,27.485964,35.73785,30.955505,7.659801,NA,NA,35883.9375,10167.020508,9.380835,29.382429,24.246824,11.250325,9.089345,28.797789,41.505665,20.418964,83.866089,58.574772,NA,NA,3.670166,9.27122,12.703231,NA,85.747719,21933.900391,5.104538,44.399235,NA,NA,6501.727539
2010-02-02,30.369537,13.652564,30.248886,21.314177,133.399704,23.254906,23.501787,18.99132,42.036179,31.636326,35.800827,33.050095,9.331713,5.234559,334.942169,1718.641602,1912.974976,790.821472,545.723999,2642.369629,NA,438.956238,1646.604736,633.439209,745.188904,21.067064,34.909184,28.126163,32.43755,36.863209,18.096397,60.052555,1.391069,NA,11.248348,6.150558,12.207485,29.287598,11.920838,12.481472,29.33181,9.859259,4.940584,2.643851,NA,3.719547,391.604889,200.615829,40.946026,1010.969299,4.54448,6.142998,1.522006,NA,25.638618,27.792835,35.979687,31.528976,7.649969,NA,NA,35674.082031,10243.753906,9.473257,30.081812,24.279947,11.400078,9.23803,29.425428,42.196922,21.338989,82.086075,56.539181,4.702274,4.998532,3.706868,9.218843,12.60573,NA,86.722084,22562.599609,5.229092,43.815464,NA,NA,6442.128418
2010-02-03,30.174805,13.591298,29.894066,20.869204,133.646271,23.114021,22.947575,18.678236,41.313145,30.892557,35.664288,32.46566,8.972802,5.08341,332.839905,1699.545654,1890.370483,763.33844,530.242371,2667.296875,NA,438.956238,1646.604736,630.219727,751.842529,21.007475,34.701546,28.027994,32.1754,36.572762,17.99085,59.204735,1.367986,NA,11.216989,5.977353,12.183947,29.211054,11.855492,12.412729,30.84495,10.086329,5.107495,2.706977,NA,3.809929,390.34433,204.563477,41.512096,997.84491,4.369034,5.886102,1.487827,NA,25.573242,27.510035,35.979687,30.74485,7.370505,NA,NA,36261.660156,10435.583008,9.671301,29.682999,24.290989,11.351145,9.180958,28.898724,41.576897,21.145363,82.934586,57.611584,4.702274,4.998532,3.550886,9.493836,12.912168,NA,83.603828,22353,5.237732,43.491138,NA,NA,6423.463867
2010-02-04,28.721867,12.908669,28.208639,20.068251,128.078751,22.06979,21.919476,18.059694,39.251732,29.540211,34.595951,31.788061,8.389572,4.868617,323.730591,1670.901367,1851.620239,772.95752,515.535156,2592.512695,NA,434.236328,1663.937744,629.414978,746.852173,20.755846,34.39658,27.512589,31.65115,36.02037,17.81699,56.23748,1.295094,NA,10.87232,5.664113,12.169854,28.95948,11.664887,12.23291,30.967211,9.998024,5.048435,2.692123,NA,3.768216,375.848907,188.529221,48.425747,997.84491,3.95823,5.442328,1.397225,NA,24.212812,26.234417,34.313709,29.164885,6.989172,NA,NA,36303.628906,10205.386719,9.209192,27.48653,23.14637,10.914123,8.909636,27.6782,39.431801,19.692566,80.822632,56.578911,4.76451,4.975029,3.284797,9.297412,12.814663,NA,86.007454,20746.400391,4.795674,41.220909,NA,NA,6381.322754
2010-02-05,28.68441,13.127462,28.563461,20.335234,131.036743,22.591911,21.79899,18.304056,39.8363,29.886734,34.820866,32.059105,8.419481,4.916348,320.22702,1642.257446,1813.516235,730.35907,493.086945,2526.039063,NA,427.943085,1620.605835,616.536926,739.367126,20.831989,34.377098,27.960499,31.760872,36.299419,17.844927,55.078804,1.24285,NA,10.627944,5.58304,11.906425,28.806341,11.381705,11.957883,29.232861,9.764647,4.986806,2.647566,NA,3.69869,371.265411,186.31282,36.466492,946.69043,3.951815,5.285476,1.374967,NA,23.911938,25.771103,34.609291,27.564447,6.634123,NA,NA,34415.003906,9860.09082,9.162983,27.057093,21.861889,10.635969,8.581247,27.239759,39.161007,19.208332,83.005142,55.585953,4.709189,4.865343,3.243509,9.192654,12.536082,NA,83.993431,19698.599609,4.514168,41.383068,NA,NA,6151.958008
2010-02-08,28.23505,12.672373,27.942526,19.601027,128.435715,22.044924,21.574093,17.937521,39.036343,29.269737,34.539734,31.161278,8.516686,4.956126,318.825592,1651.805542,1791.557739,746.848694,498.505554,2517.72876,NA,424.796387,1629.272339,618.146606,736.040405,20.831989,34.42902,27.86846,31.577988,35.969112,17.577938,54.259254,1.285372,NA,10.64673,5.560929,11.981689,28.861,11.419828,12.296381,29.302757,9.543884,4.935447,2.636427,NA,3.646546,371.494598,185.620743,35.624928,944.334412,4.028409,5.31608,1.385701,NA,24.265121,26.180258,35.388535,27.769257,6.772197,NA,NA,33281.828125,9399.698242,9.347827,26.848465,21.019066,10.605428,8.566978,27.186169,39.332016,19.692566,84.699966,56.896664,4.646953,4.786995,3.303144,9.336697,12.717159,NA,81.200203,18022.099609,4.420573,40.020931,NA,NA,6224.199219
2010-02-09,28.751812,12.663624,28.208639,19.808693,129.617233,22.484158,21.734732,17.937521,39.274807,29.861395,35.519703,31.796541,8.576504,5.003857,319.526276,1670.901367,1828.369873,751.658142,496.183289,2509.419922,NA,432.663086,1611.939453,614.122253,757.664307,21.050516,34.915668,28.07094,31.809641,36.105785,17.664869,54.11795,1.257433,NA,10.508864,5.520391,11.817018,28.833673,11.201997,12.100696,27.516029,9.657417,4.986806,2.666129,NA,3.70564,372.58313,186.520554,36.379692,955.777771,4.118701,5.371823,1.384903,NA,24.657553,26.234417,34.34058,28.272503,6.837936,NA,NA,34666.820313,9629.895508,8.846107,27.351563,21.365028,11.079173,8.85825,27.958843,39.702599,19.208332,85.301369,56.40514,4.646953,4.786995,3.41325,9.428362,13.093243,NA,81.784958,19279.5,4.555926,40.702,NA,NA,6441.523438
2010-02-10,29.111298,12.838656,28.386057,20.157248,130.586243,22.799095,21.99979,18.029156,39.444016,30.098385,35.857059,31.9744,8.741006,5.059545,317.424194,1651.805542,1845.807617,739.290955,490.764679,2501.110107,NA,431.089722,1611.939453,616.536926,761.822632,21.331934,35.525608,28.524984,32.236378,36.242462,17.832512,56.124439,1.313315,NA,10.803387,5.627263,11.544192,28.346916,11.000502,12.026628,27.26582,9.796184,5.053573,2.684699,NA,3.75431,377.109314,192.44313,37.73827,969.577393,4.271465,5.552726,1.416695,NA,24.422092,25.091173,34.636154,29.153187,7.104221,NA,NA,35380.300781,9629.895508,9.024348,28.290329,22.303547,11.140249,8.966768,28.813534,40.465176,20.983894,83.619667,55.337711,4.729935,4.841838,3.601348,9.284317,12.842523,NA,83.669113,20117.699219,4.699198,40.734432,NA,NA,6330.151367
2010-02-11,29.22365,12.80365,28.474752,20.083088,130.943222,22.475883,22.056011,17.937521,39.536316,30.166092,36.186398,32.431786,8.875599,5.075454,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21.623291,35.75919,28.899263,32.60825,36.908775,17.956696,55.050552,1.274439,NA,10.602872,5.461429,11.610012,28.986807,11.300021,12.148296,27.777958,9.815106,5.043296,2.684699,NA,3.736928,376.421814,185.862991,36.338177,966.208252,4.153359,5.459814,1.394839,NA,24.592171,25.692883,34.501804,28.380758,6.834658,NA,NA,35841.96875,10013.557617,8.978139,28.290329,22.745197,11.335904,9.02958,28.192228,40.279842,20.854753,83.873337,55.392326,4.72302,4.841838,3.537117,9.284317,12.814663,NA,82.304436,20187.599609,4.572485,40.702,NA,NA,6272.961914
2010-02-12,29.171236,12.646125,28.208639,19.934763,130.841187,22.509029,21.726698,17.761887,39.628624,29.742887,35.841,32.541889,8.681186,5.051588,318.124908,1642.257446,1846.453979,749.597046,496.183289,2526.039063,NA,435.809631,1629.272339,625.390625,765.980957,21.659716,36.005772,28.929934,32.906952,37.102406,18.136757,54.146214,1.279299,NA,10.590369,5.409837,11.478324,28.603979,11.212888,12.269918,27.556803,9.953872,5.086954,2.703261,NA,3.768216,372.239441,181.464752,35.160744,951.403015,4.087889,5.433583,1.387685,NA,24.422092,24.970831,33.695683,27.854103,6.647274,NA,NA,35254.394531,9975.189453,8.997941,28.051016,23.039631,11.332825,9.026744,27.775967,40.07317,20.580349,NA,NA,4.771425,4.865343,3.472895,9.284317,12.828593,NA,81.719681,18930.199219,4.548727,40.085793,NA,NA,6242.861816
2010-02-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,311.818481,1623.161499,1816.100098,737.916748,489.216522,2509.419922,NA,435.02301,1611.939453,621.36615,768.476013,NA,NA,NA,NA,NA,NA,54.994022,1.273227,NA,10.64673,5.520391,11.435993,28.876354,11.163876,12.322845,27.481117,NA,NA,NA,NA,NA,376.421814,190.503464,35.323021,960.490112,4.128541,5.465281,1.394443,NA,24.592171,24.910664,33.722557,28.009174,6.601248,NA,NA,NA,NA,9.228996,28.167557,22.517014,NA,NA,27.838982,39.838036,19.627998,82.882668,55.034859,NA,NA,3.449953,NA,NA,NA,81.200203,NA,4.646642,40.799297,NA,NA,6381.322754
2010-02-16,30.010035,13.267489,29.361824,20.312994,133.790741,23.056007,22.272884,18.22006,40.336277,31.097149,36.52375,33.5583,9.032621,5.266381,311.117737,1632.709717,1815.453491,730.35907,494.635071,2501.110107,NA,436.596375,1620.605835,621.36615,779.287903,21.732552,36.142033,29.193777,33.309315,37.421318,18.254728,55.474445,1.258644,NA,10.64673,5.557243,11.779384,28.837126,11.490623,13.084394,27.015551,NA,NA,NA,NA,NA,382.609497,203.455338,36.983501,984.045288,4.178608,5.519931,1.407952,NA,24.893007,25.349911,34.394325,28.790382,6.874122,NA,NA,35212.421875,10090.288086,9.493061,29.229031,22.969707,NA,NA,28.8703,40.301273,20.983894,84.002365,56.673244,NA,NA,3.394904,NA,NA,NA,81.525223,18916.199219,4.643762,41.837116,NA,NA,6439.719727
