"","tables.JPM","tables.BAC","tables.C","tables.WFC","tables.GS","tables.MS","tables.BK","tables.USB","tables.PNC","tables.COF","tables.STT","tables.AXP","tables.FITB","tables.RF","tables.X8306.T","tables.X8411.T","tables.X8316.T","tables.X8308.T","tables.X8604.T","tables.X8309.T","tables.X8331.T","tables.X8377.T","tables.X8355.T","tables.X8418.T","tables.TD.TO","tables.RY.TO","tables.BNS.TO","tables.BMO.TO","tables.CM.TO","tables.NA.TO","tables.UCG.MI","tables.ISP.MI","tables.UNI.MI","tables.MB.MI","tables.NAB.AX","tables.CBA.AX","tables.ANZ.AX","tables.WBC.AX","tables.MQG.AX","tables.X600036.SS","tables.X600000.SS","tables.X600016.SS","tables.X600015.SS","tables.HSBA.L","tables.BARC.L","tables.LLOY.L","tables.STAN.L","tables.SAN.MC","tables.BBVA.MC","tables.SAB.MC","tables.SHB.A.ST","tables.SEB.A.ST","tables.SWED.A.ST","tables.BNP.PA","tables.ACA.PA","tables.X055550.KS","tables.X024110.KS","tables.UBSG.SW","tables.CSGN.SW","tables.KBC.BR","tables.ITUB4.SA","tables.BBDC4.SA","tables.DBK.DE","tables.CBK.DE","tables.BIRG.IR","tables.SBIN.NS","tables.BANKBARODA.NS","tables.D05.SI","tables.U11.SI","tables.EBS.VI","tables.DANSKE.CO","tables.INGA.AS","tables.DNB.OL","tables.SBER.ME","tables.ISCTR.IS","tables.SBK.JO"
"JPM",0.927266817797157,0,3.32413524228548e-10,0,0,0,0,0,0,8.88783618763199e-09,0,1.12311511119361e-07,7.9545907339081e-11,1.67032157272068e-05,0,0,0,0,0.000116257983820182,0,0,0,0,0,0,2.84517543826556e-19,0,0,0.0191957397029374,0,3.51945733778802e-05,0.00211619704291769,7.02362461780229e-14,0.0486357531269776,1.78181277672146e-11,0,3.83172702569639e-08,8.93644843638874e-05,1.31008561672707e-06,0,0,0,0,0,0,0,0,0,1.09192003565109e-08,0.00252038392688489,0,0,3.44280771443817e-10,0,0,0,0,0,0,9.80730077160277e-24,0,0,0,0,0,1.6640041236973e-08,2.58695312340472e-06,0,0,3.50309769597307e-06,0,1.59412244597151e-10,0,0,0,0
"BAC",0,0.921142684524406,4.89781557747346e-10,0,0,0,0,0,0,1.6048182041253e-09,0,4.51584773371277e-11,2.61435636329357e-11,1.56267051962054e-05,0,0,0,0,0.000108335669922054,0,0,0,0,0,0,9.34895518947115e-20,0,0,0.0282848774903834,0,1.17331114450743e-05,0.00444104993824973,1.26066490812563e-14,0.0454203093575244,6.43774946810204e-12,0,3.56513191602181e-08,2.06612380638104e-09,4.73338657197145e-07,0,0,0,0,0,0,0,0,0,1.02154793106985e-08,0.000567778225006443,0,0,3.42888977419438e-12,0,0,0,0,0,0,3.18548526182521e-24,0,0,0,0,0,5.47072409154185e-09,3.81164374088661e-06,0,0,3.26438726327745e-06,0,2.87779766948155e-11,0,0,0,0
"C",-3.32413524228548e-10,-4.89781557747346e-10,0.924375468469012,-2.20551382342561e-10,-1.14194387167469e-10,-4.42448492713627e-10,-4.23886276729775e-10,-8.84794460094685e-11,-3.30159341704335e-10,3.04673406575262e-10,-7.00696179370336e-07,9.12186755244756e-12,-1.20108671215707e-10,1.2782306371118e-05,-4.36732617288295e-12,-8.7404830740924e-13,-3.20838179772033e-12,-3.78674154552052e-12,8.85955141034333e-05,-1.06423967249911e-12,-2.83048151561565e-12,-1.52994140932506e-12,-2.10308762778675e-17,-3.99467523704589e-12,-8.97841019514408e-09,-5.79921757821286e-13,-1.18534868862554e-07,-1.72851665110352e-07,0.015934050679085,-8.86129463630382e-07,4.01128819139017e-06,0.0223618760269713,-5.90120060824323e-14,0.0372181340611059,1.18265067462095e-12,-1.43365678391747e-15,2.91138646302839e-08,4.15503604983137e-10,6.98230489762208e-08,0,0,0,0,0,-4.772333094459e-13,-1.28035758491477e-14,-1.83159560902963e-18,-1.61447525713801e-16,8.35610585135809e-09,1.13134573811798e-07,-1.11666483535697e-14,-6.10299050480926e-17,4.98521398116112e-13,-8.47627095578524e-16,-4.90585976676383e-14,-5.45869037215825e-12,-4.08783703044628e-12,-8.96759286702677e-17,-3.19455334163858e-14,-1.64382842459609e-08,-4.39410537691824e-11,-1.51265378726925e-09,-1.79466516999046e-17,-2.50174886844056e-15,-3.6255967209309e-13,2.12310297324223e-09,-0.000123503465992753,-2.73343084020721e-12,-7.27644337755034e-13,2.66958349377586e-06,-3.7697786808159e-12,7.24365553792996e-12,-4.17598342625595e-17,0,0,-2.42801251522031e-14
"WFC",0,0,2.20551382342561e-10,0.911899943606042,0,0,0,0,0,4.51044613634759e-08,0,1.66598695697541e-10,3.03250725517958e-10,2.17071657944253e-05,0,-0.00322443215528666,0,-7.60844481414429e-10,0.000151979225454754,-0.00193487271438226,-0.00014779714224079,-0.0035432744741729,-8.08894805268573e-08,-0.000270455608279313,0,1.08474648139057e-18,0,0,0.012731698264628,0,0.00013288346212541,6.55329140457617e-05,3.57043363473351e-13,0.0633360912668748,6.3738896292203e-11,0,4.94503579855407e-08,1.94036277800066e-08,4.68642871366516e-06,0,0,0,0,0,0,0,0,0,1.4190334746225e-08,0.0116489886118354,0,0,7.24322064392025e-11,0,0,0,0,0,0,3.7601478319605e-23,0,0,0,-9.62189265270646e-06,0,6.34272248910866e-08,1.71640456406481e-06,0,0,4.57943795255466e-06,-0.0017162429184923,8.09033641065165e-10,0,0,0,0
"GS",0,0,1.14194387167469e-10,0,0.926440606269445,0,0,0,0,1.3897302300772e-08,0,9.22519457849387e-11,3.60840076669601e-10,1.92151038373528e-05,0,0,0,0,0.000134796912373932,0,0,0,0,0,0,1.29080839708575e-18,0,0,0.00659269713493109,0,0.000129892787810994,4.50757928881109e-08,1.09873134154165e-13,0.0561071275041004,2.54907522101675e-11,0,4.36924329249116e-08,7.87908379407218e-09,1.87421857607441e-06,0,0,0,0,0,0,0,0,0,1.25613260238605e-08,0.00385753261358092,0,0,0.00671110763081273,0,0,0,0,0,0,4.50717691274503e-23,0,0,0,0,0,7.54652021848818e-08,8.88698886091102e-07,0,0,4.06171235462977e-06,0,2.49263939968533e-10,0,0,0,0
"MS",0,0,4.42448492713627e-10,0,0,0.900883273916455,0,0,0,6.44040440219823e-06,0,2.56233664578823e-10,3.42924171849675e-11,2.21671030894578e-05,0,0,0,0,0.000153620246981516,0,0,0,0,0,0,1.22650144215573e-19,0,0,0.0255517504581919,0,1.16521149349108e-05,0.00734540631228168,5.115830618815e-11,0.0645296294303692,1.59112372943773e-12,2.75022564319485e-06,2.07950952908879e-07,6.55898062154476e-09,1.16988653373577e-07,0,0,0,0,0,0.00143788951126695,0,0,0,1.44910866860386e-08,2.87670189742526e-07,0,0,4.65896870888553e-05,0,0,0,0,0,0,4.25737679552628e-24,0,0,0,0,0,7.17420197690730e-09,3.44328201403826e-06,0,0,4.63016123288678e-06,0,1.15526259083274e-07,0,0,0,0
"BK",0,0,4.23886276729775e-10,0,0,0,0.904930347769322,0,0,1.42901295455451e-10,0,5.30909057599765e-11,7.9340981915556e-13,2.41569711226222e-05,0,0,0,0,0.000167526343777817,0,0,0,0,0,0,2.77758086709719e-21,0,0,0.024479750552994,0,2.00385676217622e-07,5.68286835503149e-08,1.12934497897831e-15,0.0703892013268108,1.72837034314406e-12,0,5.49912079653344e-08,6.22726775853495e-10,1.27079779496985e-07,0,0,0,0,0,0,0,0,0,1.57919083215834e-08,2.13780265491256e-07,0,0,1.37137697019912e-14,0,0,0,0,0,0,5.25458819201641e-26,0,0,0,0,0,1.69056862733826e-10,3.29882464635266e-06,0,0,5.04793704775731e-06,0,2.55838692629419e-12,0,0,0,0
"USB",0,0,8.84794460094685e-11,0,0,0,0,0.933832982398906,0,1.20876868897879e-10,0,4.4574808924734e-11,5.55662942055906e-13,2.06172912660362e-05,0,0,0,0,0.000143325043345676,0,0,-0.00102214194225764,0,0,0,1.91627284268267e-21,0,0,0.005109659481587,0,3.16939336297323e-07,0.00066886916045217,9.50562571500189e-16,0.0602188667973561,1.48345913321764e-12,0,4.68813226656836e-08,5.34633965566878e-10,1.09072606341328e-07,0,0,0,0,0,0,0,0,0,1.3477939948659e-08,1.85268514052916e-07,0,0,9.8652704345294e-15,0,0,0,0,0,0,2.02839248836996e-26,0,0,0,0,0,1.1942354309995e-10,6.88576618249309e-07,0,0,4.31869854740893e-06,0,2.1634501152747e-12,0,0,0,0
"PNC",0,0,3.30159341704335e-10,0,0,0,0,0,0.920082026423973,7.67291726162865e-06,0,3.54767796852791e-09,9.67097860027162e-10,1.95228669450508e-05,0,0,0,0,0.000135584761710997,0,0,0,0,0,0,3.45957034386856e-18,0,0,0.0129310499118374,0,1.05714433801484e-05,0.00906107062219001,6.09484745531557e-11,0.056879606741333,7.02961840891547e-09,0,8.36554905416154e-08,2.07231832567231e-06,0.000516855408698736,0,0,0,0,0,0,0,0,0,1.27625531604945e-08,0.00034685120241948,0,0,1.11878599931228e-08,0,0,0,0,0,0,1.21385540356802e-22,0,0,0,0,0,2.02239931155979e-07,2.56941032112712e-06,0,0,4.08655552053409e-06,0,1.37634746465131e-07,0,0,0,0
"COF",-8.88783618763199e-09,-1.6048182041253e-09,-3.04673406575262e-10,-4.51044613634759e-08,-1.3897302300772e-08,-6.44040440219823e-06,-1.42901295455451e-10,-1.20876868897879e-10,-7.67291726162865e-06,0.915368244999957,-6.27236822182687e-10,1.74769453901108e-06,-9.7188067185192e-05,-5.29958325934876e-05,-1.0328000242027e-05,-2.15200220001883e-09,-1.11781246462481e-05,-8.40328369937099e-06,0.000122634894157903,-1.14333583906151e-07,-1.66400916036921e-06,-1.64948174114661e-10,-2.21515969679204e-14,-2.26635167063205e-06,-1.8512815743415e-09,-1.65163821378293e-08,-2.09033774117319e-10,-8.8602790716606e-11,0.00574496076892158,-9.47124475982529e-10,0.000261325483292827,0.000507829501550522,7.22464721110696e-06,0.0589036185750829,-2.62205057929252e-06,-7.87862041157022e-11,0.00122544785200709,5.45611770566936e-05,-0.0140913615741961,0,0,0,0,0,-0.00438957248519116,-0.000115648125428316,-1.04091920958443e-13,-8.91653760825049e-09,3.34857059150862e-09,-1.17714382708352e-06,-7.9007556743756e-09,-4.89809788392128e-09,0.00133348744043258,-4.13875219395089e-09,-1.93426972787484e-08,-0.0333379600428745,-3.04688138951257e-06,-5.0963977162873e-12,-1.9613357431906e-08,-0.000457756539993273,-0.000491101975262712,-1.65575145568175e-10,-6.69606179784705e-10,-2.65175217287507e-12,-0.00333530872825223,-0.00196549422906969,5.39411936725498e-07,-0.0251514659901609,-0.000704030481575645,-0.000581460453495623,-7.78841415139914e-11,0.0164144686046841,-2.37326478938162e-12,0,0,-0.000219856100820701
