"","tables.JPM","tables.BAC","tables.C","tables.WFC","tables.GS","tables.MS","tables.BK","tables.USB","tables.PNC","tables.COF","tables.STT","tables.AXP","tables.FITB","tables.RF","tables.X8306.T","tables.X8411.T","tables.X8316.T","tables.X8308.T","tables.X8604.T","tables.X8309.T","tables.X8331.T","tables.X8377.T","tables.X8355.T","tables.X8418.T","tables.TD.TO","tables.RY.TO","tables.BNS.TO","tables.BMO.TO","tables.CM.TO","tables.NA.TO","tables.UCG.MI","tables.ISP.MI","tables.UNI.MI","tables.MB.MI","tables.NAB.AX","tables.CBA.AX","tables.ANZ.AX","tables.WBC.AX","tables.MQG.AX","tables.X600036.SS","tables.X600000.SS","tables.X600016.SS","tables.X600015.SS","tables.HSBA.L","tables.BARC.L","tables.LLOY.L","tables.STAN.L","tables.SAN.MC","tables.BBVA.MC","tables.SAB.MC","tables.SHB.A.ST","tables.SEB.A.ST","tables.SWED.A.ST","tables.BNP.PA","tables.ACA.PA","tables.X055550.KS","tables.X024110.KS","tables.UBSG.SW","tables.CSGN.SW","tables.KBC.BR","tables.ITUB4.SA","tables.BBDC4.SA","tables.DBK.DE","tables.CBK.DE","tables.BIRG.IR","tables.SBIN.NS","tables.BANKBARODA.NS","tables.D05.SI","tables.U11.SI","tables.EBS.VI","tables.DANSKE.CO","tables.INGA.AS","tables.DNB.OL","tables.SBER.ME","tables.ISCTR.IS","tables.SBK.JO"
"JPM",0.990386833497519,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.02164171946502e-07,0,0,0.00178839363715357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00782407070115521,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BAC",0,0.991476453885942,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.62501475714096e-07,6.11983893882652e-05,0,0.00219394717145899,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00626783805173493,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"C",0,0,0.984955878813365,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.61271126292648e-07,0.00670011975988745,0,0.00654682922202294,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00179701093359795,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"WFC",0,0,0,0.976173908103627,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.72844448844331e-06,0,0,0.00456466262848073,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0192597008234035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GS",0,0,0,0,0.991297505516356,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.2889703950548e-05,0,0,0.00132458186583259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00734502291386054,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MS",0,0,0,0,0,0.988451053347376,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.5087101764272e-05,0,0.000299483415060461,0.000792242377623689,0,0.0101503436775534,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000251790080621768,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BK",0,0,0,0,0,0,0.997489831767936,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.18560337659435e-09,0,0,0.00246352473039477,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.66393160657637e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"USB",0,0,0,0,0,0,0,0.994443420820008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.69547136374664e-07,0,0,0.00366718082401945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00188922880883596,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PNC",0,0,0,0,0,0,0,0,0.989141073892614,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.68179590164765e-07,0.000690381839521923,0,0.00495124737408263,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00521682871419148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"COF",0,0,0,0,0,0,0,0,0,0.971877219962835,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00123353384691802,0,0,0.01051269128671,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0132988251618496,0,0,0,0,-1.72559126015182e-05,0,0,0,0,0,0,0,0,0,0,0.0163765549035366,0,0,0,0
"STT",0,0,0,0,0,0,0,0,0,0,0.98786281791595,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00329608709155764,0,8.72615172567941e-09,5.38300882780122e-05,0,0.00869002246723215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.72337108306989e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AXP",0,0,0,0,0,0,0,0,0,0,0,0.987977625527089,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000196421467570327,9.71902728926076e-05,0,0.0117287627324478,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
