"","tables.JPM","tables.BAC","tables.C","tables.WFC","tables.GS","tables.MS","tables.BK","tables.USB","tables.PNC","tables.COF","tables.STT","tables.AXP","tables.FITB","tables.RF","tables.X8306.T","tables.X8411.T","tables.X8316.T","tables.X8308.T","tables.X8604.T","tables.X8309.T","tables.X8331.T","tables.X8377.T","tables.X8355.T","tables.X8418.T","tables.TD.TO","tables.RY.TO","tables.BNS.TO","tables.BMO.TO","tables.CM.TO","tables.NA.TO","tables.UCG.MI","tables.ISP.MI","tables.UNI.MI","tables.MB.MI","tables.NAB.AX","tables.CBA.AX","tables.ANZ.AX","tables.WBC.AX","tables.MQG.AX","tables.X600036.SS","tables.X600000.SS","tables.X600016.SS","tables.X600015.SS","tables.HSBA.L","tables.BARC.L","tables.LLOY.L","tables.STAN.L","tables.SAN.MC","tables.BBVA.MC","tables.SAB.MC","tables.SHB.A.ST","tables.SEB.A.ST","tables.SWED.A.ST","tables.BNP.PA","tables.ACA.PA","tables.X055550.KS","tables.X024110.KS","tables.UBSG.SW","tables.CSGN.SW","tables.KBC.BR","tables.ITUB4.SA","tables.BBDC4.SA","tables.DBK.DE","tables.CBK.DE","tables.BIRG.IR","tables.SBIN.NS","tables.BANKBARODA.NS","tables.D05.SI","tables.U11.SI","tables.EBS.VI","tables.DANSKE.CO","tables.INGA.AS","tables.DNB.OL","tables.SBER.ME","tables.ISCTR.IS","tables.SBK.JO"
"JPM",0.997907810656706,1.06472154071199e-10,0,0,0,0,1.15557958638113e-10,0,0,2.28088204836166e-06,8.60466231575084e-08,0,8.15177634793109e-11,1.94365039032743e-07,0,0,0,2.62399613770698e-11,7.42532126340175e-09,6.4725058121117e-09,5.20601932289254e-09,0,0,0,0,0,0,0,0,0,1.32307448383548e-08,4.15621284393631e-11,1.61885910573643e-09,1.18145080265504e-11,0,0,0,1.97592257182682e-09,0,2.2087743296844e-13,0,0,0,0,4.73852889717774e-13,1.34843455584528e-09,1.07920264177567e-05,1.04542326713966e-10,0,3.56372291380611e-07,0,0,1.05589586507062e-05,3.28290742903479e-12,0,1.83928852026932e-07,5.98070057637339e-08,0,9.95164921317658e-11,0,7.79922635362921e-11,2.5241407431079e-07,2.14697406862353e-09,1.13760305745331e-08,1.49250572662843e-05,0.00204012037855168,4.04554588138855e-09,0,1.0991701042396e-06,6.06623338690341e-06,2.98483614298663e-10,1.46469186106882e-08,5.08009990742438e-06,0,5.50149931699113e-10,6.25919714911322e-08
"BAC",-1.06472154071199e-10,0.988111744130232,-7.54469311399242e-08,-1.71376501611991e-12,-6.50338998252507e-11,-3.24278223408322e-10,1.62919967788718e-10,-1.18167053624288e-10,-9.23687629296682e-12,1.03534664234963e-05,4.06816268688948e-06,0,2.90278348541011e-08,9.00563005155308e-07,-2.26322495150792e-09,-1.70156397029705e-08,-8.54101873895461e-09,4.18568430187639e-07,4.97100620081255e-06,2.71803507841008e-08,1.8892280000871e-06,-1.84567794081505e-09,-3.52465386540966e-11,-7.55003735156132e-10,0,0,0,0,0,0,1.84784978083179e-05,2.78664469821876e-08,1.23982018737624e-08,7.92135470210153e-09,-8.64682283779748e-12,-9.27210804183229e-12,-0.000694234859643016,9.55365475686397e-09,-4.65520235140204e-10,-1.00745621600294e-10,-2.13152965555659e-09,0,-3.83743557034325e-10,-3.15158486197295e-11,-1.55283341805886e-09,6.11589778295394e-09,4.90729358057218e-05,5.2701097434456e-10,-2.83649839566149e-13,1.87384643579824e-06,-3.95299793326014e-10,-9.46354641387429e-10,4.81493919958695e-05,2.1999057936282e-09,-1.53687190792004e-11,8.78447542067871e-07,4.38712820984902e-06,-2.71192878499609e-10,6.67416058519655e-08,-3.08068800695366e-12,1.93608966041985e-09,1.30100995656672e-06,1.06231469227792e-06,0.00231781724902303,7.21665500578787e-05,0.00927608276755521,1.58116362521242e-08,-2.33457008200516e-09,-8.70602388217284e-05,2.75837119613802e-05,5.00611533413095e-09,6.93259746606663e-08,2.309838093712e-05,0,2.88877749291383e-09,1.24285944343026e-05
"C",0,7.54469311399242e-08,0.994840366165786,0,0,0,3.24929274305869e-10,0,0,8.86299934845322e-06,1.96526833933966e-07,0,1.93464892557709e-10,4.31427897329547e-07,0,0,0,2.31542322914719e-09,1.39226024054311e-07,1.28426541667065e-08,1.23563889070039e-08,-0.014188466837826,0,-0.00254756058371006,0,0,0,0,0,0,5.53725520047267e-07,7.80093547834634e-10,4.03261639320666e-08,2.21750469199351e-10,0,0,0,5.58719903981433e-09,-0.00606717976762225,8.10998622073326e-11,0,0,0,0,1.33989285728104e-12,9.07594803958919e-09,2.59375895432198e-05,5.81263289828476e-10,0,8.65224469751183e-06,-2.29968155964911e-05,-1.15881936330849e-05,2.09513081996084e-05,6.16179921407236e-11,0,5.19071943638481e-07,1.85901867995335e-07,0,1.86699621678002e-09,-6.11845252371052e-06,9.54290495744174e-07,8.22258568216254e-07,7.89689000576902e-07,1.14689010979627e-06,4.2202684367276e-05,0.00404797790099193,0.000197305482808965,-0.000479370088256915,0.000778879806417624,1.20365646263004e-05,6.54350385722008e-10,4.14267294623721e-08,1.00798621333463e-05,0,6.24639182145843e-07,1.79599292127104e-07
"WFC",0,1.71376501611991e-12,0,0.997513832522544,0,0,1.04712317395279e-11,0,0,9.10566240814594e-07,1.31149861003974e-08,0,1.60911014934083e-11,4.15960580968958e-09,0,0,0,2.47963259454416e-10,2.10977828112097e-07,9.20050637220633e-13,1.02729612520183e-09,0,0,0,0,0,0,0,0,0,1.94783582227152e-08,1.18237343646207e-09,5.33460822859668e-08,3.36103105880185e-10,0,0,0,1.85543924372709e-10,0,0.000543361695749631,0,0,0,0,4.44965636245079e-14,2.26982851440171e-09,4.56998423230769e-07,1.87221103842999e-07,0,1.14437579997332e-05,0,0,2.5501554006592e-09,9.33932568953441e-11,0,1.70666512775046e-08,2.45011927896094e-08,0,2.8350300079481e-09,0,0.00167553608272823,1.76963650320545e-07,9.80671183793194e-07,1.1909449543771e-06,1.4014971290514e-06,2.89998270381968e-07,0.000248551518518171,0,1.76921350483837e-08,1.03712602713785e-09,1.63855546137844e-11,5.53940640087973e-07,7.22123593651185e-10,0,7.40438533414005e-07,1.23129281554989e-08
"GS",0,6.50338998252507e-11,0,0,0.99913059778524,0,4.18632967390201e-11,0,0,7.82122197506913e-07,2.68283561823309e-07,0,1.91872373692813e-09,6.78504873767415e-08,0,0,0,2.75106982269961e-08,3.22215997624679e-07,2.21317398924777e-09,1.22472846025348e-07,0,0,0,0,0,0,0,0,0,1.19730028419456e-06,1.80577983843302e-09,8.8614472046616e-10,5.13313470614854e-10,-0.000861528548418673,0,-0.00050183510381745,7.14990887655936e-10,-0.0405719935354411,1.5269180809713e-11,0,0,0,0,1.71463080010705e-13,1.21017397258399e-09,3.69037756282153e-06,3.94156984058663e-11,0,1.39210611569484e-07,0,0,3.62019556449345e-06,1.42634852193432e-10,0,6.65765598977561e-08,2.82268643201221e-07,0,4.3474182541197e-09,0,1.2907795423074e-10,9.70530319991873e-08,1.48677893960034e-07,0.00015002616203229,5.40065427142025e-06,0.000697587841665849,1.51077110303067e-09,-0.00704472383734266,6.7138042400422e-07,2.07435667641681e-06,3.42413369473691e-10,5.19994358939016e-09,1.73706216792465e-06,0,2.44028867436489e-07,8.07516400314261e-07
"MS",0,3.24278223408322e-10,0,0,0,0.993148082224566,3.51984833558396e-10,0,0,7.0142435418862e-06,2.63573402724224e-07,0,6.10041904386132e-06,2.03012398635091e-06,0,0,0,1.13308540777315e-09,2.89789478974122e-07,1.9920415406322e-08,0.000389387921403817,0,0,-0.00432817967940654,0,0,0,0,0,0,3.5673591038991e-08,1.62386066568229e-09,5.12312570819258e-08,4.6160087534239e-10,0,0,0,6.03887672264824e-09,0,1.72676816623822e-12,0,0,0,0,1.44821845777674e-12,4.1773429109217e-09,3.3214721075895e-05,4.28896741221036e-10,0,1.10659918290055e-05,0,-1.96877689678742e-05,3.24838720370452e-05,1.28265429208309e-10,0,5.60878226956577e-07,2.5945907005258e-07,0,3.95508041407101e-09,0,8.4890721850726e-11,1.03747996633896e-06,1.67933545995815e-08,5.64111525842184e-06,4.56145036898277e-05,0.0062788735283982,1.16889543644615e-08,0,3.34770100462493e-06,1.86735682080012e-05,1.66674641374164e-09,4.69009686971378e-08,1.56350111377491e-05,0,1.36745978256136e-08,2.07613450966246e-07
"BK",-1.15557958638113e-10,-1.62919967788718e-10,-3.24929274305869e-10,-1.04712317395279e-11,-4.18632967390201e-11,-3.51984833558396e-10,0.991573804011893,-1.2369201343035e-10,-1.00251054176498e-11,8.59086117211235e-06,8.3135241372147e-08,0,8.10395752039845e-06,2.62442397584108e-06,-2.13580453509513e-08,-4.21261326231581e-09,-1.75230797054348e-08,-1.54572016987402e-08,3.80645071506488e-07,1.73326969753564e-08,0.000517305720504169,-1.69005474700836e-09,-6.0990492216255e-09,-3.01057991539322e-09,0,0,0,0,0,0,4.54309030362997e-08,2.14088466434214e-09,5.84615040233183e-08,6.08570831200106e-10,-0.000536728283681373,-1.51868855688031e-09,-8.1292332251118e-11,7.42817374120666e-09,-1.24359336609364e-11,-2.78670701258958e-10,-0.000541110793154868,0,-3.35073331346419e-12,-3.42052545382744e-11,-1.80326955817587e-07,3.33379057428034e-09,4.06321520093446e-05,3.26119923570684e-10,-8.04883389324172e-11,1.45925652826919e-05,-8.9062281158948e-12,-2.02659465276883e-05,3.97553135444962e-05,1.68053879509828e-10,-7.58450148225842e-10,-0.000580685259677113,2.27091271359001e-07,-2.95858379914589e-09,3.80247049954512e-09,-4.4450482294113e-10,8.44688765262895e-11,1.13492130654567e-06,1.88170288859646e-08,7.41333963453664e-06,4.9438888837663e-05,0.00768118564102221,-2.64475539848945e-08,-2.25299589233666e-11,4.0936615450477e-06,2.28381410810871e-05,-0.000199449842864412,5.63884845337424e-08,1.91214062521429e-05,0,1.79403163118381e-08,2.51766874791773e-07
"USB",0,1.18167053624288e-10,0,0,0,0,1.2369201343035e-10,0.997678509648055,0,2.52048180683668e-06,1.30317441459847e-07,0,1.00844443720831e-10,2.16427898019881e-07,0,0,0,3.31512042961019e-11,7.38005125039619e-09,7.18379544344319e-09,6.43835589941046e-09,0,0,0,0,0,0,0,0,0,1.3250707853408e-08,4.132562113027e-11,1.6858319830954e-09,1.17472781322562e-11,0,0,0,2.10266879479083e-09,0,2.58547554499421e-13,0,0,0,0,5.04246982059855e-13,1.49658914408392e-09,1.19780098775412e-05,1.54121994321683e-10,0,3.89243586632524e-07,0,0,1.17012343907063e-05,3.26422620092647e-12,0,1.95729805676273e-07,6.31011587766469e-08,0,9.72608541706049e-11,0,8.27145701897808e-11,3.7381466231284e-07,2.51166960539665e-09,1.19976989386018e-08,1.58824331937919e-05,0.00226431739007388,3.64774230889247e-09,0,1.21990293887177e-06,6.73767185907769e-06,3.71334518671216e-10,1.59049222603008e-08,5.63837246756907e-06,0,5.72903578977318e-10,5.09094597136182e-08
"PNC",0,9.23687629296682e-12,0,0,0,0,1.00251054176498e-11,0,0.999818494381803,1.97875449251048e-07,7.46488150321392e-09,0,7.07198519186718e-12,1.68619282373357e-08,0,0,0,2.27641940079601e-12,6.44175695926215e-10,5.6151522445958e-10,4.51642562168852e-10,0,0,0,0,0,0,0,0,0,1.14781892412892e-09,3.60567739251404e-12,1.40442366606304e-10,1.0249548349565e-12,0,0,0,1.71419020490938e-10,0,1.91619822293934e-14,0,0,0,0,4.11085937123149e-14,1.16981977965576e-10,9.36250551525314e-07,9.06945621284304e-12,0,3.09166917720344e-08,0,0,9.16031010078978e-07,2.84805074789584e-13,0,1.59565481482048e-08,5.18849194431575e-09,0,8.63344538250283e-12,0,6.76613426653745e-12,2.18979093580973e-08,1.86258407647334e-10,9.86915198989049e-10,1.29480716189816e-06,0.000176988431612279,3.50966946896921e-10,0,9.53573107105474e-08,5.26269500677349e-07,2.58946223527205e-11,1.27067754438037e-09,4.4071855979745e-07,0,4.77276608707538e-11,5.43009862663128e-09
"COF",-2.28088204836166e-06,-1.03534664234963e-05,-8.86299934845322e-06,-9.10566240814594e-07,-7.82122197506913e-07,-7.0142435418862e-06,-8.59086117211235e-06,-2.52048180683668e-06,-1.97875449251048e-07,0.99863313612665,-1.54203750706376e-05,0,1.00802883036869e-05,-3.17717007023255e-05,-2.54142178667065e-06,-7.2395960648025e-07,-8.80851649658147e-07,-1.58835149419001e-06,-0.00513471671176865,-0.00828290593957505,0.00127404541311251,-7.25990172268947e-06,-3.49980147710003e-06,-4.99069191959694e-06,0,0,0,0,0,0,2.17189665241326e-07,5.48910274762214e-09,7.99831308790628e-08,1.56033992736815e-09,-0.00461911451753048,-0.00159394147968869,-0.00706077608702755,-0.0469105353444777,-0.0122824869661361,-2.45270263667266e-05,-9.56887881371322e-05,0,-2.07002426114961e-07,-6.7514303606138e-07,-0.00313927613779406,-0.00478466535003827,-6.25582623402656e-07,-2.26839904385544e-08,-5.71986707089044e-09,-6.26770562826941e-05,-1.17739042013941e-08,-2.88183890117885e-06,1.5797287333912e-08,-1.30584319371099e-06,-4.40217013820285e-05,-2.69255839746611e-06,-1.07307771557167e-06,-6.15352756356626e-06,-7.48203857913646e-06,-4.26385957655796e-08,2.33386177772538e-10,1.36956392760159e-07,-2.26011445065951e-06,1.79472344149346e-05,-8.50568246727025e-06,-0.00108710748381686,-0.0034538438689834,-8.22961370380766e-10,-4.58240572887598e-08,-2.61702527385391e-06,-1.7854718263701e-07,-6.65210323636653e-05,-1.43338143188205e-06,0,-1.982471140364e-05,7.66305808527816e-08
