"","tables.JPM","tables.BAC","tables.C","tables.WFC","tables.GS","tables.MS","tables.BK","tables.USB","tables.PNC","tables.COF","tables.STT","tables.AXP","tables.FITB","tables.RF","tables.X8306.T","tables.X8411.T","tables.X8316.T","tables.X8308.T","tables.X8604.T","tables.X8309.T","tables.X8331.T","tables.X8377.T","tables.X8355.T","tables.X8418.T","tables.TD.TO","tables.RY.TO","tables.BNS.TO","tables.BMO.TO","tables.CM.TO","tables.NA.TO","tables.UCG.MI","tables.ISP.MI","tables.UNI.MI","tables.MB.MI","tables.NAB.AX","tables.CBA.AX","tables.ANZ.AX","tables.WBC.AX","tables.MQG.AX","tables.X600036.SS","tables.X600000.SS","tables.X600016.SS","tables.X600015.SS","tables.HSBA.L","tables.BARC.L","tables.LLOY.L","tables.STAN.L","tables.SAN.MC","tables.BBVA.MC","tables.SAB.MC","tables.SHB.A.ST","tables.SEB.A.ST","tables.SWED.A.ST","tables.BNP.PA","tables.ACA.PA","tables.X055550.KS","tables.X024110.KS","tables.UBSG.SW","tables.CSGN.SW","tables.KBC.BR","tables.ITUB4.SA","tables.BBDC4.SA","tables.DBK.DE","tables.CBK.DE","tables.BIRG.IR","tables.SBIN.NS","tables.BANKBARODA.NS","tables.D05.SI","tables.U11.SI","tables.EBS.VI","tables.DANSKE.CO","tables.INGA.AS","tables.DNB.OL","tables.SBER.ME","tables.ISCTR.IS","tables.SBK.JO"
"JPM",0.759831956494657,0.00550968966558765,0.000627964247798588,1.83402847943004e-05,0.000167702864672756,4.13274351339724e-06,3.56835459367101e-07,0.00578080730962561,1.76713546840568e-05,0.000218705877770404,1.19630959190124e-12,0.000837635581662106,0.000190865941070576,0.000380771459953811,0,4.7091226012375e-08,8.6262128122424e-12,5.10860342774829e-08,0.0161351855370228,3.04546965353835e-05,1.85200001966964e-08,1.11250273974587e-06,1.30751684095824e-07,7.50646332303244e-07,1.06395078844481e-06,3.386725272462e-05,5.98903085049806e-10,0,0.0328734184493575,0,0.00287440956609808,0.000131316511967557,8.33400220000052e-05,0.135239841528578,8.36421796844331e-07,0.00155048710435291,0.000123399965186862,0.000319443597759778,1.45179552193595e-05,0,0,0,0,0,2.89570715931255e-07,1.83563046238541e-08,0.00210701204932707,2.91606450812166e-05,1.03576247957225e-07,4.21133896033873e-05,1.84897835515078e-06,6.17849733089148e-09,0.00168781516225412,0,0.00398269241380216,0,0.000319750781622102,0,1.76308725348966e-06,0.00262094443967995,8.37991178272927e-07,1.64380285195862e-06,3.59468182004387e-06,5.81694622534679e-08,0.00169237392104871,2.93046830725529e-05,0.00258159492026944,0,0,0.0158777373415873,1.25755323672431e-06,0.000475277801539362,0.00537931299837291,5.09493866537359e-05,0,0.00011224369278192
"BAC",3.88189562264797e-05,0.720805208556858,0.000790636987781828,1.77979038101661e-05,0.000272219816569732,5.29179968198566e-06,3.73054408477387e-07,5.21455528270875e-05,2.03468899942667e-05,0.000364164418164437,1.2746628675106e-12,0.00152157689362968,0.000301190841944941,0.000488374653066351,0,5.12623698281096e-08,2.90509965598654e-11,2.0033708054457e-07,0.0127821467708065,3.19045951021379e-05,2.54723950060526e-07,1.17670623707147e-06,1.40346935515287e-07,7.50683862726418e-07,1.76112203205511e-06,0.000117872554747002,6.11759173181252e-10,0,0.114401430361531,0,0.00350233438139146,0.000171891504640964,0.00115878665320128,0.0864783977219111,2.25250161741902e-06,0.00346721851116762,0.000109910467576889,0.000392916421029372,1.07294248652735e-05,0,0,0,0,0,1.73561929436995e-07,2.74932632918126e-07,3.00040259598709e-05,5.23054284514816e-05,1.55131935006435e-06,4.24669129525835e-05,5.97296483952731e-06,6.26583649209325e-08,0.00101176789605933,0,0.0028843660090566,0,0.00404794031747787,0,1.51639586169467e-06,0.00575401299351565,4.99832614500432e-07,1.61509089311847e-06,2.941952179403e-06,4.79935040127191e-08,0.00184204061346762,9.80323348697806e-05,0.000293867581671092,0,0,0.0305166892393767,1.5821013618074e-05,0.000508311192241648,0.00537360859942234,8.41729855216118e-05,0,0.000119662135063739
"C",3.75716365206465e-06,0.005407842034523,0.704291555911095,3.0158540905146e-05,0.000401945434467179,7.81609363714885e-06,8.40225756362219e-07,2.5902971379556e-05,0.000423491983223133,0.000280870741101077,1.97472099849857e-12,0.000801147591559148,0.000222403866446623,0.000720838913318951,0,2.3400940724424e-07,1.24197361778549e-11,8.79344664433411e-08,0.0202759407652729,7.15821256175971e-05,3.18232312476356e-07,1.84997507505191e-06,1.36237284673902e-05,1.21266107536869e-06,0.00032096076735915,4.48499303622886e-05,9.81086689080507e-10,0,0.0433469183449069,0,0.00610874017421858,0.000179347999803894,0.000723041855545212,0.131047392337793,1.88954803511308e-06,0.00160079146466189,0.000129048991964298,0.000252972659636235,0.000356503983078055,0,0,0,0,0,3.47675413863202e-07,1.70642734220734e-07,4.31691943382731e-05,0.000634338858540556,9.62859056543301e-07,5.8979057437858e-05,5.90966451832683e-06,4.29663648985247e-08,0.00202585630845705,0,0.00216537282525892,0,0.00062632217553848,0,3.2592690228545e-06,0.000820721545983849,9.63393313858128e-07,1.04181597701132e-06,4.8111216314776e-06,1.02750060245359e-07,0.00840868741128408,4.23179603089802e-05,8.81418035072569e-05,0,0,0.00138102000437404,9.6685931673411e-06,0.0482499795543533,0.00862446313055222,0.00934854137106233,0,0.000358928092137779
"WFC",4.90990384020712e-06,0.00830285959220792,0.000365140928793958,0.687711122027914,2.47407593204835e-05,3.72746813433483e-06,2.5967049402218e-07,0.000247005512653514,2.27378185720743e-05,0.000273114067037075,1.75772863488861e-12,0.000554020932881316,0.000224236938321365,0.000344783299808685,0,4.45224919473521e-08,1.30638870445116e-11,8.16844302050848e-08,0.0225484508149794,2.22100214569592e-05,4.07800834794026e-08,1.65097998266209e-06,1.06435513113139e-07,1.10595796931593e-06,6.89583934606465e-07,4.16637638979634e-05,8.85136079804567e-10,0,0.0404760729283965,0,0.00497034456451303,0.000171908026444199,0.000186793593897944,0.200973881676059,4.01711216108969e-07,0.00197903760112808,0.000159913967690175,0.000388730722717256,1.64687974432068e-05,0,0,0,0,0,4.95930754498848e-07,4.33013760189796e-08,2.45399336893979e-05,5.44288310992414e-05,2.44329899254482e-07,0.00375480795131916,5.38015054476987e-05,6.96335883393298e-09,0.00288934212039812,0,0.00284137836048813,0,0.000610459008244919,0,0.0051851986519283,0.00293625056137445,1.86502745413281e-06,7.83732373066919e-07,4.45447852793348e-06,8.38889510530164e-08,0.00160010017090041,4.44194397359834e-05,0.000440163743873749,0,0,0.00100931188182543,2.66046549128361e-06,0.000399105438855511,0.00788970708132916,5.26535309351458e-05,0,0.000185435716187156
"GS",1.05059474154859e-05,0.00322703214677978,0.000273215950924433,1.7987610439599e-05,0.804564820180732,1.98790535979206e-05,2.893096862181e-07,3.00935989676543e-05,7.84516185383506e-05,0.000216999403664976,1.21355675469594e-12,0.000528445541899168,0.000197687452064332,0.00182372281947748,0,4.08527483636058e-08,3.178696329736e-11,2.02003794631268e-07,0.0140354480677563,2.46974925876778e-05,2.6303437450272e-07,1.12714750785175e-06,1.09738994272417e-06,7.20234104972533e-07,6.03186491039758e-07,3.8535718651973e-05,5.88228023567101e-10,0,0.0373992930232157,0,0.00392377618905112,0.000155813257059333,0.00101194880488943,0.0742867742955145,3.53809556615316e-06,0.00136964682889957,0.000101290363401958,0.000256885340430687,6.05319634624006e-05,0,0,0,0,0,4.42816887853625e-06,2.39767793956017e-07,3.50753642084375e-05,4.24403781590495e-05,1.3529002153665e-06,0.00389681423505642,0.000174664769372221,7.03655950706964e-08,0.0257965851318078,0,0.00500915542562872,0,0.00255886975373313,0,2.54219662227351e-05,0.00155220775136258,1.53110878899385e-05,3.88444779173137e-07,2.82682608637696e-06,5.80171874017221e-08,0.00146851282789823,0.0001068895841508,0.00026997231618365,0,0,0.00597008529723738,1.38252945837762e-05,0.00392271822863511,0.00514187207171213,3.8292340325877e-05,0,0.00029055714042928
"MS",5.30830918621273e-06,0.00684784671953997,0.000740094344552569,2.32030771057203e-05,3.79523015830536e-05,0.719422914357313,7.37907766901193e-07,0.00436625875085844,2.45553089931336e-05,0.000231885581440579,1.58117912862676e-12,0.000609416887469892,0.000157459240919583,0.00133492055293864,0,1.37847849844812e-07,5.69972240505035e-11,3.69590204265862e-07,0.0195901879704476,6.29287015847506e-05,5.32458448161931e-07,1.48194971873666e-06,1.13327806440017e-07,9.17470832464337e-07,9.39997261768212e-07,3.42140706891484e-05,7.56444756341616e-10,0,0.0331463327828235,0,0.00362661736888659,0.000175109238715483,0.00248854238613631,0.156280740194913,1.70296582536978e-05,0.00947386617070983,0.000144326190799676,0.000567263393905378,4.37946091310033e-05,0,0,0,0,0,1.23194394614736e-06,5.92528793607797e-07,3.2841636916028e-05,7.12950429087268e-05,3.34336951287916e-06,0.000361914276129189,3.45125192758527e-06,2.22219258648993e-07,0.00717689588579784,0,0.00750526340059052,0,0.00865214088059623,0,6.13140286754942e-05,0.00153985911980894,3.61266227061644e-06,1.68503672606968e-07,4.70587932728887e-06,7.48677384830333e-08,0.00495453207631523,0.000191770582931768,0.00104294900940147,0,0,0.00153656684324699,3.44515780796361e-05,0.000431752566031728,0.00658697819043075,6.65976579543802e-05,0,0.000277474463928612
"BK",1.8385633578896e-06,0.00800666648162495,0.00699974754990305,2.19872238167771e-05,1.09354385680318e-05,3.71970317797127e-06,0.685909020257803,1.24761906818284e-05,1.50366178204271e-05,6.53031697358138e-05,1.4495730615395e-12,0.000839359630312808,3.88481234180719e-05,0.000343472852729122,0,1.39245027546607e-07,1.04426077164097e-11,6.88811880699179e-08,0.0194230792545272,4.3806877972996e-05,1.16034768419186e-07,1.36949919365437e-06,1.89236248049481e-08,0.000319956946226327,4.00539879242425e-06,6.23008061309227e-05,8.97580105566723e-08,0,0.0601786277294366,0,0.00127969269462367,5.05749871969615e-05,0.000539687371022159,0.19232644688261,9.78174867100686e-07,0.00236479679316893,0.000148758133448501,0.000391161631759476,1.49984815754505e-05,0,0,0,0,0,4.19900736807004e-07,1.27996884649229e-07,2.14899387534358e-05,4.7632366088788e-05,7.22227993806159e-07,2.09561384390558e-05,4.05391646951488e-06,2.60176728949057e-08,0.00244616025383602,0,0.00288374025661142,0,0.00182943884466494,0,2.15958971463177e-06,0.000228107760723143,1.17672280400352e-06,9.31094947879568e-07,4.57239242174771e-06,3.29566437518548e-06,0.0050027737663551,3.54987544337632e-05,7.32055704049016e-05,0,0,0.00122268887783181,7.23998162883963e-06,7.74422485149345e-05,0.0063867669485815,0.000178474028533467,0,0.000101812420564415
"USB",1.50379401795338e-05,0.00949989599824245,0.0116608191578788,2.18926304368618e-05,1.80961945708595e-05,2.89786920468761e-06,2.87903925030829e-07,0.676996304947876,1.42794257314542e-05,0.00038167938136982,1.54805894902137e-12,0.000243663073496659,0.000259642064711212,0.000270522193594671,0,2.41329847358056e-08,1.31905614791605e-11,8.64990639733703e-08,0.022001377237753,2.46047620192148e-05,1.63850030888169e-07,1.46310303009673e-06,1.20034779820952e-07,9.45108354085682e-07,5.57515199794564e-06,1.89911786560613e-05,7.66669706051774e-10,0,0.0182391116602529,0,0.00135670248086768,0.000118491901812507,0.00075309072445745,0.226250696955689,3.37713758068038e-06,0.00140437167061731,0.000144475792318703,0.000288585213207781,1.8829583586663e-05,0,0,0,0,0,5.17419607581205e-07,1.789145967895e-07,1.62162095667621e-05,7.06827885599472e-05,1.00953340119202e-06,4.63443065164261e-05,2.31284016758543e-06,5.56706200321493e-08,0.00301414445919306,0,0.00231166986860248,0,0.00252278912547525,0,1.76531548160335e-06,0.0114684215481532,1.55690578153869e-06,1.20926547380401e-07,5.05952673386116e-06,6.86390763623929e-08,0.000867401087607918,4.48516441295892e-05,0.00063774144392035,0,0,0.00123109436685045,1.04243994775634e-05,0.000448898550210744,0.00677027674926794,0.000409440736278611,0,0.000100853282489087
"PNC",6.30032230660458e-06,0.00707068981326622,0.000178116287419842,2.23602863372343e-05,0.00011339959728805,2.76661695015229e-05,3.0361300072245e-07,3.40787526463066e-05,0.740804985488863,0.00021264132513404,1.54149601479251e-12,0.000508730852422588,0.000134940538089237,0.00253816944911294,0,4.42760869117715e-08,1.0090261043937e-11,6.68305346980196e-08,0.0223661065652459,2.59173081244267e-05,7.13550859046729e-08,1.43129780373801e-06,7.2019354419632e-07,9.49953422259566e-07,4.5126390981038e-07,2.35400341574637e-05,7.63635491128303e-10,0,0.0228839236043661,0,0.00288305338220162,0.000118692685336773,0.00025751455660544,0.172096530535087,6.5993433788432e-07,0.00136897026676078,0.000153157060059296,0.0003332791854854,0.00092738579711489,0,0,0,0,0,3.78366771936765e-07,5.98746380598775e-08,3.16495283042793e-05,3.8179840675306e-05,3.37845251815007e-07,1.90838679922871e-05,2.46695075236151e-06,1.33543259014551e-08,0.00220507413406412,0,0.0067881570066468,0,0.000413808019060654,0,2.30825640309609e-06,0.00115282154131516,1.10381380109179e-06,6.09782130611034e-07,5.09888187538522e-06,7.46821339909323e-08,0.00159111563621427,3.42232501685334e-05,0.000642051924045723,0,0,0.00241871842763526,3.82139506583008e-06,0.00260136618703648,0.00677308788525745,3.99568362426406e-05,0,0.000139583356265347
"COF",3.0644897103502e-05,0.00647705545143656,0.000594106577150128,3.12471407864832e-05,0.000598386535899865,1.42404774201983e-05,6.60505653528999e-07,0.0164618030936778,0.00110940704646395,0.658281758109501,2.14378885845678e-12,0.00063216578569527,0.000642124582498376,0.00131235015734971,0,6.78669079999775e-08,2.46404678174346e-11,1.70643657753111e-07,0.0278656105939214,5.62753776091442e-05,5.17604491914027e-07,2.00552833422858e-06,1.30277333839843e-05,1.28158920368384e-06,8.38976800561791e-07,8.11613338559514e-06,1.04554102082961e-09,0,0.00779658251976295,0,0.00862024377408831,0.000391508948188451,0.00141872656503309,0.153738021094234,7.29255128970184e-06,0.00105177396922197,0.000175215406094298,0.000291774583190428,0.000333714448006304,0,0,0,0,0,1.10036777474254e-06,3.35218886983234e-07,0.00775604742438958,0.000303536759138803,1.89148716310802e-06,0.000298170892185931,2.3290038451527e-06,1.4092114629361e-07,0.0064121190525262,0,0.00394532230799447,0,0.00194966661923265,0,3.28161134315558e-06,0.0172107296689508,3.27155277358272e-06,7.95185464734825e-07,6.488631491221e-06,1.17554812498446e-07,0.00244477732009389,8.37561533845554e-05,0.00929545366644627,0,0,0.00203494040340675,2.58645114745354e-05,0.0461267447502753,0.00913637757273189,0.004352116484597,0,0.000645907538703313
