"","tables.JPM","tables.BAC","tables.C","tables.WFC","tables.GS","tables.MS","tables.BK","tables.USB","tables.PNC","tables.COF","tables.STT","tables.AXP","tables.FITB","tables.RF","tables.X8306.T","tables.X8411.T","tables.X8316.T","tables.X8308.T","tables.X8604.T","tables.X8309.T","tables.X8331.T","tables.X8377.T","tables.X8355.T","tables.X8418.T","tables.TD.TO","tables.RY.TO","tables.BNS.TO","tables.BMO.TO","tables.CM.TO","tables.NA.TO","tables.UCG.MI","tables.ISP.MI","tables.UNI.MI","tables.MB.MI","tables.NAB.AX","tables.CBA.AX","tables.ANZ.AX","tables.WBC.AX","tables.MQG.AX","tables.X600036.SS","tables.X600000.SS","tables.X600016.SS","tables.X600015.SS","tables.HSBA.L","tables.BARC.L","tables.LLOY.L","tables.STAN.L","tables.SAN.MC","tables.BBVA.MC","tables.SAB.MC","tables.SHB.A.ST","tables.SEB.A.ST","tables.SWED.A.ST","tables.BNP.PA","tables.ACA.PA","tables.X055550.KS","tables.X024110.KS","tables.UBSG.SW","tables.CSGN.SW","tables.KBC.BR","tables.ITUB4.SA","tables.BBDC4.SA","tables.DBK.DE","tables.CBK.DE","tables.BIRG.IR","tables.SBIN.NS","tables.BANKBARODA.NS","tables.D05.SI","tables.U11.SI","tables.EBS.VI","tables.DANSKE.CO","tables.INGA.AS","tables.DNB.OL","tables.SBER.ME","tables.ISCTR.IS","tables.SBK.JO"
"JPM",0.997907810656706,1.06472154071199e-10,0,0,0,0,1.15557958638113e-10,0,0,2.28088204836166e-06,8.60466231575084e-08,0,8.15177634793109e-11,1.94365039032743e-07,0,0,0,2.62399613770698e-11,7.42532126340175e-09,6.4725058121117e-09,5.20601932289254e-09,0,0,0,0,0,0,0,0,0,1.32307448383548e-08,4.15621284393631e-11,1.61885910573643e-09,1.18145080265504e-11,0,0,0,1.97592257182682e-09,0,2.2087743296844e-13,0,0,0,0,4.73852889717774e-13,1.34843455584528e-09,1.07920264177567e-05,1.04542326713966e-10,0,3.56372291380611e-07,0,0,1.05589586507062e-05,3.28290742903479e-12,0,1.83928852026932e-07,5.98070057637339e-08,0,9.95164921317658e-11,0,7.79922635362921e-11,2.5241407431079e-07,2.14697406862353e-09,1.13760305745331e-08,1.49250572662843e-05,0.00204012037855168,4.04554588138855e-09,0,1.0991701042396e-06,6.06623338690341e-06,2.98483614298663e-10,1.46469186106882e-08,5.08009990742438e-06,0,5.50149931699113e-10,6.25919714911322e-08
"BAC",0,0.988111744130232,0,0,0,0,5.59456625050753e-10,0,0,1.03534697182794e-05,4.06886546890342e-06,0,2.96359469038112e-08,9.04595559659619e-07,0,0,0,4.25011324903367e-07,4.97236896465335e-06,2.94295521011799e-08,1.89167102115885e-06,0,0,0,0,0,0,0,0,0,1.84785328558906e-05,2.78664469821876e-08,1.240332140841e-08,7.92135470210153e-09,0,0,0,9.55414783208156e-09,0,2.35750613332298e-10,0,0,0,0,2.29119358169737e-12,6.13270591197241e-09,4.90729572283722e-05,5.28662130128273e-10,0,1.87393015689534e-06,0,0,4.81493920451993e-05,2.201113591959e-09,0,8.89655428439664e-07,4.38933731502101e-06,0,6.7091686340776e-08,0,1.93608984830361e-09,1.30268045289459e-06,2.29553544020684e-06,0.0023179705001442,7.21668593744811e-05,0.00927613365786621,2.02210828219604e-08,0,9.51299831527286e-06,2.7583744138212e-05,5.05510194956888e-09,6.93460202827373e-08,2.30984829129057e-05,0,2.9053724140503e-09,1.24285979329288e-05
"C",0,7.54469311399242e-08,0.994840366165786,0,0,0,3.24929274305869e-10,0,0,8.86299934845322e-06,1.96526833933966e-07,0,1.93464892557709e-10,4.31427897329547e-07,0,0,0,2.31542322914719e-09,1.39226024054311e-07,1.28426541667065e-08,1.23563889070039e-08,0,0,0,0,0,0,0,0,0,5.53725520047267e-07,7.80093547834634e-10,4.03261639320666e-08,2.21750469199351e-10,0,0,0,5.58719903981433e-09,0,8.10998622073326e-11,0,0,0,0,1.33989285728104e-12,9.07594803958919e-09,2.59375895432198e-05,5.81263289828476e-10,0,8.65224469751183e-06,0,0,2.09513081996084e-05,6.16179921407236e-11,0,5.19071943638481e-07,1.85901867995335e-07,0,1.86699621678002e-09,0,9.54290495744174e-07,8.22258568216254e-07,7.89689000576902e-07,1.14689010979627e-06,4.2202684367276e-05,0.00404797790099193,0.000197305482808965,0,0.000778879806417624,1.20365646263004e-05,6.54350385722008e-10,4.14267294623721e-08,1.00798621333463e-05,0,6.24639182145843e-07,1.79599292127104e-07
"WFC",0,1.71376501611991e-12,0,0.997513832522544,0,0,1.04712317395279e-11,0,0,9.10566240814594e-07,1.31149861003974e-08,0,1.60911014934083e-11,4.15960580968958e-09,0,0,0,2.47963259454416e-10,2.10977828112097e-07,9.20050637220633e-13,1.02729612520183e-09,0,0,0,0,0,0,0,0,0,1.94783582227152e-08,1.18237343646207e-09,5.33460822859668e-08,3.36103105880185e-10,0,0,0,1.85543924372709e-10,0,0.000543361695749631,0,0,0,0,4.44965636245079e-14,2.26982851440171e-09,4.56998423230769e-07,1.87221103842999e-07,0,1.14437579997332e-05,0,0,2.5501554006592e-09,9.33932568953441e-11,0,1.70666512775046e-08,2.45011927896094e-08,0,2.8350300079481e-09,0,0.00167553608272823,1.76963650320545e-07,9.80671183793194e-07,1.1909449543771e-06,1.4014971290514e-06,2.89998270381968e-07,0.000248551518518171,0,1.76921350483837e-08,1.03712602713785e-09,1.63855546137844e-11,5.53940640087973e-07,7.22123593651185e-10,0,7.40438533414005e-07,1.23129281554989e-08
"GS",0,6.50338998252507e-11,0,0,0.99913059778524,0,4.18632967390201e-11,0,0,7.82122197506913e-07,2.68283561823309e-07,0,1.91872373692813e-09,6.78504873767415e-08,0,0,0,2.75106982269961e-08,3.22215997624679e-07,2.21317398924777e-09,1.22472846025348e-07,0,0,0,0,0,0,0,0,0,1.19730028419456e-06,1.80577983843302e-09,8.8614472046616e-10,5.13313470614854e-10,0,0,0,7.14990887655936e-10,0,1.5269180809713e-11,0,0,0,0,1.71463080010705e-13,1.21017397258399e-09,3.69037756282153e-06,3.94156984058663e-11,0,1.39210611569484e-07,0,0,3.62019556449345e-06,1.42634852193432e-10,0,6.65765598977561e-08,2.82268643201221e-07,0,4.3474182541197e-09,0,1.2907795423074e-10,9.70530319991873e-08,1.48677893960034e-07,0.00015002616203229,5.40065427142025e-06,0.000697587841665849,1.51077110303067e-09,0,6.7138042400422e-07,2.07435667641681e-06,3.42413369473691e-10,5.19994358939016e-09,1.73706216792465e-06,0,2.44028867436489e-07,8.07516400314261e-07
"MS",0,3.24278223408322e-10,0,0,0,0.993148082224566,3.51984833558396e-10,0,0,7.0142435418862e-06,2.63573402724224e-07,0,6.10041904386132e-06,2.03012398635091e-06,0,0,0,1.13308540777315e-09,2.89789478974122e-07,1.9920415406322e-08,0.000389387921403817,0,0,0,0,0,0,0,0,0,3.5673591038991e-08,1.62386066568229e-09,5.12312570819258e-08,4.6160087534239e-10,0,0,0,6.03887672264824e-09,0,1.72676816623822e-12,0,0,0,0,1.44821845777674e-12,4.1773429109217e-09,3.3214721075895e-05,4.28896741221036e-10,0,1.10659918290055e-05,0,0,3.24838720370452e-05,1.28265429208309e-10,0,5.60878226956577e-07,2.5945907005258e-07,0,3.95508041407101e-09,0,8.4890721850726e-11,1.03747996633896e-06,1.67933545995815e-08,5.64111525842184e-06,4.56145036898277e-05,0.0062788735283982,1.16889543644615e-08,0,3.34770100462493e-06,1.86735682080012e-05,1.66674641374164e-09,4.69009686971378e-08,1.56350111377491e-05,0,1.36745978256136e-08,2.07613450966246e-07
"BK",0,3.96536657262035e-10,0,0,0,0,0.991573804011893,0,0,8.59086256809148e-06,2.82156410902664e-07,0,8.10448236111801e-06,2.73053140534396e-06,0,0,0,1.54842725401071e-09,3.82055192386129e-07,2.43695797265127e-08,0.000517306683079331,0,0,0,0,0,0,0,0,0,4.54932394941714e-08,2.14088466434214e-09,6.75980438661003e-08,6.08570831200106e-10,0,0,0,7.47062495340075e-09,0,2.03917118257e-12,0,0,0,0,1.79157636261064e-12,5.11322250254569e-09,4.06331048326513e-05,4.69412010063974e-10,0,1.45926960790139e-05,0,0,3.97553135537501e-05,1.69104096281531e-10,0,6.93786103525803e-07,3.20166865787895e-07,0,5.21452307512151e-09,0,8.44851821457569e-11,1.1349300690708e-06,1.98326936249181e-08,7.41456602245572e-06,5.64291678231503e-05,0.00768124087494965,1.28770145570135e-08,0,4.09366419655285e-06,2.2839941000261e-05,2.05086134273375e-09,5.7826596898754e-08,1.91270434212615e-05,0,1.79455915112672e-08,2.52748929676542e-07
"USB",0,1.18167053624288e-10,0,0,0,0,1.2369201343035e-10,0.997678509648055,0,2.52048180683668e-06,1.30317441459847e-07,0,1.00844443720831e-10,2.16427898019881e-07,0,0,0,3.31512042961019e-11,7.38005125039619e-09,7.18379544344319e-09,6.43835589941046e-09,0,0,0,0,0,0,0,0,0,1.3250707853408e-08,4.132562113027e-11,1.6858319830954e-09,1.17472781322562e-11,0,0,0,2.10266879479083e-09,0,2.58547554499421e-13,0,0,0,0,5.04246982059855e-13,1.49658914408392e-09,1.19780098775412e-05,1.54121994321683e-10,0,3.89243586632524e-07,0,0,1.17012343907063e-05,3.26422620092647e-12,0,1.95729805676273e-07,6.31011587766469e-08,0,9.72608541706049e-11,0,8.27145701897808e-11,3.7381466231284e-07,2.51166960539665e-09,1.19976989386018e-08,1.58824331937919e-05,0.00226431739007388,3.64774230889247e-09,0,1.21990293887177e-06,6.73767185907769e-06,3.71334518671216e-10,1.59049222603008e-08,5.63837246756907e-06,0,5.72903578977318e-10,5.09094597136182e-08
"PNC",0,9.23687629296682e-12,0,0,0,0,1.00251054176498e-11,0,0.999818494381803,1.97875449251048e-07,7.46488150321392e-09,0,7.07198519186718e-12,1.68619282373357e-08,0,0,0,2.27641940079601e-12,6.44175695926215e-10,5.6151522445958e-10,4.51642562168852e-10,0,0,0,0,0,0,0,0,0,1.14781892412892e-09,3.60567739251404e-12,1.40442366606304e-10,1.0249548349565e-12,0,0,0,1.71419020490938e-10,0,1.91619822293934e-14,0,0,0,0,4.11085937123149e-14,1.16981977965576e-10,9.36250551525314e-07,9.06945621284304e-12,0,3.09166917720344e-08,0,0,9.16031010078978e-07,2.84805074789584e-13,0,1.59565481482048e-08,5.18849194431575e-09,0,8.63344538250283e-12,0,6.76613426653745e-12,2.18979093580973e-08,1.86258407647334e-10,9.86915198989049e-10,1.29480716189816e-06,0.000176988431612279,3.50966946896921e-10,0,9.53573107105474e-08,5.26269500677349e-07,2.58946223527205e-11,1.27067754438037e-09,4.4071855979745e-07,0,4.77276608707538e-11,5.43009862663128e-09
"COF",0,3.2947831770389e-12,0,0,0,0,1.39597913143086e-12,0,0,0.99863313612665,3.25552208943921e-08,0,2.00082326883986e-05,1.1728191412125e-05,0,0,0,4.46853327922787e-09,9.79447517001399e-07,9.77712656130315e-12,0.00127711948923059,0,0,0,0,0,0,0,0,0,3.08415211680621e-07,5.48910274762214e-09,1.54506250555002e-07,1.56033992736815e-09,0,0,0,3.82120677749445e-12,0,2.34134439532139e-12,0,0,0,0,9.02778633322578e-16,1.25006055780726e-10,1.73102993026672e-08,1.79671250022746e-10,0,3.30900114700017e-05,0,0,1.58112408907328e-08,4.33572987369848e-10,0,3.08356510982461e-10,4.5085008668251e-08,0,1.34070295740255e-08,0,2.35987951298458e-10,4.3332550091839e-07,2.28083613746004e-08,1.95303045250734e-05,2.88865183616692e-08,3.08173008535201e-06,3.33724463266927e-08,0,3.40142842557235e-08,9.1632264565195e-09,6.0730956509165e-09,1.67103561225022e-10,7.67380998654489e-09,0,3.9748300470905e-08,1.11322310760206e-07
