"","tables.JPM","tables.BAC","tables.C","tables.WFC","tables.GS","tables.MS","tables.BK","tables.USB","tables.PNC","tables.COF","tables.STT","tables.AXP","tables.FITB","tables.RF","tables.X8306.T","tables.X8411.T","tables.X8316.T","tables.X8308.T","tables.X8604.T","tables.X8309.T","tables.X8331.T","tables.X8377.T","tables.X8355.T","tables.X8418.T","tables.TD.TO","tables.RY.TO","tables.BNS.TO","tables.BMO.TO","tables.CM.TO","tables.NA.TO","tables.UCG.MI","tables.ISP.MI","tables.UNI.MI","tables.MB.MI","tables.NAB.AX","tables.CBA.AX","tables.ANZ.AX","tables.WBC.AX","tables.MQG.AX","tables.X600036.SS","tables.X600000.SS","tables.X600016.SS","tables.X600015.SS","tables.HSBA.L","tables.BARC.L","tables.LLOY.L","tables.STAN.L","tables.SAN.MC","tables.BBVA.MC","tables.SAB.MC","tables.SHB.A.ST","tables.SEB.A.ST","tables.SWED.A.ST","tables.BNP.PA","tables.ACA.PA","tables.X055550.KS","tables.X024110.KS","tables.UBSG.SW","tables.CSGN.SW","tables.KBC.BR","tables.ITUB4.SA","tables.BBDC4.SA","tables.DBK.DE","tables.CBK.DE","tables.BIRG.IR","tables.SBIN.NS","tables.BANKBARODA.NS","tables.D05.SI","tables.U11.SI","tables.EBS.VI","tables.DANSKE.CO","tables.INGA.AS","tables.DNB.OL","tables.SBER.ME","tables.ISCTR.IS","tables.SBK.JO"
"JPM",0.627192468632799,0,0,2.08553630271462e-08,0,9.6981274462858e-06,0,0,1.51730729104657e-08,0,0,3.26510073932286e-11,0.00378785946131421,0.0284056694160769,0,0,0,0,0.0011278658858374,0,2.48896275450801e-09,0,0,0,0,0,0,0,0.125893963536992,0,2.5853887126847e-05,0.00489066858886364,0.00307001784020622,0.146482723131195,0.00366886310310254,1.94368786332653e-07,3.05281899634234e-12,1.0491176357813e-06,0.0133929994793313,0,0,0,0,8.33315533975514e-07,8.22572656568766e-09,0,1.52014691067951e-08,0.00166098046146477,5.0523139149002e-09,0.020259964128842,0,0,0,0,2.6594266975448e-08,0,0,0,0,2.44105592597026e-06,1.62920641334486e-08,0,1.56821274919398e-05,1.68900014377359e-05,0.000174449719570948,4.11954407426323e-06,7.33985296370806e-05,0,0,0,0,2.40889202610171e-05,0.0188671483782697,1.55719673201454e-06,0,0.000948442125102214
"BAC",0,0.629788874652213,0,1.03755430558293e-08,0,9.03242852038823e-06,0,0,1.76300221212209e-08,0,0,3.64480979127756e-11,0.00273714654353645,0.0314532742048278,0,0,0,0,0.00103627569834386,0,2.41429569905181e-09,0,0,0,0,0,0,0,0.0862113351496075,0,2.14619561781366e-05,0.00334601334842868,0.00411833665812428,0.171169624552421,0.00440552147652918,2.01572708394659e-07,2.73356513106681e-12,9.85530105641856e-07,0.020327755188871,0,0,0,0,1.11822786194778e-06,7.86423298545641e-09,0,1.4043737250209e-08,0.00130012880154603,4.7114860633332e-09,0.023468174394674,0,0,0,0,2.86361807492057e-08,0,0,0,0,2.62362584351108e-06,1.81867205990191e-08,0,1.81772245508228e-05,1.74892759238408e-05,0.000169674881518176,4.60235919199318e-06,8.04147879388003e-05,0,0,0,0,5.18144111092259e-07,0.0202891531445477,1.42974816157051e-06,0,2.05525223152819e-05
"C",0,0,0.523431692598626,1.18742684838825e-08,0,1.07812563535866e-05,0,0,2.37061324432645e-08,0,0,4.63096011389361e-11,0.00169240550027368,0.0419475763127569,0,0,0,0,0.00121761316702538,0,6.26993031291416e-09,0,0,0,0,0,0,0,0.0508999921774856,0,4.25007737146514e-05,0.00197280950503071,0.0048660616348369,0.272786647744356,0.00621811144585052,2.34527450210034e-07,3.10219858284507e-12,2.63202404872381e-06,0.032681347989906,0,0,0,0,1.31823208724313e-06,9.40901036841164e-09,0,1.61792443217661e-08,0.00109644392267419,5.62933059743151e-09,0.0314730985644846,0,0,0,0,3.4373071384565e-08,0,0,0,0,3.1734227819728e-06,2.31073725433182e-08,0,2.43863969471553e-05,2.03558956018636e-05,0.00043783636395768,5.85319968773809e-06,9.96230249061754e-05,0,0,0,0,6.7610366712735e-07,0.0290381778705394,1.67815408879024e-06,0,2.68415930892239e-05
"WFC",0,0,0,0.583908352761475,0,1.75028623432066e-05,0,0,2.41857416821444e-08,0,0,3.71712698201826e-10,0.000810134586513773,0.0379150520111743,0,0,0,0,0.00205577138050702,0,2.83466462497885e-09,0,0,0,0,0,0,0,0.00671100334656202,0,0.00274324338375071,0.000272936091444933,0.00391157410311271,0.270113852291455,0.00606220538292674,2.88976591341337e-07,7.87408477839111e-07,1.57936497830127e-05,0.0239183033201228,0,0,0,0,1.05998310722138e-06,1.75318726429357e-08,0,0.00341313182382939,0.000615265032300952,9.15772041115497e-09,0.0321439838133937,0,0,0,0,1.84848096683235e-07,0,0,0,0,4.12974365163725e-06,1.85475659154618e-07,0,2.49015080772626e-05,2.48377101818291e-05,0.000199164760404601,4.5711329596898e-05,0.000127221506754217,0,0,0,0,5.92147160787836e-07,0.02491647880306,2.83680145929325e-06,0,2.34590753143079e-05
"GS",0,0,0,1.54580999918999e-08,0.631499268059546,1.2803688163958e-05,0,0,2.06811086576853e-08,0,0,3.82065336837597e-11,0.00270955512868734,0.0356405547678168,0,0,0,0,0.00148775931723876,0,2.55573299265334e-09,0,0,0,0,0,0,0,0.0486325683588499,0,0.00232124650549415,0.00228487657119566,0.00365653372321845,0.197124099624569,0.00458988982565726,3.02672261314106e-07,4.29420074779684e-12,2.88800957682936e-06,0.0171776496178629,0,0,0,0,9.92657796665772e-07,1.0836028620496e-08,0,2.07499204695705e-08,0.000901804447553337,0.00191476823032212,0.0275610603013577,0,0,0,0,3.19511356490868e-08,0,0,0,0,3.80221989112126e-06,1.90641375806882e-08,0,2.13448236414656e-05,2.603347955636e-05,0.000179383892172219,4.81812652051575e-06,0.000113272293081153,0,0,0,0,5.83386606588146e-07,0.0221068476755914,2.05405763450206e-06,0,2.31171994719586e-05
"MS",0,0,0,0.000851194090492643,0,0.576297677049929,0,0,3.02260023755464e-08,0,0,6.0593377322997e-11,0.0010596531687701,0.0417913308447688,0,0,0,0,0.00155457382999705,0,2.48268056678555e-09,0,0,0,0,0,0,0,0.017035373043998,0,0.000765035422416589,0.00230265736513341,0.00425248517263758,0.258106335305257,0.00596348503886279,3.6179490948408e-07,1.1529753589244e-09,1.95084591508574e-06,0.0221446882740714,0,0,0,0,1.15184953719686e-06,0.0004119452649215,0,5.00016053626989e-06,0.00068683690142794,0.00030342200218853,0.0400423728943025,0,0,0,0,4.56866270845525e-08,0,0,0,0,4.65670600941156e-06,3.02346318911204e-08,0,3.10350280905493e-05,3.09785142729467e-05,0.00017506041104543,7.59169964412299e-06,0.000143023108144378,0,0,0,0,6.90091832339983e-07,0.0259998132838564,2.1444242660196e-06,0,2.73665692549326e-05
"BK",0,0,0.00211527976821228,1.82055765002974e-08,0,1.08232549449465e-05,0.619487998099927,0,1.76501005832873e-08,0,0,3.41060584392026e-11,0.00174171421313685,0.0344660877337566,0,0,0,0,0.0012717486323994,0,4.3456221182173e-09,0,0,0,0,0,0,0,0.0502440236592214,0,1.59361768021753e-05,0.00194520741957756,0.00299705553450114,0.225387084087852,0.00522843743578327,0.00177932220300555,3.40900774823775e-12,1.6709525236564e-06,0.00661913876617038,0,0,0,0,8.1086347300796e-07,9.04239406229596e-09,0,1.67588433209629e-08,0.000990213039455391,5.64752998021643e-09,0.0235160914750954,0,0,0,0,2.68583403960997e-08,0,0,0,0,2.73970319648644e-06,1.70180994643942e-08,0,1.82100204369345e-05,1.88585128587082e-05,0.000303559152641835,4.30699924354228e-06,8.31742154967038e-05,0,0,0,0,1.48687322404631e-05,0.0211482979046826,1.75455203753609e-06,0,0.000585471327305302
"USB",0,0,0,1.01381642606532e-08,0,9.22977066032501e-06,0,0.612269884025977,2.17571616246356e-08,0,0,4.15417311657083e-11,0.000988566258502573,0.0353318450711069,0,0,0,0,0.00103856756080855,0,2.16477264683190e-09,0,0,0,0,0,0,0,0.0210140608784781,0,2.12364219434625e-05,0.00164867601976933,0.00431088754924551,0.231518162127835,0.0051238554672977,2.28643113011326e-07,3.09392423221195e-12,8.34442833297566e-07,0.0348437038268525,0,0,0,0,1.16846943911375e-06,7.99184887077938e-09,0,1.56484468650539e-08,0.000760677452118738,4.83017753292558e-09,0.0288460289054206,0,0,0,0,3.02910468466534e-08,0,0,0,0,3.10141849757325e-06,2.07283205756941e-08,0,2.23605713376377e-05,1.96944773430053e-05,0.00015274729046849,5.23999337104603e-06,9.68902775425953e-05,0,0,0,0,5.59983853586111e-07,0.0219479898302699,1.43113430300764e-06,0,2.22585370360066e-05
"PNC",0,0,0,1.24508507967913e-08,0,9.98622127556484e-06,0,0,0.629675523697169,0,0,3.30494735448601e-11,0.0037610083501957,0.0278743053429191,0,0,0,0,0.00117596728211443,0,2.28646468720517e-09,0,0,0,0,0,0,0,0.128019950108919,0,2.49586444345213e-05,0.0049748875566977,0.00280463907662339,0.146877183734689,0.00377639197554514,1.78607438059822e-07,2.57530338257404e-12,9.71001691444483e-07,0.0101522317703615,0,0,0,0,7.62227808080744e-07,8.60036158358945e-09,0,1.28433382604864e-08,0.00169959795809192,5.17856760762636e-09,0.018958567865261,0,0,0,0,2.60609420440354e-08,0,0,0,0,2.23070407915592e-06,1.64908891197409e-08,0,1.46573728082764e-05,1.55876880127557e-05,0.000160132189125791,4.15234652935891e-06,6.71326263298156e-05,0,0,0,0,4.63117649727895e-07,0.0199284898550364,1.62389865660531e-06,0,1.83348334982854e-05
"COF",0,0,0,1.86665654792781e-08,0,1.53501761703361e-05,0,0,2.45323077234848e-08,0.459251769876418,0,5.15688147638754e-11,0.00394840518814372,0.0470005496534852,0,0,0,0,0.00180826463967726,0,3.83119673522303e-09,0,0,0,0,0,0,0,0.123243482346497,0,2.80078728411942e-05,0.00478554011532964,0.00476981848108061,0.270746889627364,0.00691541003574302,3.01071538656746e-07,4.3773992251855e-12,1.58127442102377e-06,0.0121905500549469,0,0,0,0,1.29744958901275e-06,1.31031310042239e-08,0,2.14721572835059e-08,0.00192772426991536,7.931972390703e-09,0.0328690804060509,0,0,0,0,4.10429360016046e-08,0,0,0,0,3.79354233401271e-06,2.57315931266865e-08,0,2.54055529974139e-05,2.62328570148028e-05,0.00026817013667352,6.48012380802182e-06,0.000115278346028121,0,0,0,0,7.67851859605574e-07,0.0300168062769011,2.49704295187763e-06,0,3.03893624132086e-05
