"","tables.JPM","tables.BAC","tables.C","tables.WFC","tables.GS","tables.MS","tables.BK","tables.USB","tables.PNC","tables.COF","tables.STT","tables.AXP","tables.FITB","tables.RF","tables.X8306.T","tables.X8411.T","tables.X8316.T","tables.X8308.T","tables.X8604.T","tables.X8309.T","tables.X8331.T","tables.X8377.T","tables.X8355.T","tables.X8418.T","tables.TD.TO","tables.RY.TO","tables.BNS.TO","tables.BMO.TO","tables.CM.TO","tables.NA.TO","tables.UCG.MI","tables.ISP.MI","tables.UNI.MI","tables.MB.MI","tables.NAB.AX","tables.CBA.AX","tables.ANZ.AX","tables.WBC.AX","tables.MQG.AX","tables.X600036.SS","tables.X600000.SS","tables.X600016.SS","tables.X600015.SS","tables.HSBA.L","tables.BARC.L","tables.LLOY.L","tables.STAN.L","tables.SAN.MC","tables.BBVA.MC","tables.SAB.MC","tables.SHB.A.ST","tables.SEB.A.ST","tables.SWED.A.ST","tables.BNP.PA","tables.ACA.PA","tables.X055550.KS","tables.X024110.KS","tables.UBSG.SW","tables.CSGN.SW","tables.KBC.BR","tables.ITUB4.SA","tables.BBDC4.SA","tables.DBK.DE","tables.CBK.DE","tables.BIRG.IR","tables.SBIN.NS","tables.BANKBARODA.NS","tables.D05.SI","tables.U11.SI","tables.EBS.VI","tables.DANSKE.CO","tables.INGA.AS","tables.DNB.OL","tables.SBER.ME","tables.ISCTR.IS","tables.SBK.JO"
"JPM",0.560137897312768,0.00566727288649762,0.0020555887720355,0.00033714964384165,0.000979486282551288,0.000110026256154373,3.39042362883749e-08,0.00581454362342477,1.0243386374323e-05,0.000269366894472,1.05273871579425e-05,0.00162045254086519,0.000510145622171641,0.00801008094023308,0,5.87459606933651e-06,0,8.82503091612833e-08,0.0756649049397518,1.93943581367871e-05,5.95228990120136e-07,7.04423842496074e-07,6.33070860776323e-10,2.11651823714476e-07,0.000143392902879736,3.41213957894679e-06,5.9017359460053e-09,0,0.0320761677766703,0,0.0161219678482399,0.000244281939729931,0.000391847911030387,0.111689755164662,2.64832227866609e-05,0.00132735241369005,0.000228256751810628,0.00141352101826404,0.00143732858458819,0,0,0,0,0,5.50474733592572e-06,1.44041703595744e-07,0.0377390105268978,0.00230263487888174,4.69346305307585e-05,0.00139463277230661,4.2656363072492e-05,4.50931709006981e-06,0.00469260981496093,1.1348642863829e-06,0.0437058084526616,3.05006404548574e-07,0.000730686892649294,0,0.000499568035779002,0.00312742785459896,0,1.556366809671e-05,8.27306719299683e-05,0.000242552316444212,0.00341448454639337,2.10962093886006e-05,0.0027657725664792,0,0,0.0309081318060901,0.000113914422172416,0.00397900721312596,0.0282815636352888,0.00472946285385705,8.3600712187449e-08,0.0048237051804165
"BAC",0.000720496031514479,0.582314589731681,0.00629120621269956,0.000406231967637351,0.000846841837310252,9.88312734002159e-05,5.5706801034442e-08,0.000624693098410453,1.67812859549673e-05,0.000335390742292732,9.5856956206263e-06,0.00150087540058179,0.00100153757999311,0.00732343998157504,0,1.00838828169467e-05,0,2.23746117249366e-07,0.060220774630084,3.09516093219596e-05,3.19197270393614e-07,2.01351038430042e-06,4.97020618504932e-10,4.23982714000903e-07,0.000304206464719693,4.085170581095e-06,1.2975883794905e-08,0,0.0723245837226332,0,0.0123615233483385,0.000318719407072804,0.00115869075206829,0.0905262627816141,1.56295031476166e-05,0.00216332732962011,0.000179964190070738,0.0014051147946397,0.00130516674182925,0,0,0,0,0,4.28741685010516e-06,1.3222470461542e-07,0.0111458630815724,0.00289752855467883,5.73653518992063e-05,0.00136929453452282,0.0001474237118915,1.34080053288008e-05,0.0038927184733857,3.46881292581651e-06,0.0404028606904858,4.86091189980822e-07,0.00314821722810592,0,0.00206665251993586,0.00947750530412852,0,0.00013672217810163,7.68255455758207e-05,0.000140061023289496,0.00455492410291737,5.28043569593395e-05,0.000500431937189098,0,0,0.0385561276182863,0.00032860828824644,0.00314794471838826,0.0292497237180312,0.00270023120876,1.49510691675066e-08,0.0021057335681584
"C",0.000350892850932728,0.0051856787654343,0.5384131607269,0.000393790266056529,0.00123880335809931,0.000136197281219203,7.15834194205253e-08,0.000432174001817054,2.28042112383738e-05,0.000360541740361183,1.31214503050665e-05,0.00222272185780716,0.000628919684137708,0.0100253174476125,0,2.54509728920486e-05,0,1.42861526859317e-07,0.0699183008517203,4.00463453391188e-05,5.07089168268869e-06,2.00298485417021e-06,5.63967756612411e-09,3.88980713080212e-07,0.000160194186259493,1.07541387154455e-05,1.13636881704801e-08,0,0.0344445312343135,0,0.0230416696495334,0.000312021666372546,0.00155594470199391,0.095270607474935,5.52020519252984e-05,0.000971139428573643,0.000210342091405588,0.00114299820963694,0.00154341684428274,0,0,0,0,0,3.78257198358686e-06,1.29663512113511e-07,0.00819172112746084,0.0261873594343402,9.03485297938682e-05,0.00224402453492972,0.000151170389848702,1.99322444980209e-05,0.00336404090071988,4.5921361815458e-06,0.0414031477935544,2.7704225530612e-07,0.00196624865401037,0,0.00172832609009818,0.00212559819126219,0,9.94670643613404e-05,7.43379449902085e-05,0.00107665357391642,0.0121568146198826,3.51464098313628e-05,0.00136066754869444,0,0,0.0203517593798814,0.000359987840682706,0.0370885899992839,0.0281508353821422,0.0197442827520689,4.03851486218141e-08,0.0038862799992846
"WFC",0.0001490596592668,0.00770756207278632,0.00190008897084115,0.551385933671253,0.000224169226454144,0.000128628946342465,2.51771707444968e-08,0.000772449477510519,5.44328985672447e-06,0.000331485391267476,1.23595968457225e-05,0.000784566738803359,0.000459419942009714,0.00943456999776104,0,7.11330310382322e-06,0,1.74573434807028e-07,0.0773244288406541,1.44535890056889e-05,3.40859454992782e-07,8.31925472338683e-07,4.99837761096638e-10,2.02039147307042e-07,0.000109022425881621,5.06594324564123e-06,4.25322551062192e-09,0,0.0238286685323471,0,0.0210290085561862,0.000242322184959373,0.000791615859260715,0.142967940475185,1.58576145220128e-05,0.00247086650307155,0.00023170076270199,0.00171994069511844,0.00245699583030272,0,0,0,0,0,5.75169244557507e-06,1.64034831043387e-07,0.00720591360503888,0.00245769331288533,0.00026761459675821,0.00808593799465726,6.5955407461452e-05,4.66523948565325e-06,0.00494200220088807,2.10037839309675e-06,0.0529645639621351,5.27164924684332e-07,0.00201828469124619,0,0.0217661466394343,0.00237907932342154,0,3.42046400622874e-05,9.49815994970708e-05,0.000100112173701992,0.00375782803917355,4.11767656437743e-05,0.000207352341804378,0,0,0.0088392662026711,0.000140248336978052,0.00405013765959127,0.0290934503360586,0.0018800950960211,6.00644575448856e-09,0.00308242313405663
"GS",0.000351975626683664,0.00303413885796353,0.00304189883856323,0.000425558855017116,0.594956553150083,0.000188978736384847,5.96409882310164e-08,0.000414239599467366,1.70846965101178e-05,0.000302634808914352,1.76635186856927e-05,0.000883335609683308,0.000603165510676593,0.0134326058060056,0,1.88591532627434e-05,0,3.08022699295357e-07,0.0762549381043032,3.38775264750651e-05,2.33558596840755e-06,1.28745320767299e-06,2.61776315284209e-09,5.02403354435772e-06,5.84730910517424e-05,7.09939697012939e-06,4.34689695460354e-08,0,0.0127016362234649,0,0.0227792270222913,0.000335649656281486,0.00165348822927713,0.0539553634845478,3.88521031010665e-05,0.000481988396579365,0.00022971309056334,0.00108690865717083,0.00182865416849712,0,0,0,0,0,1.43559735010857e-05,1.18191768043582e-07,0.0268309375647702,0.00646820172083091,0.000830434063725798,0.00961740491894757,0.00558758627472913,1.67441622973235e-05,0.0121796255190219,4.68156477786155e-06,0.0603753082731893,1.08286995461667e-07,0.00147731579685727,0,0.00146531702758954,0.00247226625927303,0,5.16959332069314e-05,6.81207917068261e-05,0.000214725627243988,0.00701830368135226,7.39865987472305e-05,0.00130762115666842,0,0,0.0179000654379474,0.000202461267062813,0.0165023493161232,0.031436609035001,0.00394183349739253,3.89785086988646e-08,0.00479816033914802
"MS",0.000403535563886659,0.00724462196856318,0.00599583003327264,0.000953321297514197,0.000371121256650857,0.525680982123278,7.62081794205086e-08,0.00527494741404745,1.07123841252163e-05,0.000322691503230643,1.54226359724316e-05,0.000636802489443079,0.000717207752532791,0.0118107499073099,0,2.24915161167527e-05,0,3.94999628534481e-07,0.0748262947931391,4.22599148517187e-05,5.21903595442163e-07,2.98111116769379e-06,4.75497779029336e-10,1.10769291401693e-06,7.02884501544195e-05,9.62979775405811e-06,3.53384852800739e-08,0,0.0104663017255098,0,0.0156868908101293,0.000273622463479351,0.00234488711799621,0.126392563080905,6.29393590631389e-05,0.00938289119133259,0.000223919770948432,0.0020424843408712,0.00237355680693831,0,0,0,0,0,2.07913536326879e-05,1.97988928019159e-07,0.0176907204587477,0.0034831787262242,0.000419260983826786,0.00355301756108589,0.00101612920950831,1.38959957666856e-05,0.00457918981632618,6.12078848646344e-06,0.0754384363287219,1.96937619555801e-06,0.0060894829876639,0,0.00132044079472554,0.00487159221724437,0,5.16977355000368e-05,0.000114710583515761,0.000131970239534463,0.00988556020723923,9.31850905245662e-05,0.0011960913475352,0,0,0.0183077664507513,0.000342416581758846,0.00278391014377544,0.0383674453829517,0.00258047169380067,3.57917212475754e-08,0.00397622896582231
"BK",0.00022275310371679,0.0108532170675864,0.0163468058486968,0.000315003794594752,0.000187847675098404,5.28282210558277e-05,0.525209791306802,0.000381914649270324,2.36008130386627e-06,0.000146706747191667,5.16377306786242e-06,0.00145094151353725,0.000124749721604195,0.00397918300094545,0,3.61701174053665e-05,0,3.71009993777427e-07,0.0531278645067006,3.9056030647045e-05,8.91494049485683e-07,5.53310906436183e-07,4.8300623545131e-10,2.87244884984783e-05,0.00025317031464195,1.5959023866205e-05,2.14842509598689e-07,0,0.0511656463447028,0,0.0045893460152572,5.56472605871065e-05,0.00147773718331534,0.198894750085789,3.36659458655246e-05,0.00190009559560098,0.000158407691363038,0.00138701962380528,0.00236439452119414,0,0,0,0,0,6.53622619938831e-06,1.26875188278395e-07,0.00844666775349506,0.0039327114309039,7.88031281113781e-05,0.00219959703217463,0.000231630935126334,3.67500927405023e-05,0.00584418729945429,4.9189891819804e-06,0.0306853291186238,5.14440633396523e-07,0.00457436418593182,0,0.000477587136974464,0.000692870260453526,0,0.000107798017588347,7.30480145176641e-05,0.000136970956337827,0.0181444488175264,8.75146626669428e-05,0.000189072897932222,0,0,0.0139329161531388,0.000139484247387848,0.00103315208044724,0.0304836680950532,0.00253828635370284,5.46120882213339e-09,0.00111208694312185
"USB",0.000366291751367987,0.0101789396309198,0.00886356584492705,0.000163080685585349,0.00040077367420686,6.33569805905566e-05,5.10912769035299e-08,0.5767125694007,2.9823774288903e-05,0.000421281688146266,6.06412083607435e-06,0.00117746563921668,0.00124559023994368,0.00481970817697314,0,9.7977107837464e-06,0,1.31890541720781e-06,0.0628272193503234,2.83974857319124e-05,4.62189192664615e-07,6.24398614084083e-06,2.49352997602622e-09,1.20730522189677e-06,8.28979147397613e-05,5.2983300018677e-06,4.57374785702722e-08,0,0.017123287485332,0,0.00502485454519668,0.000311247475766342,0.00107177224321635,0.18457193848252,1.45155709400449e-05,0.00156487389836049,0.000183033842644272,0.00115020794230086,0.00237684915313806,0,0,0,0,0,6.98093814253313e-06,1.22516104707729e-07,0.00195377789160945,0.00238591592890976,5.46484493339931e-05,0.00152374542055738,0.000102542811915347,1.13172943253077e-05,0.00607818210235841,2.95721956725607e-06,0.0198151167846415,4.04389555986955e-07,0.00280914624789828,0,0.000482813588697748,0.0205087690775535,0,3.07675952185648e-05,7.08825683100979e-05,0.000784766847086457,0.00422134549630509,0.000313247048226532,0.000555225100959619,0,0,0.0146072637180782,0.000932144404107905,0.00468187131992973,0.0208695177640128,0.0149668339437603,1.65973499076216e-08,0.0014256421885272
"PNC",0.000470199546311547,0.00667555442574795,0.00163101098598843,0.000297295303414121,0.000733306698176271,0.000558014153508386,4.18280224261625e-08,0.0016034186772601,0.617133056975241,0.000257035721759658,1.25930943156321e-05,0.00130945358183202,0.000469141330559881,0.0095932998092026,0,7.58171215335621e-06,0,1.15587072728708e-07,0.0687981669569457,2.38294032175931e-05,6.57414968877217e-07,9.30430704202265e-07,9.43425951142303e-10,2.88811968331636e-07,9.11375071329363e-05,4.20802805382811e-06,6.05650836950518e-09,0,0.0198563422336383,0,0.01122114362315,0.000186476361929031,0.00079878161081191,0.127784174559735,1.24987878000381e-05,0.00128398373723798,0.00020516725434995,0.00125476080348318,0.00319216572094046,0,0,0,0,0,5.48528884749227e-06,1.3360936957509e-07,0.0048248838177238,0.00254695513201286,4.38050186080541e-05,0.0012428483558644,8.62606844900479e-05,1.1354943407203e-05,0.00475600809469911,2.36738433789082e-06,0.0308588639266629,3.13254895463136e-07,0.00122301605581805,0,0.000405156169867798,0.00255871880401195,0,4.40441336509669e-05,7.7016958034659e-05,0.000658213447822064,0.00317165685177195,2.80125249671284e-05,0.000196012823963137,0,0,0.0236202999759728,0.000191778494554602,0.00677670003558235,0.0270002861698099,0.0123848581345198,5.50891257747697e-09,0.00181910472325356
"COF",0.000387429245450022,0.00596481293884394,0.00400432476491754,0.00048254253330452,0.00134263222911914,0.000173551336023696,5.19582228571586e-08,0.0379142744603354,0.000194112656508391,0.392786924593838,1.65932259917074e-05,0.0012004946004274,0.00157940594241981,0.0126732331847551,0,1.89152339198886e-05,0,9.21486440660083e-08,0.0807367400364466,3.0218548462775e-05,5.36874831851756e-06,3.96997115955933e-06,6.29857578827973e-09,7.89935698419609e-07,3.51297253019636e-05,6.50398124610653e-06,2.97768630354585e-08,0,0.00304228705746767,0,0.0235861404776423,0.000472788736942263,0.00204360389805676,0.10780284854297,4.78791250514744e-05,0.000979988998012784,0.000240488857731364,0.00133952278784409,0.00215882569801305,0,0,0,0,0,4.7255110771773e-06,1.43288788251331e-07,0.0832578660084224,0.0254930045888505,0.000119959641057329,0.00334473792214741,0.000128663862664455,2.64283424915357e-05,0.00393749603892085,5.73528590865284e-06,0.0578259273077993,2.26587171413277e-07,0.00216770132960819,0,0.00117177417959598,0.018624152656958,0,5.60209141003461e-05,8.2880672521336e-05,0.000635569327542747,0.00552150507396863,2.34236279875454e-05,0.0102051847175932,0,0,0.0141359073184664,0.000596608437062153,0.0426263569148691,0.0298602940237278,0.0109451594559591,3.08425198311834e-07,0.00792971628501557
