"","tables.JPM","tables.BAC","tables.C","tables.WFC","tables.GS","tables.MS","tables.BK","tables.USB","tables.PNC","tables.COF","tables.STT","tables.AXP","tables.FITB","tables.RF","tables.X8306.T","tables.X8411.T","tables.X8316.T","tables.X8308.T","tables.X8604.T","tables.X8309.T","tables.X8331.T","tables.X8377.T","tables.X8355.T","tables.X8418.T","tables.TD.TO","tables.RY.TO","tables.BNS.TO","tables.BMO.TO","tables.CM.TO","tables.NA.TO","tables.UCG.MI","tables.ISP.MI","tables.UNI.MI","tables.MB.MI","tables.NAB.AX","tables.CBA.AX","tables.ANZ.AX","tables.WBC.AX","tables.MQG.AX","tables.X600036.SS","tables.X600000.SS","tables.X600016.SS","tables.X600015.SS","tables.HSBA.L","tables.BARC.L","tables.LLOY.L","tables.STAN.L","tables.SAN.MC","tables.BBVA.MC","tables.SAB.MC","tables.SHB.A.ST","tables.SEB.A.ST","tables.SWED.A.ST","tables.BNP.PA","tables.ACA.PA","tables.X055550.KS","tables.X024110.KS","tables.UBSG.SW","tables.CSGN.SW","tables.KBC.BR","tables.ITUB4.SA","tables.BBDC4.SA","tables.DBK.DE","tables.CBK.DE","tables.BIRG.IR","tables.SBIN.NS","tables.BANKBARODA.NS","tables.D05.SI","tables.U11.SI","tables.EBS.VI","tables.DANSKE.CO","tables.INGA.AS","tables.DNB.OL","tables.SBER.ME","tables.ISCTR.IS","tables.SBK.JO"
"JPM",0.978751046835188,0,0,0,0,0,0,7.8002675918305e-05,0,4.07342670735937e-16,0,0,2.41920257074535e-10,0,0,0,0,0,3.64081082456245e-06,0,0,0,0,0,0,0,0,0,0.00251355919773708,0,0.00218872778950726,0.00479789075218944,0,0.0116401059783323,0,0,2.9171844483792e-20,0,3.21361143018197e-13,0,0,0,0,0,0,0,0,0,0,2.70136687251843e-05,0,0,3.69743083015926e-21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.20493239674925e-08,0,1.13823892118898e-14,0,0,0,0
"BAC",0,0.964675276998433,0,0,0,0,0,0,0,3.98982402002051e-16,0,0,2.36955105367221e-10,0,0,0,0,0,3.56608711894303e-06,0,0,0,0,0,0,0,0,0,0.0110127326960721,0,1.3956512906599e-10,0.0129072066507899,0,0.0114012053887151,0,0,2.85731392241792e-20,0,3.14765553485961e-13,0,0,0,0,0,0,0,0,0,0,0,0,0,3.62154700024576e-21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.18020246210358e-08,0,1.11499978150475e-14,0,0,0,0
"C",0,0,0.954790014241776,0,0,0,0,0,0,3.5318331639708e-16,0,0,2.09755089958355e-10,0,0,0,0,0,3.15673689860324e-06,0,0,0,0,0,0,0,0,0,0.00573714059348897,0,1.23544486022926e-10,0.0293772136833403,0,0.010092463963634,0,0,2.52932359449277e-20,0,2.78633696810508e-13,0,0,0,0,0,0,0,0,0,0,0,0,0,3.20583055450017e-21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.04472732598001e-08,0,9.87009245014074e-15,0,0,0,0
"WFC",0,0,0,0.967088881212013,0,0,0,0,0,9.31205183834868e-16,0.00173981817641392,0,5.53041492112583e-10,0,0,-0.00283568611306672,0,0,8.32307089644598e-06,-0.00114498190546666,0,-0.00267558584344906,0,0,0,0,0,0,6.3886408483099e-05,0,0.00053365346704402,0.00355294994417037,0,0.0266098492806164,0,0,6.66881629158647e-20,0,7.34647224249691e-13,0,0,0,0,0,0,0,0,0,0,0.000395540275267504,0,0,8.45249499766116e-21,0,0,0,0,0,0,0,0,0,0,0,0,0,7.07006595063981e-06,0,0,2.75453415373846e-08,0,2.60135905197449e-14,0,0,0,0
"GS",0,0,0,0,0.983489383842043,0,0,0,0,1.29628434493874e-16,6.09526967344199e-05,0,7.69861528702543e-11,0,0,0,0,0,1.15861326412895e-06,0,0,0,0,0,0,0,0,0,1.4845328896572e-06,0,0.00576213557671485,0.00116998543972884,0,0.00370422464486031,0,0,9.28322602711868e-21,0,1.0226657967901e-13,0,0,0,0,0,0,0,0,0,0,0.002768188784599,0,0,1.54227350598558e-06,0,0,0,0,0,0,0,0,0,0,0.00300106861770973,0,0,2.47692311543693e-07,0,0,3.8344498644394e-09,0,3.96233740999319e-05,0,0,0,0
"MS",0,0,0,0,0,0.964494023346565,0,0,0,2.44272568969389e-16,0,0,1.45073146767514e-10,-0.00116166241843113,0,0,0,-9.79969545059989e-07,2.18329746133333e-06,0,0,0,0,0,0,0,0,0,0.00974810019965653,0,0.00429399342268659,0.0144814302571841,0,0.00698026210551433,0,0,1.74935889810632e-20,0,1.9271173443574e-13,0,0,0,0,0,0,0,0,0,0,0,0,0,2.21725216122877e-21,0,0,-8.78709521429022e-07,-4.70305656341313e-05,0,0,0,0,0,0,0,0,0,0,0,0,7.2256592545154e-09,0,6.82646303673605e-15,0,0,0,0
"BK",0,0,0,0,0,0,0.977524080175431,0,0,4.49459965628606e-16,0,0,2.66933660619769e-10,0,0,0,0,0,4.01725334114549e-06,0,0,0,0,0,0,0,0,0,0.00719854880311049,0,1.57222320189545e-10,0.00242970249464869,0,0.0128436375537786,0,0,3.21880916503194e-20,0,3.54588356718304e-13,0,0,0,0,0,0,0,0,0,0,0,0,0,4.07972977156131e-21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.32951667360593e-08,0,1.2560648272874e-14,0,0,0,0
"USB",-7.8002675918305e-05,0,0,0,0,0,0,0.976770808287772,0,6.49143210121544e-16,0,0,3.85525265060858e-10,0,0,0,0,0,5.80201333747826e-06,0,0,0,0,0,0,0,0,0,1.95864145338669e-18,0,0.00042084338753233,0.00425279882216125,0,0.0185497279012813,0,0,4.64884141514953e-20,0,5.1212263710867e-13,0,0,0,0,0,0,0,0,0,0,0,0,0,5.89224640301547e-21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.92018596232744e-08,0,1.81410139464949e-14,0,0,0,0
"PNC",0,0,0,0,0,0,0,0,0.957025172111793,6.83065938984921e-16,0,0,4.05671928190207e-10,0,0,0,0,0,6.10521320215446e-06,0,0,0,0,0,0,0,0,0,0.00401890790183404,0,2.38938328765326e-10,0.0194306999303178,0,0.019519093992379,0,0,4.8917791688096e-20,0,5.3888498756029e-13,0,0,0,0,0,0,0,0,0,0,0,0,0,6.20016163980876e-21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.02053046172779e-08,0,1.90890215787546e-14,0,0,0,0
"COF",-4.07342670735937e-16,-3.98982402002051e-16,-3.5318331639708e-16,-9.31205183834868e-16,-1.29628434493874e-16,-2.44272568969389e-16,-4.49459965628606e-16,-6.49143210121544e-16,-6.83065938984921e-16,0.949226474751331,-3.95274317526889e-16,-5.21686612497456e-16,-1.59653799311036e-06,-4.60851277533316e-06,-5.49946651071791e-08,-1.0947894911051e-10,-4.27341769837701e-08,-0.0009988818682311,7.44127784819013e-06,-2.36478320836511e-09,-3.08211619778834e-08,-4.65955958977698e-11,0,-3.40849608584821e-08,-1.48277205362168e-16,-3.40251693509521e-17,-6.42952613883095e-17,-4.25494341732175e-16,0.00286409550654231,-6.02140609682298e-16,0.00015980011448413,0.000786380861210906,-2.99460070982224e-20,0.0237910083293937,-3.77203634473296e-16,-1.99349249837736e-16,6.79793934957301e-05,-1.47261205115853e-16,-0.00125877743013375,0,0,0,0,0,-7.1237224271759e-05,0,0,0,-4.09739011534398e-17,-5.16505277772536e-17,-3.49798926596708e-25,0,8.61615402713788e-06,-9.76422718855771e-17,0,-0.0205919417087461,-7.98482233955142e-05,0,-4.39088606098464e-18,0,-0.000434364791213953,-1.2965434724131e-15,0,0,-0.000162450326079227,-2.52531422402343e-09,-7.22853646071032e-17,-0.00347061054029137,-1.24875009036975e-06,2.46274017961785e-08,0,0.0230881783776148,0,0,0,0
