Date,JPM,BAC,C,WFC,GS,MS,BK,USB,PNC,COF,STT,AXP,FITB,RF,8306.T,8411.T,8316.T,8308.T,8604.T,8309.T,8331.T,8377.T,8355.T,8418.T,TD.TO,RY.TO,BNS.TO,BMO.TO,CM.TO,NA.TO,UCG.MI,ISP.MI,UNI.MI,MB.MI,NAB.AX,CBA.AX,ANZ.AX,WBC.AX,MQG.AX,600036.SS,600000.SS,600016.SS,600015.SS,HSBA.L,BARC.L,LLOY.L,STAN.L,SAN.MC,BBVA.MC,SAB.MC,SHB-A.ST,SEB-A.ST,SWED-A.ST,BNP.PA,ACA.PA,055550.KS,024110.KS,UBSG.SW,CSGN.SW,KBC.BR,ITUB4.SA,BBDC4.SA,DBK.DE,CBK.DE,BIRG.IR,SBIN.NS,BANKBARODA.NS,D05.SI,U11.SI,EBS.VI,DANSKE.CO,INGA.AS,DNB.OL,SBER.ME,ISCTR.IS,SBK.JO
2012-01-03,0.0007328919294747193,0.0007833106857847813,0.0004091962011466834,0.00016846483513924233,0.0004902331425538829,0.000753578994800156,0.00039802740401595976,0.0003845601632162135,0.000570249461699026,0.000502286294426161,0.0003136028163493244,0.00044066821838675184,0.0004666630903973522,0.0007178811410479846,0.00034376241306711177,0.00017182332253374617,0.00039703500733814697,0.00019655781955062713,0.0005520685787676659,0.00035473708782192946,0.00016159364059534036,-0.00010566367850860583,9.706897674022813e-05,-2.0038924952937786e-05,0.0003630036065237444,0.0003796428041844598,0.00026562240599992896,0.0003594293880744865,0.0003299863667557785,0.0004508522376730536,-0.024962632355297387,0.0030027423891752503,0.029498673531641817,0.0035180893208650588,0.00024027371030950988,0.0003940233024275703,0.00025353203336435934,0.00016911057420754966,0.0009396941879030066,0.000863927453609028,0.0005090221018138352,0.0003760603835775252,0.0003559570206825335,0.00013269234765069866,0.00013311205168654335,0.00035128158688411124,-0.0002198911192832403,0.009341958598180877,0.005869334042887253,0.0,0.020962849185102606,0.027287389551575725,0.02583572669341816,0.0014370406308623629,0.0,0.043243284769220125,-0.016260445373436738,0.0003025647602563347,-1.2428718025502855e-05,0.007889695015676601,0.02466837894916374,0.022043212473087603,0.010651376538847401,0.001485955564857644,0.00022703936077714967,0.04680893749119175,0.04684980484163592,0.0005588662000881515,0.0003694671742475031,0.00035881518468987696,0.01560508469739208,0.01270814630781647,-0.011945460348100845,0.0007775346215839675,0.06097664289793059,0.016670567470917774
2012-01-04,0.006314771188467461,0.0017221297681335734,-0.005663691320391351,0.004562192628611239,-0.006523103255166696,-0.00874436885996177,0.003407213899366379,-0.00036273373033157696,0.0032133212224820795,0.016997457461302545,-0.012512365821217841,0.0006221260208065793,0.0007641898344545872,-0.0023012441576653053,0.00034376241306711177,0.00017182332253374617,0.00039703500733814697,0.00019655781955062713,0.0005520685787676659,0.00035473708782192946,0.00016159364059534036,-0.00010566367850860583,9.706897674022813e-05,-2.0038924952937786e-05,0.0002608602541518401,0.0032159341437192346,0.0028967029274706846,0.006813814211623637,0.0014641455780788348,0.000684934960307082,-0.15612420003187522,-0.038980141385807854,-0.014066136974471455,-0.03030540145079641,0.018346345312602708,0.007629483554324246,0.016307468733308017,0.016233086896356497,0.023073779433447683,0.000863927453609028,0.0005090221018138352,0.0003760603835775252,0.0003559570206825335,-0.009752385910159589,0.010939417525806405,-0.01659409373744003,-0.008286346495639307,-0.039285665328437025,-0.029848357909975753,-0.02452300696305948,-0.0053343562110534926,-0.02244601911459787,-0.0010632165635664492,-0.022102913125061185,-0.030460647787411643,-0.019536639014113177,-0.06344625284010874,0.0034634322093349823,-0.002191899533457775,-0.019441261300964463,0.0011450727677435601,0.0015923431401168031,-0.034993367728142655,-0.05101990962861214,-0.0238107539375626,-0.005644380201339061,0.0011418738308961451,0.013582403249067898,0.01087312328868073,0.00035881518468987696,-0.02747068250531104,-0.014286206152982928,-0.013829191588996537,0.0007775346215839675,-0.04611733899924575,0.005858529188925488
2012-01-05,0.020671759949461688,0.08255548176499539,0.01199750684997447,0.01597785125328599,-0.001690016971637398,0.021105740287068908,0.008226433117627607,0.014761958420266286,0.009913839567829097,0.01516522854002833,0.011076220123893421,0.011541762963070301,0.02861671921545117,0.04063792886949358,-0.011904534681237422,-0.00930204540924695,-0.00676778863316585,-0.011594025521983298,-0.01619471196965705,-0.012903298715700728,-0.017910835201618625,-0.026145248566979085,-0.00982812848968706,-0.009440599444696218,0.0006525161401120805,-0.011587048312287518,-0.0040581592511483855,0.0006967132017980937,0.00026574976271476203,-0.0061841627897889495,-0.18955222737702027,-0.0760889299969903,-0.04023184819089076,-0.06496087694819797,-0.019612402604421764,-0.006823296832394021,-0.013410251088671554,-0.009315369093573445,0.0,0.02035450713820275,0.02813742541122166,0.018597490789528104,0.019590854798247737,-0.004811248840428384,-0.02526643658618344,-0.009254877931319072,-0.004864126002910751,-0.04612660086681575,-0.05165812410044279,-0.05894401650174219,-0.006975626710268301,-0.009950175861520805,0.0,-0.05533681787997402,-0.05349799819948031,-0.008668714086061513,-0.013186968881537808,-0.03339519356412346,-0.04485020079206681,-0.08733945455987513,-0.007467574386837761,-0.006383697589345427,-0.05766523272696311,-0.045553296074357874,0.0,-0.002124821645077546,-0.009243210622646991,-0.005071822142590499,-0.005741649643887126,0.00035881518468987696,-0.0053192922660683095,-0.03554246895569002,0.006938488932255904,0.0007775346215839675,-0.008889134689077816,-0.01095085007350427
2012-01-06,-0.009009538464570088,-0.02081743096084132,0.0014020129738678833,-0.002760483827864757,-0.01234066142563428,-0.0236185396285995,-0.014563477521831736,-0.008254312247871987,0.0016703297775531034,-0.00044269882168457286,0.0,-0.010919763463570487,0.001483304162965382,-0.024637646469949148,-0.002998597263347058,0.00930204540924695,-0.009551784971631783,0.0,0.0,-0.013072164550836263,-0.010090927885084255,0.0,-0.004950253501168511,-0.008163154554722496,-0.0023508023546598977,-0.005556060343288927,-0.004075136009409341,0.009007367480557082,-0.007340344507540397,-0.004282515103938511,-0.11784050563833182,-0.044720055024725314,0.006356736526696105,-0.008729661200454819,-0.01400322781963581,-0.0028246651723704552,-0.014081288711420559,-0.013889019984500983,-0.01229396407441996,0.006696849588240905,0.006912816264692312,0.010000856804761815,0.00352153937899935,0.0012049329511665263,0.014861428001166743,0.028434307063980757,-0.00980016108874704,-0.014390918028781119,-0.011333761033285539,-0.01251207856801323,0.01872661927203399,0.0071277984502909125,-0.008668893966640388,-0.01897187475234885,0.012917201406720924,-0.013776144603394158,0.0,-0.00897648854984201,-0.01851884990670305,0.032370497086541716,0.007467574386837761,0.012412494934815221,-0.03511410687947025,0.0016339739316810764,-0.012121176794703925,-0.011708333739261612,0.010953446917565834,0.005071822142590499,-0.014175580772834984,0.00035881518468987696,-0.01139791452060912,-0.008215386613571019,-0.0034631138564238384,0.0007775346215839675,-0.018018512252827912,0.007876781159644963
2012-01-09,-0.001697914036991932,0.014457878639909438,0.01839368651279072,0.01236316829786066,0.013502950649187717,0.01869225352976489,0.020808607384208866,0.01750373754933987,0.008145538962851973,0.023849947246856296,0.00023938881842200388,0.0024825549658298307,-0.005202238430712658,0.026847622395539394,0.004484319609862493,0.00917469072510953,0.010179075773437699,0.0,0.02778498499546838,0.0,0.00016159364059534036,0.004040368399018176,0.0065790112046779465,0.0012390269868658048,0.0037847820306051716,0.0036436977839460205,0.005429793644760927,-0.0008626574500634199,0.004544223298313721,-0.00124716284178783,-0.13738738224898395,-0.03217311655689831,-0.15382079744808252,-0.07115203955683924,-0.0012810213079808008,-0.0022241569267444916,0.00439149893234525,-0.0014995589289066302,-0.01915221423782576,0.03201170381510643,0.02718158521280789,0.024571903415553598,0.02687661723117163,-0.013743266086498451,-0.04554895039167306,-0.034524900454889096,-0.016677865051119234,-0.0009173672829738688,-0.027506520706841453,-0.0048257093652675775,0.01872661927203399,0.0071277984502909125,-0.008668893966640388,-0.019876599537397066,-0.021046926924546794,-0.016529315201413652,-0.008888958700257632,-0.035799876454406965,-0.019342018857182453,-0.02681149996935761,0.006281950717887952,0.0025325621091893957,-0.023801829870625735,-0.03912271918231047,0.0,-0.021450787154594586,-0.009155355857267011,-0.008467588525378655,-0.01635621188664471,0.00035881518468987696,0.0047089712404799755,0.0063954565172468225,-0.0026053040773641456,0.0007775346215839675,-0.030771670479515456,-0.0068763134602320974
2012-01-10,0.02102350449593926,0.055828713030239285,0.031146776406364207,0.003747127143896023,0.03772047210618634,0.04171047488870405,0.019916037665517194,0.0007079077820728585,0.019186001587629953,0.030450797696739862,0.03296783344262755,0.005769820734606856,0.031538997908266087,0.03684000904202511,0.004484319609862493,0.00917469072510953,0.010179075773437699,0.0,0.02778498499546838,0.0,0.00016159364059534036,0.004040368399018176,0.0065790112046779465,0.0012390269868658048,0.000911860620324223,0.00363068965100366,0.0030894199935591615,0.005164661185299568,-0.0008001650815376848,-0.0024981734339699635,0.058613516956030676,0.06419689053722633,-0.07428528666239131,0.03948202981603144,0.005544256885375631,0.007662122865473631,0.010171634049674694,0.010451393610866333,-0.0016855730761302645,0.014437130374393536,0.013319394518941374,0.008057805653061578,0.008517993374419275,0.0267056490345432,0.05568961498625047,0.041875363676047606,0.024733993607060967,0.052761523855823,0.05309587864070875,0.0,0.021472587160200174,0.015430909152573058,0.02655480842593505,0.05881996728250538,0.018137999658442983,0.0102041695955144,0.026433290328514047,0.034897834568756725,0.02493574898395856,0.010811099961304693,0.013008038007623401,0.002207258910243315,0.041423038456240846,0.04725296121527611,0.024097188478451992,0.03913845887602463,0.026308912143790053,0.010152657407099142,0.015707207256526523,0.00035881518468987696,0.019276207733033512,0.0526860027559779,0.052509784536022064,0.0007775346215839675,0.018576392747557513,0.004987680035720032
2012-01-11,0.01677968875103364,0.03555924229334284,0.04146188864806444,0.0071151734521675,0.014438259576579071,0.012356943452989544,0.009345255838318245,0.005294089701030291,0.001298418825875114,0.0006283032451239734,-0.002783352799950567,0.005736464129592722,-0.007246651732049525,0.021053447666478542,0.011976004226455395,0.009132488350515722,0.01853174625189169,0.0,0.03137524471748865,-0.008733397522294517,0.0060544793249510676,0.006557277428117736,0.0,0.004057014192077268,0.002209999681092256,0.0034269985461254926,-0.004637745855640585,0.0005150020889788109,-0.004414106153112662,0.005128848120052876,0.05380792427206993,0.015216011350874192,0.043802216386252146,-0.002516909942697154,0.0029747399593742507,0.003209747614373093,0.015778439881910966,0.021064094732417438,-0.00421720006713544,-0.005591697389804917,-0.007747575591936728,-0.009678590164687861,-0.01194622050594596,-0.0021817274586393154,0.010568544053339402,0.031004445423820748,0.00035188411183462165,-0.003315450862081404,-0.00015954772768633774,-0.0029870382874299106,0.014759788694010734,-0.014428390327954066,0.007831066430907807,0.013929904887407307,0.007984179589028528,-0.01921896732749495,0.008658073447596948,0.0036035681611512604,-0.0018594691646312,0.031332047795349816,0.001405756453037199,0.0006307978883799414,0.016597668778627117,0.049753505944697185,0.011834742253814534,0.01420039287328212,0.008363516291834294,0.021649814640012366,0.022472844182870766,0.00035881518468987696,-0.012587264452904368,0.031970056546973824,-0.011618220043762673,-0.022836812330932155,0.018237594465079554,-0.0005972787903001375
2012-01-12,0.005169780091837772,-0.011712922571960993,0.010498118328626127,-0.00033795643809408915,0.014430180521442182,0.0040851419676846135,0.012020804731392776,0.011548491226601953,0.012804966515944649,0.014359209419338992,0.012923618157529404,0.014199421113029853,0.005801554096525052,-0.02318313994871546,-0.008968639219724572,-0.018349381450219582,0.0013425240960200924,0.0,-0.035367328399258824,-0.008810793957271912,-0.0060544793249510676,-0.019802626890579766,-0.012453238556243917,-0.012220168746799764,0.009050063463593272,0.003036657059343195,0.010979660271228653,0.006670770405407644,0.007345416928885129,0.0070260521210068205,0.12686547151080196,0.03947827551533162,-0.04430019917996497,0.07755821987742917,-0.00042343071059924853,-0.0006019277995257255,0.0009483898066560137,-0.000971393146898869,-0.002962532972312637,0.01035247765397429,0.009948856278661822,0.009678590164687861,0.008547352942898545,-0.00797441166719981,0.0164125029445783,0.0341974228763835,0.009718731186610263,-0.007015793590576358,0.007451688895548925,0.006696288084281715,0.015061995725827781,0.030354119560709325,0.007770047479145781,0.03311236542195228,0.017674438780259427,0.01921896732749495,0.0,0.02399056278744771,0.00926774590601065,0.05514156955319183,0.0022397993669920346,0.00031086699031712683,0.020198922929152374,0.05617363696771305,0.0,0.02145395803653205,0.010769029707208055,0.021190318209366232,0.01574821657320813,0.00035881518468987696,0.0013324211567349309,0.036481021040621675,0.022287364311284197,-0.006503166557771944,0.020865330208784116,0.0055599811286715095
2012-01-13,-0.025561779010498942,-0.026867407703739188,-0.027592667823243655,0.0,-0.022481929823923608,-0.031955556360915516,-0.014348633686561918,0.010039950298677436,-0.005814937931370778,0.010073303713039383,-0.015482528591888034,0.0022128849332498923,0.014357760993904733,0.02109760380023773,0.002998597263347058,0.00921689309970386,0.0031257201906429444,-0.005848033169452371,0.011928756621827574,-0.008888658338363165,-0.00813016144108758,0.0,-0.006285539394045969,-0.0013670282158981806,0.0006431360148795306,-0.012969999254713649,-0.002493571285875351,-0.007014387667515276,-0.006943548797732735,0.001372178968118476,0.004806398321835825,0.0,-0.024182315064204873,0.03663412672622912,0.010134554069059831,0.0032019190380969675,0.004728272536012934,0.003393826962073909,-0.005101504875284046,-0.01035247765397429,-0.005514781140398828,0.0,-0.01543690705470624,0.010156139125839125,0.039280465130964615,0.01193540116236047,0.013049231401694783,0.012070969403667364,0.010683402377850593,-0.021358787682637104,-0.005686803346439895,-0.018398585389770794,-0.02666829952785399,0.024842122439469705,-0.003795845752666116,0.006325145605899252,0.008583652522398566,-0.0008784056744453039,-0.006479872060098479,-0.008915501807595483,-0.006462293915481254,-0.018093980832945,0.0153131897259291,0.03365870860729858,0.057158439381581716,0.006609090167249754,-0.001649162187374209,0.04108000199531325,0.02102740420684901,0.00035881518468987696,0.012570608987560128,-0.021036189156522278,-0.03573304514803288,-0.008338363091052958,-0.01485930389868484,0.0049383442972263936
2012-01-16,0.008556736438003306,0.014169232077161299,-0.028617482719127837,0.010526638725607664,0.02632580436264822,0.02119213042040575,-0.027551869452145227,0.0008602477435137568,-0.017221731027088474,0.002346543581532254,-0.03608754641885964,0.00797468596894779,-0.010079657545214749,0.012371939149970023,-0.027315960652174454,-0.01851893850895081,-0.022088037278474637,-0.0177521398535605,-0.02805800941227865,-0.01801857557833575,-0.008196650335734468,-0.006688956646760502,-0.0075950978420129545,-0.009621980631006721,0.0005140224251349856,-0.00019183094773067566,-0.004427174480394758,0.003427994689705116,0.000535966125738252,-0.0016467262705992525,0.0041090564136228025,0.012820987888744972,-0.05287831023890466,0.01605754760757061,-0.016522218260826005,-0.011247704791673474,-0.01616780722730926,-0.015103615349734145,-0.025474323302387525,-0.008038973332387123,-0.00777314133209428,-0.008057805653061578,-0.00693925158970865,0.005926786025165498,-0.010487604321635757,-0.0011872894568480952,0.0013608323803895317,0.006425618576930248,0.006852477413876956,-0.010662791336795013,0.00825981709414636,0.000247447496987796,0.018377995900181965,0.016070226181489122,0.010401993061817105,-0.021670772419517093,-0.004282718425551835,0.01222722541409249,-0.00698687727784808,-0.00448760435061768,0.006739089201397874,0.007657708107030814,0.009285563624743531,0.009810868576274334,0.02197857634325462,0.02243654042667753,0.006649005752978887,-0.02905607666330212,-0.00984003332677208,0.00035881518468987696,0.0058997639971725135,0.030192389921264606,0.03000235918542371,0.004177947766922596,0.03529779503413355,0.009804049749646992
