"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16"
"1",1,0,0,0.228533610701561,0.0574317015707493,0.314515382051468,0,0,0.325668781995773,0,0,0,0,0,0,0
"2",0,1,0.353524684906006,0.2416001111269,0,0.14103801548481,0,0,0.0830418914556503,0.0479436367750168,0,0,0,0,0,0
"3",0,0.353524684906006,1,0.243619203567505,0.140730023384094,0,0.0235440693795681,0,0.0937846004962921,0.104502864181995,0,0,0,0,0,0
"4",0.228533610701561,0.2416001111269,0.243619203567505,1,0.0752665773034096,0,0.0887393951416016,0,0,0.033304750919342,0,0,0,0,0,0
"5",0.0574317015707493,0,0.140730023384094,0.0752665773034096,1,0,0.356911182403564,0,0,0,0,0,0,0,0,0
"6",0.314515382051468,0.14103801548481,0,0,0,1,0,0.0496809147298336,0,0,0,0,0,0,0,0
"7",0,0,0.0235440693795681,0.0887393951416016,0.356911182403564,0,1,0.188286706805229,0,0.336990624666214,0,0,0,0,0,0
"8",0,0,0,0,0,0.0496809147298336,0.188286706805229,1,0.042322151362896,0.0727964416146278,0,0,0,0,0,0
"9",0.325668781995773,0.0830418914556503,0.0937846004962921,0,0,0,0,0.042322151362896,1,0.0539303943514824,0,0,0,0,0,0
"10",0,0.0479436367750168,0.104502864181995,0.033304750919342,0,0,0.336990624666214,0.0727964416146278,0.0539303943514824,1,0,0,0,0,0,0
"11",0,0,0,0,0,0,0,0,0,0,1,0,0.221611112356186,0,0,0
"12",0,0,0,0,0,0,0,0,0,0,0,1,0.433242291212082,0,-0.164310827851295,0
"13",0,0,0,0,0,0,0,0,0,0,0.221611112356186,0.433242291212082,1,0.162283569574356,0.170795738697052,0
"14",0,0,0,0,0,0,0,0,0,0,0,0,0.162283569574356,1,0.107315920293331,0
"15",0,0,0,0,0,0,0,0,0,0,0,-0.164310827851295,0.170795738697052,0.107315920293331,1,0
"16",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
