"Source","Target","Type","Weight"
"V11","V68","Directed",0
"V11","V69","Directed",0
"V11","V70","Directed",0
"V11","V71","Directed",0
"V11","V72","Directed",0
"V11","V73","Directed",0
"V11","V74","Directed",0
"V11","V75","Directed",0
"V11","V76","Directed",0
"V11","V77","Directed",0
"V11","V78","Directed",0
"V11","V79","Directed",0
"V11","V80","Directed",0
"V11","V81","Directed",0
"V11","V82","Directed",0
"V11","V83","Directed",0
"V11","V84","Directed",0
"V11","V85","Directed",0
"V11","V86","Directed",0
"V11","V87","Directed",0
"V11","V88","Directed",0
"V11","V89","Directed",0
"V11","V90","Directed",0
"V11","V91","Directed",0
"V11","V92","Directed",0
"V11","V93","Directed",0
"V11","V94","Directed",0
"V11","V95","Directed",0
"V11","V96","Directed",0
"V11","V97","Directed",0
"V11","V98","Directed",0
"V11","V99","Directed",0
"V11","V100","Directed",0
"V11","V101","Directed",0
"V11","V102","Directed",0
"V11","V103","Directed",0
"V11","V104","Directed",0
"V11","V105","Directed",0
"V11","V106","Directed",0
"V12","V13","Directed",0
"V12","V14","Directed",0
"V12","V15","Directed",0
"V12","V16","Directed",0
"V12","V17","Directed",0.23990272
"V12","V18","Directed",0
"V12","V19","Directed",0
"V12","V20","Directed",0
"V12","V21","Directed",0
"V12","V22","Directed",0
"V12","V23","Directed",0
"V12","V24","Directed",0
"V12","V25","Directed",0
"V12","V26","Directed",0
"V12","V27","Directed",0
"V12","V28","Directed",0
"V12","V29","Directed",0
"V12","V30","Directed",0
"V12","V31","Directed",0
"V12","V32","Directed",0
"V12","V33","Directed",0
"V12","V34","Directed",0
"V12","V35","Directed",0
"V12","V36","Directed",0
"V12","V37","Directed",0
"V12","V38","Directed",0
"V12","V39","Directed",0
"V12","V40","Directed",0
"V12","V41","Directed",0
"V12","V42","Directed",0
"V12","V43","Directed",0
"V12","V44","Directed",0
"V12","V45","Directed",0
"V12","V46","Directed",0
"V12","V47","Directed",0
"V12","V48","Directed",0
"V12","V49","Directed",0
"V12","V50","Directed",0
"V12","V51","Directed",0
"V12","V52","Directed",0
"V12","V53","Directed",0
"V12","V54","Directed",0
"V12","V55","Directed",0
"V12","V56","Directed",0
"V12","V57","Directed",0
"V12","V58","Directed",0
"V12","V59","Directed",0
"V12","V60","Directed",0
"V12","V61","Directed",0
"V12","V62","Directed",0
"V12","V63","Directed",0
"V12","V64","Directed",0
"V12","V65","Directed",0
"V12","V66","Directed",0
"V12","V67","Directed",0
"V12","V68","Directed",0
"V12","V69","Directed",0
"V12","V70","Directed",0
"V12","V71","Directed",0
"V12","V72","Directed",0
"V12","V73","Directed",0
"V12","V74","Directed",0
"V12","V75","Directed",0
"V12","V76","Directed",0
"V12","V77","Directed",0
"V12","V78","Directed",0
"V12","V79","Directed",0
"V12","V80","Directed",0
"V12","V81","Directed",0
"V12","V82","Directed",0
"V12","V83","Directed",0
"V12","V84","Directed",0
"V12","V85","Directed",0
"V12","V86","Directed",0
"V12","V87","Directed",0
"V12","V88","Directed",0
"V12","V89","Directed",0
"V12","V90","Directed",0
"V12","V91","Directed",0
"V12","V92","Directed",0
"V12","V93","Directed",0
"V12","V94","Directed",0
"V12","V95","Directed",0
"V12","V96","Directed",0
"V12","V97","Directed",0
"V12","V98","Directed",0
"V12","V99","Directed",0
"V12","V100","Directed",0
"V12","V101","Directed",0
"V12","V102","Directed",0
"V12","V103","Directed",0
"V12","V104","Directed",0
"V12","V105","Directed",0
"V12","V106","Directed",0
"V13","V14","Directed",0
"V13","V15","Directed",0
"V13","V16","Directed",0
"V13","V17","Directed",0
"V13","V18","Directed",0
"V13","V19","Directed",0
"V13","V20","Directed",0
"V13","V21","Directed",0
"V13","V22","Directed",0
"V13","V23","Directed",0
"V13","V24","Directed",0
"V13","V25","Directed",0
"V13","V26","Directed",0
"V13","V27","Directed",0
"V13","V28","Directed",0
"V13","V29","Directed",0
"V13","V30","Directed",0
"V13","V31","Directed",0
"V13","V32","Directed",0
"V13","V33","Directed",0
"V13","V34","Directed",0
"V13","V35","Directed",0
"V13","V36","Directed",0
"V13","V37","Directed",0
"V13","V38","Directed",0
"V13","V39","Directed",0
"V13","V40","Directed",0
"V13","V41","Directed",0
"V13","V42","Directed",0
"V13","V43","Directed",0
"V13","V44","Directed",0
"V13","V45","Directed",0
"V13","V46","Directed",0
"V13","V47","Directed",0
"V13","V48","Directed",0
"V13","V49","Directed",0
"V13","V50","Directed",0
"V13","V51","Directed",0
"V13","V52","Directed",0
"V13","V53","Directed",0
"V13","V54","Directed",0
"V13","V55","Directed",0
"V13","V56","Directed",0
"V13","V57","Directed",0
"V13","V58","Directed",0
"V13","V59","Directed",0
"V13","V60","Directed",0
"V13","V61","Directed",0
"V13","V62","Directed",0
"V13","V63","Directed",0
"V13","V64","Directed",0
"V13","V65","Directed",0
"V13","V66","Directed",0
"V13","V67","Directed",0
"V13","V68","Directed",0
"V13","V69","Directed",0
"V13","V70","Directed",0
"V13","V71","Directed",0
"V13","V72","Directed",0
"V13","V73","Directed",0
"V13","V74","Directed",0
"V13","V75","Directed",0
"V13","V76","Directed",0
"V13","V77","Directed",0
"V13","V78","Directed",0
"V13","V79","Directed",0
"V13","V80","Directed",0
"V13","V81","Directed",0
"V13","V82","Directed",0
"V13","V83","Directed",0
"V13","V84","Directed",0
"V13","V85","Directed",0
"V13","V86","Directed",0
"V13","V87","Directed",0
"V13","V88","Directed",0
"V13","V89","Directed",0
"V13","V90","Directed",0
"V13","V91","Directed",0
"V13","V92","Directed",0
"V13","V93","Directed",0
"V13","V94","Directed",0
"V13","V95","Directed",0
"V13","V96","Directed",0
"V13","V97","Directed",0
"V13","V98","Directed",0
"V13","V99","Directed",0
"V13","V100","Directed",0
"V13","V101","Directed",0
"V13","V102","Directed",0
"V13","V103","Directed",0
"V13","V104","Directed",0
"V13","V105","Directed",0
"V13","V106","Directed",0
"V14","V15","Directed",0
"V14","V16","Directed",0
"V14","V17","Directed",0
"V14","V18","Directed",0
"V14","V19","Directed",0
"V14","V20","Directed",0
"V14","V21","Directed",0
"V14","V22","Directed",0
"V14","V23","Directed",0
"V14","V24","Directed",0
"V14","V25","Directed",0
"V14","V26","Directed",0
"V14","V27","Directed",0.333764523
"V14","V28","Directed",0.030354885
"V14","V29","Directed",0
"V14","V30","Directed",0
"V14","V31","Directed",0
"V14","V32","Directed",0
"V14","V33","Directed",0
"V14","V34","Directed",0
"V14","V35","Directed",0
"V14","V36","Directed",0
"V14","V37","Directed",0
"V14","V38","Directed",0
"V14","V39","Directed",0
"V14","V40","Directed",0
"V14","V41","Directed",0
"V14","V42","Directed",0
"V14","V43","Directed",0
"V14","V44","Directed",0
"V14","V45","Directed",0
"V14","V46","Directed",0
"V14","V47","Directed",0
"V14","V48","Directed",0
"V14","V49","Directed",0
"V14","V50","Directed",0
"V14","V51","Directed",0
"V14","V52","Directed",0
"V14","V53","Directed",0
"V14","V54","Directed",0
"V14","V55","Directed",0
"V14","V56","Directed",0
"V14","V57","Directed",0
"V14","V58","Directed",0
"V14","V59","Directed",0
"V14","V60","Directed",0
"V14","V61","Directed",0
"V14","V62","Directed",0
"V14","V63","Directed",0
"V14","V64","Directed",0
"V14","V65","Directed",0
"V14","V66","Directed",0
"V14","V67","Directed",0
"V14","V68","Directed",0
"V14","V69","Directed",0
"V14","V70","Directed",0
"V14","V71","Directed",0
"V14","V72","Directed",0
"V14","V73","Directed",0
"V14","V74","Directed",0
"V14","V75","Directed",0
"V14","V76","Directed",0
"V14","V77","Directed",0
"V14","V78","Directed",0
"V14","V79","Directed",0
"V14","V80","Directed",0
"V14","V81","Directed",0
"V14","V82","Directed",0
"V14","V83","Directed",0
"V14","V84","Directed",0
"V14","V85","Directed",0
"V14","V86","Directed",0
"V14","V87","Directed",0
"V14","V88","Directed",0
"V14","V89","Directed",0
"V14","V90","Directed",0
"V14","V91","Directed",0
"V14","V92","Directed",0
"V14","V93","Directed",0
"V14","V94","Directed",0
"V14","V95","Directed",0
"V14","V96","Directed",0
"V14","V97","Directed",0
"V14","V98","Directed",0
"V14","V99","Directed",0
"V14","V100","Directed",0
"V14","V101","Directed",0
"V14","V102","Directed",0
"V14","V103","Directed",0
"V14","V104","Directed",0
"V14","V105","Directed",0
"V14","V106","Directed",0
"V15","V16","Directed",0
"V15","V17","Directed",0
"V15","V18","Directed",0
"V15","V19","Directed",0
"V15","V20","Directed",0
"V15","V21","Directed",0
"V15","V22","Directed",0
"V15","V23","Directed",0
"V15","V24","Directed",0
"V15","V25","Directed",0
"V15","V26","Directed",0
"V15","V27","Directed",0
"V15","V28","Directed",0
"V15","V29","Directed",0
"V15","V30","Directed",0
"V15","V31","Directed",0
"V15","V32","Directed",0
"V15","V33","Directed",0
"V15","V34","Directed",0
"V15","V35","Directed",0
"V15","V36","Directed",0
"V15","V37","Directed",0
"V15","V38","Directed",0
"V15","V39","Directed",0
"V15","V40","Directed",0
"V15","V41","Directed",0
"V15","V42","Directed",0
"V15","V43","Directed",0
"V15","V44","Directed",0
"V15","V45","Directed",0
"V15","V46","Directed",0
"V15","V47","Directed",0
"V15","V48","Directed",0
"V15","V49","Directed",0
"V15","V50","Directed",0
"V15","V51","Directed",0.265140623
"V15","V52","Directed",0
"V15","V53","Directed",0
"V15","V54","Directed",0.141663253
"V15","V55","Directed",0
"V15","V56","Directed",0
"V15","V57","Directed",0
"V15","V58","Directed",0
"V15","V59","Directed",0
"V15","V60","Directed",0
"V15","V61","Directed",0
"V15","V62","Directed",0
"V15","V63","Directed",0
"V15","V64","Directed",0
"V15","V65","Directed",0
"V15","V66","Directed",0
"V15","V67","Directed",0
"V15","V68","Directed",0
"V15","V69","Directed",0
"V15","V70","Directed",0
"V15","V71","Directed",0
"V15","V72","Directed",0
"V15","V73","Directed",0
"V15","V74","Directed",0
"V15","V75","Directed",0
"V15","V76","Directed",0
"V15","V77","Directed",0
"V15","V78","Directed",0.060061507
"V15","V79","Directed",0
"V15","V80","Directed",0
"V15","V81","Directed",0
"V15","V82","Directed",0
"V15","V83","Directed",0
"V15","V84","Directed",0
"V15","V85","Directed",0
"V15","V86","Directed",0
"V15","V87","Directed",0
"V15","V88","Directed",0
"V15","V89","Directed",0
"V15","V90","Directed",0
"V15","V91","Directed",0
"V15","V92","Directed",0
"V15","V93","Directed",0
"V15","V94","Directed",0
"V15","V95","Directed",0
"V15","V96","Directed",0
"V15","V97","Directed",0
"V15","V98","Directed",0
"V15","V99","Directed",0
"V15","V100","Directed",0
"V15","V101","Directed",0
"V15","V102","Directed",0
"V15","V103","Directed",0
"V15","V104","Directed",0
"V15","V105","Directed",0
"V15","V106","Directed",0
"V16","V17","Directed",0
"V16","V18","Directed",0
"V16","V19","Directed",0
"V16","V20","Directed",0
"V16","V21","Directed",0
"V16","V22","Directed",0
"V16","V23","Directed",0
"V16","V24","Directed",0
"V16","V25","Directed",0
"V16","V26","Directed",0
"V16","V27","Directed",0
"V16","V28","Directed",0
"V16","V29","Directed",0
"V16","V30","Directed",0
"V16","V31","Directed",0
"V16","V32","Directed",0
"V16","V33","Directed",0
"V16","V34","Directed",0
"V16","V35","Directed",0
"V16","V36","Directed",0
"V16","V37","Directed",0
"V16","V38","Directed",0
"V16","V39","Directed",0
"V16","V40","Directed",0
"V16","V41","Directed",0
"V16","V42","Directed",0
"V16","V43","Directed",0
"V16","V44","Directed",0
"V16","V45","Directed",0
"V16","V46","Directed",0
"V16","V47","Directed",0
"V16","V48","Directed",0
"V16","V49","Directed",0
"V16","V50","Directed",0
"V16","V51","Directed",0
"V16","V52","Directed",0
"V16","V53","Directed",0
"V16","V54","Directed",0
"V16","V55","Directed",0
"V16","V56","Directed",0
"V16","V57","Directed",0
"V16","V58","Directed",0
"V16","V59","Directed",0
"V16","V60","Directed",0
"V16","V61","Directed",0
"V16","V62","Directed",0
"V16","V63","Directed",0
"V16","V64","Directed",0
"V16","V65","Directed",0
"V16","V66","Directed",0
"V16","V67","Directed",0
"V16","V68","Directed",0
"V16","V69","Directed",0
"V16","V70","Directed",0
"V16","V71","Directed",0
"V16","V72","Directed",0
"V16","V73","Directed",0
"V16","V74","Directed",0
"V16","V75","Directed",0
"V16","V76","Directed",0
"V16","V77","Directed",0
"V16","V78","Directed",0
"V16","V79","Directed",0
"V16","V80","Directed",0
"V16","V81","Directed",0
"V16","V82","Directed",0
"V16","V83","Directed",0
"V16","V84","Directed",0
"V16","V85","Directed",0
"V16","V86","Directed",0
"V16","V87","Directed",0
"V16","V88","Directed",0
"V16","V89","Directed",0
"V16","V90","Directed",0
"V16","V91","Directed",0
"V16","V92","Directed",0
"V16","V93","Directed",0
"V16","V94","Directed",0
"V16","V95","Directed",0
"V16","V96","Directed",0
"V16","V97","Directed",0
"V16","V98","Directed",0
"V16","V99","Directed",0
"V16","V100","Directed",0
"V16","V101","Directed",0
"V16","V102","Directed",0
"V16","V103","Directed",0
"V16","V104","Directed",0
"V16","V105","Directed",0
"V16","V106","Directed",0
"V17","V18","Directed",0
"V17","V19","Directed",0
"V17","V20","Directed",0
"V17","V21","Directed",0
"V17","V22","Directed",0
"V17","V23","Directed",0
"V17","V24","Directed",0
"V17","V25","Directed",0
"V17","V26","Directed",0
"V17","V27","Directed",0
"V17","V28","Directed",0
"V17","V29","Directed",0
"V17","V30","Directed",0
"V17","V31","Directed",0
"V17","V32","Directed",0
"V17","V33","Directed",0
"V17","V34","Directed",0
"V17","V35","Directed",0
"V17","V36","Directed",0
"V17","V37","Directed",0
"V17","V38","Directed",0
"V17","V39","Directed",0
"V17","V40","Directed",0
"V17","V41","Directed",0
"V17","V42","Directed",0
"V17","V43","Directed",0
"V17","V44","Directed",0
"V17","V45","Directed",0
"V17","V46","Directed",0
"V17","V47","Directed",0
"V17","V48","Directed",0
"V17","V49","Directed",0
"V17","V50","Directed",0
"V17","V51","Directed",0
"V17","V52","Directed",0
"V17","V53","Directed",0.156436816
"V17","V54","Directed",0
"V17","V55","Directed",0
"V17","V56","Directed",0
"V17","V57","Directed",0
"V17","V58","Directed",0
"V17","V59","Directed",0
"V17","V60","Directed",0
"V17","V61","Directed",0
"V17","V62","Directed",0
"V17","V63","Directed",0
"V17","V64","Directed",0
"V17","V65","Directed",0
"V17","V66","Directed",0
"V17","V67","Directed",0
"V17","V68","Directed",0
"V17","V69","Directed",0
"V17","V70","Directed",0
"V17","V71","Directed",0
"V17","V72","Directed",0
"V17","V73","Directed",0
"V17","V74","Directed",0
"V17","V75","Directed",0
"V17","V76","Directed",0
"V17","V77","Directed",0
"V17","V78","Directed",0
"V17","V79","Directed",0
"V17","V80","Directed",0
"V17","V81","Directed",0
"V17","V82","Directed",0
"V17","V83","Directed",0
"V17","V84","Directed",0
"V17","V85","Directed",0
"V17","V86","Directed",0
"V17","V87","Directed",0
"V17","V88","Directed",0
"V17","V89","Directed",0
"V17","V90","Directed",0
"V17","V91","Directed",0
"V17","V92","Directed",0
"V17","V93","Directed",0
"V17","V94","Directed",0
"V17","V95","Directed",0
"V17","V96","Directed",0
"V17","V97","Directed",0
"V17","V98","Directed",0
"V17","V99","Directed",0
"V17","V100","Directed",0
"V17","V101","Directed",0
"V17","V102","Directed",0
"V17","V103","Directed",0
"V17","V104","Directed",0
"V17","V105","Directed",0
"V17","V106","Directed",0
"V18","V19","Directed",0
"V18","V20","Directed",0
"V18","V21","Directed",0
"V18","V22","Directed",0
"V18","V23","Directed",0
"V18","V24","Directed",0
"V18","V25","Directed",0
"V18","V26","Directed",0
"V18","V27","Directed",0
"V18","V28","Directed",0
"V18","V29","Directed",0
"V18","V30","Directed",0
"V18","V31","Directed",0
"V18","V32","Directed",0
"V18","V33","Directed",0
"V18","V34","Directed",0
"V18","V35","Directed",0
"V18","V36","Directed",0
"V18","V37","Directed",0
"V18","V38","Directed",0
"V18","V39","Directed",0
"V18","V40","Directed",0
"V18","V41","Directed",0
"V18","V42","Directed",0
"V18","V43","Directed",0
"V18","V44","Directed",0
"V18","V45","Directed",0
"V18","V46","Directed",0
"V18","V47","Directed",0
"V18","V48","Directed",0
"V18","V49","Directed",0
"V18","V50","Directed",0
"V18","V51","Directed",0
"V18","V52","Directed",0
"V18","V53","Directed",0
"V18","V54","Directed",0
"V18","V55","Directed",0
"V18","V56","Directed",0
"V18","V57","Directed",0
"V18","V58","Directed",0
"V18","V59","Directed",0
"V18","V60","Directed",0
"V18","V61","Directed",0
"V18","V62","Directed",0
"V18","V63","Directed",0
"V18","V64","Directed",0
"V18","V65","Directed",0
"V18","V66","Directed",0
"V18","V67","Directed",0
"V18","V68","Directed",0
"V18","V69","Directed",0
"V18","V70","Directed",0
"V18","V71","Directed",0
"V18","V72","Directed",0
"V18","V73","Directed",0
"V18","V74","Directed",0.035012063
"V18","V75","Directed",0
"V18","V76","Directed",0
"V18","V77","Directed",0
"V18","V78","Directed",0
"V18","V79","Directed",0
"V18","V80","Directed",0
"V18","V81","Directed",0
"V18","V82","Directed",0
"V18","V83","Directed",0
"V18","V84","Directed",0
"V18","V85","Directed",0
"V18","V86","Directed",0
"V18","V87","Directed",0
"V18","V88","Directed",0
"V18","V89","Directed",0
"V18","V90","Directed",0
"V18","V91","Directed",0
"V18","V92","Directed",0
"V18","V93","Directed",0
"V18","V94","Directed",0
"V18","V95","Directed",0
"V18","V96","Directed",0
"V18","V97","Directed",0
"V18","V98","Directed",0
"V18","V99","Directed",0
"V18","V100","Directed",0
"V18","V101","Directed",0
"V18","V102","Directed",0
"V18","V103","Directed",0
"V18","V104","Directed",0
"V18","V105","Directed",0
"V18","V106","Directed",0
"V19","V20","Directed",0.066297308
"V19","V21","Directed",0.121168524
"V19","V22","Directed",0
"V19","V23","Directed",0
"V19","V24","Directed",0
"V19","V25","Directed",0
"V19","V26","Directed",0
"V19","V27","Directed",0
"V19","V28","Directed",0
"V19","V29","Directed",0
"V19","V30","Directed",0
"V19","V31","Directed",0
"V19","V32","Directed",0
"V19","V33","Directed",0
"V19","V34","Directed",0
"V19","V35","Directed",0
"V19","V36","Directed",0
"V19","V37","Directed",0
"V19","V38","Directed",0
"V19","V39","Directed",0
"V19","V40","Directed",0
"V19","V41","Directed",0
"V19","V42","Directed",0
"V19","V43","Directed",0
"V19","V44","Directed",0
"V19","V45","Directed",0
"V19","V46","Directed",0
"V19","V47","Directed",0
"V19","V48","Directed",0
"V19","V49","Directed",0
"V19","V50","Directed",0
"V19","V51","Directed",0
"V19","V52","Directed",0
"V19","V53","Directed",0
"V19","V54","Directed",0
"V19","V55","Directed",0
"V19","V56","Directed",0
"V19","V57","Directed",0
"V19","V58","Directed",0
"V19","V59","Directed",0
"V19","V60","Directed",0
"V19","V61","Directed",0
"V19","V62","Directed",0
"V19","V63","Directed",0
"V19","V64","Directed",0
"V19","V65","Directed",0
"V19","V66","Directed",0
"V19","V67","Directed",0
"V19","V68","Directed",0
"V19","V69","Directed",0
"V19","V70","Directed",0
"V19","V71","Directed",0
"V19","V72","Directed",0
"V19","V73","Directed",0
"V19","V74","Directed",0
"V19","V75","Directed",0
"V19","V76","Directed",0
"V19","V77","Directed",0
"V19","V78","Directed",0
"V19","V79","Directed",0
"V19","V80","Directed",0
"V19","V81","Directed",0
"V19","V82","Directed",0
"V19","V83","Directed",0
"V19","V84","Directed",0
"V19","V85","Directed",0
"V19","V86","Directed",0
"V19","V87","Directed",0
"V19","V88","Directed",0
"V19","V89","Directed",0
"V19","V90","Directed",0
"V19","V91","Directed",0
"V19","V92","Directed",0
"V19","V93","Directed",0
"V19","V94","Directed",0
"V19","V95","Directed",0
"V19","V96","Directed",0
"V19","V97","Directed",0
"V19","V98","Directed",0
"V19","V99","Directed",0
"V19","V100","Directed",0
"V19","V101","Directed",0
"V19","V102","Directed",0
"V19","V103","Directed",0
"V19","V104","Directed",0
"V19","V105","Directed",0
"V19","V106","Directed",0
"V20","V21","Directed",0
"V20","V22","Directed",0
"V20","V23","Directed",0
"V20","V24","Directed",0
"V20","V25","Directed",0
"V20","V26","Directed",0
"V20","V27","Directed",0
"V20","V28","Directed",0
"V20","V29","Directed",0
"V20","V30","Directed",0
"V20","V31","Directed",0
"V20","V32","Directed",0
"V20","V33","Directed",0
"V20","V34","Directed",0
"V20","V35","Directed",0
"V20","V36","Directed",0
"V20","V37","Directed",0
"V20","V38","Directed",0
"V20","V39","Directed",0
"V20","V40","Directed",0
"V20","V41","Directed",0
"V20","V42","Directed",0
"V20","V43","Directed",0
"V20","V44","Directed",0
"V20","V45","Directed",0
"V20","V46","Directed",0
"V20","V47","Directed",0
"V20","V48","Directed",0
"V20","V49","Directed",0
"V20","V50","Directed",0
"V20","V51","Directed",0
"V20","V52","Directed",0
"V20","V53","Directed",0
"V20","V54","Directed",0
"V20","V55","Directed",0
"V20","V56","Directed",0
"V20","V57","Directed",0
"V20","V58","Directed",0
"V20","V59","Directed",0
"V20","V60","Directed",0
"V20","V61","Directed",0
"V20","V62","Directed",0
"V20","V63","Directed",0
"V20","V64","Directed",0
"V20","V65","Directed",0
"V20","V66","Directed",0
"V20","V67","Directed",0
"V20","V68","Directed",0
"V20","V69","Directed",0
"V20","V70","Directed",0
"V20","V71","Directed",0
"V20","V72","Directed",0
"V20","V73","Directed",0
"V20","V74","Directed",0
"V20","V75","Directed",0
"V20","V76","Directed",0
"V20","V77","Directed",0
"V20","V78","Directed",0
"V20","V79","Directed",0
"V20","V80","Directed",0
"V20","V81","Directed",0
"V20","V82","Directed",0
"V20","V83","Directed",0
"V20","V84","Directed",0
"V20","V85","Directed",0
"V20","V86","Directed",0
"V20","V87","Directed",0
"V20","V88","Directed",0
"V20","V89","Directed",0
"V20","V90","Directed",0
"V20","V91","Directed",0
"V20","V92","Directed",0
"V20","V93","Directed",0
"V20","V94","Directed",0
"V20","V95","Directed",0
"V20","V96","Directed",0
"V20","V97","Directed",0
"V20","V98","Directed",0
"V20","V99","Directed",0
"V20","V100","Directed",0
"V20","V101","Directed",0
"V20","V102","Directed",0
"V20","V103","Directed",0
"V20","V104","Directed",0
"V20","V105","Directed",0
"V20","V106","Directed",0
"V21","V22","Directed",0
"V21","V23","Directed",0
"V21","V24","Directed",0.097039461
"V21","V25","Directed",0
"V21","V26","Directed",0
"V21","V27","Directed",0
"V21","V28","Directed",0
"V21","V29","Directed",0
"V21","V30","Directed",0
"V21","V31","Directed",0
"V21","V32","Directed",0
"V21","V33","Directed",0
"V21","V34","Directed",0
"V21","V35","Directed",0
"V21","V36","Directed",0
"V21","V37","Directed",0
"V21","V38","Directed",0
"V21","V39","Directed",0
"V21","V40","Directed",0
"V21","V41","Directed",0
"V21","V42","Directed",0
"V21","V43","Directed",0
"V21","V44","Directed",0
"V21","V45","Directed",0
"V21","V46","Directed",0
"V21","V47","Directed",0
"V21","V48","Directed",0
"V21","V49","Directed",0
"V21","V50","Directed",0
"V21","V51","Directed",0
"V21","V52","Directed",0
"V21","V53","Directed",0
"V21","V54","Directed",0
"V21","V55","Directed",0
"V21","V56","Directed",0
"V21","V57","Directed",0
"V21","V58","Directed",0
"V21","V59","Directed",0
"V21","V60","Directed",0
"V21","V61","Directed",0
"V21","V62","Directed",0
"V21","V63","Directed",0
"V21","V64","Directed",0
"V21","V65","Directed",0
"V21","V66","Directed",0
"V21","V67","Directed",0
"V21","V68","Directed",0
"V21","V69","Directed",0
"V21","V70","Directed",0
"V21","V71","Directed",0
"V21","V72","Directed",0
"V21","V73","Directed",0
"V21","V74","Directed",0
"V21","V75","Directed",0
"V21","V76","Directed",0
"V21","V77","Directed",0
"V21","V78","Directed",0
"V21","V79","Directed",0
"V21","V80","Directed",0
"V21","V81","Directed",0
"V21","V82","Directed",0
"V21","V83","Directed",0
"V21","V84","Directed",0
"V21","V85","Directed",0
"V21","V86","Directed",0
"V21","V87","Directed",0
"V21","V88","Directed",0
"V21","V89","Directed",0
"V21","V90","Directed",0
"V21","V91","Directed",0
"V21","V92","Directed",0
"V21","V93","Directed",0
"V21","V94","Directed",0
"V21","V95","Directed",0
"V21","V96","Directed",0
"V21","V97","Directed",0.128542095
"V21","V98","Directed",0
"V21","V99","Directed",0
"V21","V100","Directed",0
"V21","V101","Directed",0
"V21","V102","Directed",0
"V21","V103","Directed",0
"V21","V104","Directed",0
"V21","V105","Directed",0
"V21","V106","Directed",0
"V22","V23","Directed",0
"V22","V24","Directed",0
"V22","V25","Directed",0
"V22","V26","Directed",0
"V22","V27","Directed",0
"V22","V28","Directed",0
"V22","V29","Directed",0
"V22","V30","Directed",0
"V22","V31","Directed",0
"V22","V32","Directed",0
"V22","V33","Directed",0
"V22","V34","Directed",0
"V22","V35","Directed",0
"V22","V36","Directed",0
"V22","V37","Directed",0
"V22","V38","Directed",0
"V22","V39","Directed",0
"V22","V40","Directed",0
"V22","V41","Directed",0
"V22","V42","Directed",0
"V22","V43","Directed",0
"V22","V44","Directed",0
"V22","V45","Directed",0
"V22","V46","Directed",0
"V22","V47","Directed",0.189562753
"V22","V48","Directed",0
"V22","V49","Directed",0
"V22","V50","Directed",0
"V22","V51","Directed",0
"V22","V52","Directed",0
"V22","V53","Directed",0
"V22","V54","Directed",0
"V22","V55","Directed",0
"V22","V56","Directed",0
"V22","V57","Directed",0
"V22","V58","Directed",0
"V22","V59","Directed",0
"V22","V60","Directed",0
"V22","V61","Directed",0
"V22","V62","Directed",0
"V22","V63","Directed",0
"V22","V64","Directed",0
"V22","V65","Directed",0
"V22","V66","Directed",0
"V22","V67","Directed",0
"V22","V68","Directed",0
"V22","V69","Directed",0
"V22","V70","Directed",0
"V22","V71","Directed",0
"V22","V72","Directed",0
"V22","V73","Directed",0
"V22","V74","Directed",0
"V22","V75","Directed",0
"V22","V76","Directed",0
"V22","V77","Directed",0
"V22","V78","Directed",0
"V22","V79","Directed",0
"V22","V80","Directed",0
"V22","V81","Directed",0
"V22","V82","Directed",0
"V22","V83","Directed",0
"V22","V84","Directed",0
"V22","V85","Directed",0
"V22","V86","Directed",0
"V22","V87","Directed",0
"V22","V88","Directed",0
"V22","V89","Directed",0
"V22","V90","Directed",0
"V22","V91","Directed",0
"V22","V92","Directed",0
"V22","V93","Directed",0
"V22","V94","Directed",0
"V22","V95","Directed",0
"V22","V96","Directed",0
"V22","V97","Directed",0
"V22","V98","Directed",0
"V22","V99","Directed",0
"V22","V100","Directed",0
"V22","V101","Directed",0
"V22","V102","Directed",0
"V22","V103","Directed",0
"V22","V104","Directed",0
"V22","V105","Directed",0
"V22","V106","Directed",0
"V23","V24","Directed",0
"V23","V25","Directed",0
"V23","V26","Directed",0
"V23","V27","Directed",0
"V23","V28","Directed",0
"V23","V29","Directed",0.192390159
"V23","V30","Directed",0
"V23","V31","Directed",0
"V23","V32","Directed",0
"V23","V33","Directed",0
"V23","V34","Directed",0
"V23","V35","Directed",0
"V23","V36","Directed",0
"V23","V37","Directed",0
"V23","V38","Directed",0
"V23","V39","Directed",0
"V23","V40","Directed",0
"V23","V41","Directed",0
"V23","V42","Directed",0
"V23","V43","Directed",0
"V23","V44","Directed",0
"V23","V45","Directed",0
"V23","V46","Directed",0
"V23","V47","Directed",0
"V23","V48","Directed",0
"V23","V49","Directed",0
"V23","V50","Directed",0
"V23","V51","Directed",0
"V23","V52","Directed",0
"V23","V53","Directed",0
"V23","V54","Directed",0
"V23","V55","Directed",0
"V23","V56","Directed",0
"V23","V57","Directed",0
"V23","V58","Directed",0
"V23","V59","Directed",0
"V23","V60","Directed",0
"V23","V61","Directed",0
"V23","V62","Directed",0
"V23","V63","Directed",0
"V23","V64","Directed",0
"V23","V65","Directed",0
"V23","V66","Directed",0
"V23","V67","Directed",0
"V23","V68","Directed",0
"V23","V69","Directed",0
"V23","V70","Directed",0
"V23","V71","Directed",0
"V23","V72","Directed",0
"V23","V73","Directed",0
"V23","V74","Directed",0
"V23","V75","Directed",0
"V23","V76","Directed",0
