"Source","Target","Type","Weight"
"V23","V77","Directed",0
"V23","V78","Directed",0
"V23","V79","Directed",0
"V23","V80","Directed",0
"V23","V81","Directed",0
"V23","V82","Directed",0
"V23","V83","Directed",0
"V23","V84","Directed",0
"V23","V85","Directed",0
"V23","V86","Directed",0
"V23","V87","Directed",0
"V23","V88","Directed",0
"V23","V89","Directed",0
"V23","V90","Directed",0
"V23","V91","Directed",0
"V23","V92","Directed",0
"V23","V93","Directed",0
"V23","V94","Directed",0
"V23","V95","Directed",0
"V23","V96","Directed",0
"V23","V97","Directed",0
"V23","V98","Directed",0
"V23","V99","Directed",0
"V23","V100","Directed",0
"V23","V101","Directed",0
"V23","V102","Directed",0
"V23","V103","Directed",0
"V23","V104","Directed",0
"V23","V105","Directed",0
"V23","V106","Directed",0
"V24","V25","Directed",0
"V24","V26","Directed",0
"V24","V27","Directed",0
"V24","V28","Directed",0
"V24","V29","Directed",0
"V24","V30","Directed",0
"V24","V31","Directed",0
"V24","V32","Directed",0
"V24","V33","Directed",0
"V24","V34","Directed",0
"V24","V35","Directed",0
"V24","V36","Directed",0
"V24","V37","Directed",0
"V24","V38","Directed",0
"V24","V39","Directed",0
"V24","V40","Directed",0
"V24","V41","Directed",0
"V24","V42","Directed",0
"V24","V43","Directed",0
"V24","V44","Directed",0
"V24","V45","Directed",0
"V24","V46","Directed",0
"V24","V47","Directed",0
"V24","V48","Directed",0
"V24","V49","Directed",0
"V24","V50","Directed",0.032813806
"V24","V51","Directed",0
"V24","V52","Directed",0
"V24","V53","Directed",0
"V24","V54","Directed",0
"V24","V55","Directed",0
"V24","V56","Directed",0
"V24","V57","Directed",0
"V24","V58","Directed",0
"V24","V59","Directed",0
"V24","V60","Directed",0
"V24","V61","Directed",0
"V24","V62","Directed",0
"V24","V63","Directed",0
"V24","V64","Directed",0
"V24","V65","Directed",0
"V24","V66","Directed",0
"V24","V67","Directed",0
"V24","V68","Directed",0
"V24","V69","Directed",0
"V24","V70","Directed",0
"V24","V71","Directed",0
"V24","V72","Directed",0
"V24","V73","Directed",0
"V24","V74","Directed",0
"V24","V75","Directed",0
"V24","V76","Directed",0
"V24","V77","Directed",0
"V24","V78","Directed",0
"V24","V79","Directed",0
"V24","V80","Directed",0
"V24","V81","Directed",0
"V24","V82","Directed",0
"V24","V83","Directed",0
"V24","V84","Directed",0
"V24","V85","Directed",0
"V24","V86","Directed",0
"V24","V87","Directed",0
"V24","V88","Directed",0
"V24","V89","Directed",0
"V24","V90","Directed",0
"V24","V91","Directed",0
"V24","V92","Directed",0
"V24","V93","Directed",0
"V24","V94","Directed",0
"V24","V95","Directed",0
"V24","V96","Directed",0
"V24","V97","Directed",0
"V24","V98","Directed",0
"V24","V99","Directed",0
"V24","V100","Directed",0
"V24","V101","Directed",0
"V24","V102","Directed",0
"V24","V103","Directed",0
"V24","V104","Directed",0
"V24","V105","Directed",0
"V24","V106","Directed",0
"V25","V26","Directed",0.262474418
"V25","V27","Directed",0
"V25","V28","Directed",0
"V25","V29","Directed",0
"V25","V30","Directed",0
"V25","V31","Directed",0
"V25","V32","Directed",0
"V25","V33","Directed",0
"V25","V34","Directed",0
"V25","V35","Directed",0
"V25","V36","Directed",0
"V25","V37","Directed",0
"V25","V38","Directed",0
"V25","V39","Directed",0
"V25","V40","Directed",0
"V25","V41","Directed",0
"V25","V42","Directed",0
"V25","V43","Directed",0
"V25","V44","Directed",0
"V25","V45","Directed",0
"V25","V46","Directed",0
"V25","V47","Directed",0
"V25","V48","Directed",0
"V25","V49","Directed",0
"V25","V50","Directed",0
"V25","V51","Directed",0
"V25","V52","Directed",0
"V25","V53","Directed",0
"V25","V54","Directed",0
"V25","V55","Directed",0
"V25","V56","Directed",0
"V25","V57","Directed",0
"V25","V58","Directed",0
"V25","V59","Directed",0
"V25","V60","Directed",0
"V25","V61","Directed",0
"V25","V62","Directed",0
"V25","V63","Directed",0
"V25","V64","Directed",0
"V25","V65","Directed",0
"V25","V66","Directed",0
"V25","V67","Directed",0
"V25","V68","Directed",0
"V25","V69","Directed",0
"V25","V70","Directed",0
"V25","V71","Directed",0
"V25","V72","Directed",0
"V25","V73","Directed",0
"V25","V74","Directed",0
"V25","V75","Directed",0
"V25","V76","Directed",0
"V25","V77","Directed",0
"V25","V78","Directed",0
"V25","V79","Directed",0
"V25","V80","Directed",0
"V25","V81","Directed",0
"V25","V82","Directed",0
"V25","V83","Directed",0
"V25","V84","Directed",0
"V25","V85","Directed",0
"V25","V86","Directed",0
"V25","V87","Directed",0
"V25","V88","Directed",0
"V25","V89","Directed",0
"V25","V90","Directed",0
"V25","V91","Directed",0
"V25","V92","Directed",0
"V25","V93","Directed",0
"V25","V94","Directed",0
"V25","V95","Directed",0
"V25","V96","Directed",0
"V25","V97","Directed",0
"V25","V98","Directed",0
"V25","V99","Directed",0
"V25","V100","Directed",0
"V25","V101","Directed",0
"V25","V102","Directed",0
"V25","V103","Directed",0
"V25","V104","Directed",0
"V25","V105","Directed",0
"V25","V106","Directed",0
"V26","V27","Directed",0
"V26","V28","Directed",0
"V26","V29","Directed",0
"V26","V30","Directed",0.036797475
"V26","V31","Directed",0
"V26","V32","Directed",0
"V26","V33","Directed",0
"V26","V34","Directed",0
"V26","V35","Directed",0
"V26","V36","Directed",0
"V26","V37","Directed",0
"V26","V38","Directed",0
"V26","V39","Directed",0
"V26","V40","Directed",0
"V26","V41","Directed",0
"V26","V42","Directed",0
"V26","V43","Directed",0
"V26","V44","Directed",0
"V26","V45","Directed",0
"V26","V46","Directed",0
"V26","V47","Directed",0
"V26","V48","Directed",0
"V26","V49","Directed",0.154996172
"V26","V50","Directed",0
"V26","V51","Directed",0
"V26","V52","Directed",0
"V26","V53","Directed",0
"V26","V54","Directed",0
"V26","V55","Directed",0
"V26","V56","Directed",0
"V26","V57","Directed",0
"V26","V58","Directed",0
"V26","V59","Directed",0
"V26","V60","Directed",0
"V26","V61","Directed",0
"V26","V62","Directed",0
"V26","V63","Directed",0
"V26","V64","Directed",0
"V26","V65","Directed",0
"V26","V66","Directed",0
"V26","V67","Directed",0
"V26","V68","Directed",0
"V26","V69","Directed",0
"V26","V70","Directed",0
"V26","V71","Directed",0
"V26","V72","Directed",0
"V26","V73","Directed",0
"V26","V74","Directed",0
"V26","V75","Directed",0
"V26","V76","Directed",0
"V26","V77","Directed",0
"V26","V78","Directed",0
"V26","V79","Directed",0
"V26","V80","Directed",0
"V26","V81","Directed",0
"V26","V82","Directed",0
"V26","V83","Directed",0
"V26","V84","Directed",0
"V26","V85","Directed",0
"V26","V86","Directed",0
"V26","V87","Directed",0
"V26","V88","Directed",0
"V26","V89","Directed",0
"V26","V90","Directed",0
"V26","V91","Directed",0
"V26","V92","Directed",0
"V26","V93","Directed",0
"V26","V94","Directed",0
"V26","V95","Directed",0
"V26","V96","Directed",0
"V26","V97","Directed",0
"V26","V98","Directed",0
"V26","V99","Directed",0
"V26","V100","Directed",0
"V26","V101","Directed",0
"V26","V102","Directed",0
"V26","V103","Directed",0
"V26","V104","Directed",0
"V26","V105","Directed",0
"V26","V106","Directed",0
"V27","V28","Directed",0
"V27","V29","Directed",0
"V27","V30","Directed",0
"V27","V31","Directed",0
"V27","V32","Directed",0
"V27","V33","Directed",0
"V27","V34","Directed",0
"V27","V35","Directed",0
"V27","V36","Directed",0
"V27","V37","Directed",0
"V27","V38","Directed",0
"V27","V39","Directed",0
"V27","V40","Directed",0
"V27","V41","Directed",0
"V27","V42","Directed",0
"V27","V43","Directed",0
"V27","V44","Directed",0
"V27","V45","Directed",0
"V27","V46","Directed",0
"V27","V47","Directed",0
"V27","V48","Directed",0
"V27","V49","Directed",0
"V27","V50","Directed",0
"V27","V51","Directed",0
"V27","V52","Directed",0
"V27","V53","Directed",0
"V27","V54","Directed",0
"V27","V55","Directed",0
"V27","V56","Directed",0
"V27","V57","Directed",0
"V27","V58","Directed",0
"V27","V59","Directed",0
"V27","V60","Directed",0
"V27","V61","Directed",0
"V27","V62","Directed",0
"V27","V63","Directed",0
"V27","V64","Directed",0
"V27","V65","Directed",0
"V27","V66","Directed",0
"V27","V67","Directed",0
"V27","V68","Directed",0
"V27","V69","Directed",0
"V27","V70","Directed",0
"V27","V71","Directed",0
"V27","V72","Directed",0
"V27","V73","Directed",0
"V27","V74","Directed",0
"V27","V75","Directed",0
"V27","V76","Directed",0
"V27","V77","Directed",0
"V27","V78","Directed",0
"V27","V79","Directed",0
"V27","V80","Directed",0
"V27","V81","Directed",0
"V27","V82","Directed",0
"V27","V83","Directed",0
"V27","V84","Directed",0
"V27","V85","Directed",0
"V27","V86","Directed",0
"V27","V87","Directed",0
"V27","V88","Directed",0
"V27","V89","Directed",0
"V27","V90","Directed",0
"V27","V91","Directed",0
"V27","V92","Directed",0
"V27","V93","Directed",0
"V27","V94","Directed",0
"V27","V95","Directed",0
"V27","V96","Directed",0
"V27","V97","Directed",0
"V27","V98","Directed",0
"V27","V99","Directed",0
"V27","V100","Directed",0
"V27","V101","Directed",0
"V27","V102","Directed",0
"V27","V103","Directed",0
"V27","V104","Directed",0
"V27","V105","Directed",0
"V27","V106","Directed",0
"V28","V29","Directed",0
"V28","V30","Directed",0
"V28","V31","Directed",0
"V28","V32","Directed",0
"V28","V33","Directed",0
"V28","V34","Directed",0
"V28","V35","Directed",0
"V28","V36","Directed",0
"V28","V37","Directed",0.023856778
"V28","V38","Directed",0
"V28","V39","Directed",0
"V28","V40","Directed",0
"V28","V41","Directed",0
"V28","V42","Directed",0
"V28","V43","Directed",0
"V28","V44","Directed",0
"V28","V45","Directed",0
"V28","V46","Directed",0
"V28","V47","Directed",0
"V28","V48","Directed",0
"V28","V49","Directed",0
"V28","V50","Directed",0
"V28","V51","Directed",0
"V28","V52","Directed",0
"V28","V53","Directed",0
"V28","V54","Directed",0
"V28","V55","Directed",0
"V28","V56","Directed",0
"V28","V57","Directed",0
"V28","V58","Directed",0
"V28","V59","Directed",0
"V28","V60","Directed",0
"V28","V61","Directed",0
"V28","V62","Directed",0
"V28","V63","Directed",0
"V28","V64","Directed",0
"V28","V65","Directed",0
"V28","V66","Directed",0
"V28","V67","Directed",0
"V28","V68","Directed",0
"V28","V69","Directed",0
"V28","V70","Directed",0
"V28","V71","Directed",0
"V28","V72","Directed",0
"V28","V73","Directed",0
"V28","V74","Directed",0
"V28","V75","Directed",0
"V28","V76","Directed",0
"V28","V77","Directed",0
"V28","V78","Directed",0
"V28","V79","Directed",0
"V28","V80","Directed",0
"V28","V81","Directed",0
"V28","V82","Directed",0
"V28","V83","Directed",0
"V28","V84","Directed",0
"V28","V85","Directed",0
"V28","V86","Directed",0
"V28","V87","Directed",0.0098819
"V28","V88","Directed",0
"V28","V89","Directed",0
"V28","V90","Directed",0
"V28","V91","Directed",0
"V28","V92","Directed",0
"V28","V93","Directed",0
"V28","V94","Directed",0
"V28","V95","Directed",0
"V28","V96","Directed",0
"V28","V97","Directed",0
"V28","V98","Directed",0
"V28","V99","Directed",0
"V28","V100","Directed",0
"V28","V101","Directed",0
"V28","V102","Directed",0
"V28","V103","Directed",0
"V28","V104","Directed",0
"V28","V105","Directed",0
"V28","V106","Directed",0
"V29","V30","Directed",0
"V29","V31","Directed",0
"V29","V32","Directed",0
"V29","V33","Directed",0
"V29","V34","Directed",0.192715123
"V29","V35","Directed",0
"V29","V36","Directed",0
"V29","V37","Directed",0
"V29","V38","Directed",0
"V29","V39","Directed",0
"V29","V40","Directed",0
"V29","V41","Directed",0
"V29","V42","Directed",0
"V29","V43","Directed",0
"V29","V44","Directed",0
"V29","V45","Directed",0
"V29","V46","Directed",0
"V29","V47","Directed",0
"V29","V48","Directed",0
"V29","V49","Directed",0
"V29","V50","Directed",0
"V29","V51","Directed",0
"V29","V52","Directed",0
"V29","V53","Directed",0
"V29","V54","Directed",0
"V29","V55","Directed",0
"V29","V56","Directed",0
"V29","V57","Directed",0
"V29","V58","Directed",0
"V29","V59","Directed",0
"V29","V60","Directed",0
"V29","V61","Directed",0
"V29","V62","Directed",0
"V29","V63","Directed",0
"V29","V64","Directed",0
"V29","V65","Directed",0
"V29","V66","Directed",0
"V29","V67","Directed",0
"V29","V68","Directed",0
"V29","V69","Directed",0
"V29","V70","Directed",0
"V29","V71","Directed",0
"V29","V72","Directed",0
"V29","V73","Directed",0
"V29","V74","Directed",0
"V29","V75","Directed",0
"V29","V76","Directed",0
"V29","V77","Directed",0
"V29","V78","Directed",0
"V29","V79","Directed",0
"V29","V80","Directed",0
"V29","V81","Directed",0
"V29","V82","Directed",0
"V29","V83","Directed",0
"V29","V84","Directed",0
"V29","V85","Directed",0
"V29","V86","Directed",0
"V29","V87","Directed",0
"V29","V88","Directed",0
"V29","V89","Directed",0
"V29","V90","Directed",0
"V29","V91","Directed",0
"V29","V92","Directed",0
"V29","V93","Directed",0
"V29","V94","Directed",0
"V29","V95","Directed",0
"V29","V96","Directed",0
"V29","V97","Directed",0
"V29","V98","Directed",0
"V29","V99","Directed",0
"V29","V100","Directed",0
"V29","V101","Directed",0
"V29","V102","Directed",0
"V29","V103","Directed",0
"V29","V104","Directed",0
"V29","V105","Directed",0
"V29","V106","Directed",0
"V30","V31","Directed",0
"V30","V32","Directed",0
"V30","V33","Directed",0
"V30","V34","Directed",0
"V30","V35","Directed",0
"V30","V36","Directed",0
"V30","V37","Directed",0
"V30","V38","Directed",0
"V30","V39","Directed",0
"V30","V40","Directed",0.353804708
"V30","V41","Directed",0
"V30","V42","Directed",0
"V30","V43","Directed",0
"V30","V44","Directed",0
"V30","V45","Directed",0
"V30","V46","Directed",0
"V30","V47","Directed",0
"V30","V48","Directed",0
"V30","V49","Directed",0
"V30","V50","Directed",0
"V30","V51","Directed",0
"V30","V52","Directed",0
"V30","V53","Directed",0
"V30","V54","Directed",0
"V30","V55","Directed",0
"V30","V56","Directed",0
"V30","V57","Directed",0
"V30","V58","Directed",0
"V30","V59","Directed",0
"V30","V60","Directed",0
"V30","V61","Directed",0
"V30","V62","Directed",0
"V30","V63","Directed",0
"V30","V64","Directed",0
"V30","V65","Directed",0
"V30","V66","Directed",0
"V30","V67","Directed",0
"V30","V68","Directed",0
"V30","V69","Directed",0
"V30","V70","Directed",0
"V30","V71","Directed",0
"V30","V72","Directed",0
"V30","V73","Directed",0
"V30","V74","Directed",0
"V30","V75","Directed",0
"V30","V76","Directed",0
"V30","V77","Directed",0
"V30","V78","Directed",0
"V30","V79","Directed",0
"V30","V80","Directed",0
"V30","V81","Directed",0
"V30","V82","Directed",0
"V30","V83","Directed",0
"V30","V84","Directed",0
"V30","V85","Directed",0
"V30","V86","Directed",0
"V30","V87","Directed",0
"V30","V88","Directed",0
"V30","V89","Directed",0
"V30","V90","Directed",0
"V30","V91","Directed",0
"V30","V92","Directed",0
"V30","V93","Directed",0
"V30","V94","Directed",0
"V30","V95","Directed",0
"V30","V96","Directed",0
"V30","V97","Directed",0
"V30","V98","Directed",0
"V30","V99","Directed",0
"V30","V100","Directed",0
"V30","V101","Directed",0
"V30","V102","Directed",0
"V30","V103","Directed",0
"V30","V104","Directed",0
"V30","V105","Directed",0
"V30","V106","Directed",0
"V31","V32","Directed",0
"V31","V33","Directed",0
"V31","V34","Directed",0.083001778
"V31","V35","Directed",0.022760803
"V31","V36","Directed",0
"V31","V37","Directed",0
"V31","V38","Directed",0
"V31","V39","Directed",0
"V31","V40","Directed",0
"V31","V41","Directed",0
"V31","V42","Directed",0
"V31","V43","Directed",0
"V31","V44","Directed",0
"V31","V45","Directed",0
"V31","V46","Directed",0
"V31","V47","Directed",0
"V31","V48","Directed",0
"V31","V49","Directed",0
"V31","V50","Directed",0
"V31","V51","Directed",0
"V31","V52","Directed",0
"V31","V53","Directed",0
"V31","V54","Directed",0
"V31","V55","Directed",0
"V31","V56","Directed",0
"V31","V57","Directed",0
"V31","V58","Directed",0
"V31","V59","Directed",0
"V31","V60","Directed",0
"V31","V61","Directed",0
"V31","V62","Directed",0
"V31","V63","Directed",0
"V31","V64","Directed",0
"V31","V65","Directed",0
"V31","V66","Directed",0
"V31","V67","Directed",0
"V31","V68","Directed",0
"V31","V69","Directed",0
"V31","V70","Directed",0
"V31","V71","Directed",0
"V31","V72","Directed",0
"V31","V73","Directed",0
"V31","V74","Directed",0
"V31","V75","Directed",0
"V31","V76","Directed",0
"V31","V77","Directed",0
"V31","V78","Directed",0
"V31","V79","Directed",0
"V31","V80","Directed",0
"V31","V81","Directed",0
"V31","V82","Directed",0
"V31","V83","Directed",0
"V31","V84","Directed",0
"V31","V85","Directed",0
"V31","V86","Directed",0
"V31","V87","Directed",0
"V31","V88","Directed",0
"V31","V89","Directed",0
"V31","V90","Directed",0
"V31","V91","Directed",0
"V31","V92","Directed",0
"V31","V93","Directed",0
"V31","V94","Directed",0
"V31","V95","Directed",0
"V31","V96","Directed",0
"V31","V97","Directed",0
"V31","V98","Directed",0
"V31","V99","Directed",0
"V31","V100","Directed",0
"V31","V101","Directed",0
"V31","V102","Directed",0
"V31","V103","Directed",0
"V31","V104","Directed",0
"V31","V105","Directed",0
"V31","V106","Directed",0
"V32","V33","Directed",0
"V32","V34","Directed",0
"V32","V35","Directed",0
"V32","V36","Directed",0
"V32","V37","Directed",0
"V32","V38","Directed",0
"V32","V39","Directed",0
"V32","V40","Directed",0
"V32","V41","Directed",0
"V32","V42","Directed",0
"V32","V43","Directed",0
"V32","V44","Directed",0
"V32","V45","Directed",0
"V32","V46","Directed",0
"V32","V47","Directed",0
"V32","V48","Directed",0
"V32","V49","Directed",0
"V32","V50","Directed",0
"V32","V51","Directed",0
"V32","V52","Directed",0
"V32","V53","Directed",0
"V32","V54","Directed",0
"V32","V55","Directed",0
"V32","V56","Directed",0
"V32","V57","Directed",0
"V32","V58","Directed",0
"V32","V59","Directed",0
"V32","V60","Directed",0
"V32","V61","Directed",0
"V32","V62","Directed",0
"V32","V63","Directed",0
"V32","V64","Directed",0
"V32","V65","Directed",0
"V32","V66","Directed",0
"V32","V67","Directed",0
"V32","V68","Directed",0
"V32","V69","Directed",0
"V32","V70","Directed",0
"V32","V71","Directed",0
"V32","V72","Directed",0
"V32","V73","Directed",0
"V32","V74","Directed",0
"V32","V75","Directed",0
"V32","V76","Directed",0
"V32","V77","Directed",0
"V32","V78","Directed",0
"V32","V79","Directed",0
"V32","V80","Directed",0
"V32","V81","Directed",0
"V32","V82","Directed",0
"V32","V83","Directed",0
"V32","V84","Directed",0
"V32","V85","Directed",0
"V32","V86","Directed",0
"V32","V87","Directed",0
"V32","V88","Directed",0
"V32","V89","Directed",0
"V32","V90","Directed",0
"V32","V91","Directed",0
"V32","V92","Directed",0
"V32","V93","Directed",0
"V32","V94","Directed",0
"V32","V95","Directed",0
"V32","V96","Directed",0
"V32","V97","Directed",0
"V32","V98","Directed",0
"V32","V99","Directed",0
"V32","V100","Directed",0
"V32","V101","Directed",0
"V32","V102","Directed",0
"V32","V103","Directed",0
"V32","V104","Directed",0
"V32","V105","Directed",0
"V32","V106","Directed",0
"V33","V34","Directed",0
"V33","V35","Directed",0
"V33","V36","Directed",0.277160734
"V33","V37","Directed",0
"V33","V38","Directed",0
"V33","V39","Directed",0
"V33","V40","Directed",0
"V33","V41","Directed",0
"V33","V42","Directed",0
"V33","V43","Directed",0
"V33","V44","Directed",0
"V33","V45","Directed",0
"V33","V46","Directed",0
"V33","V47","Directed",0
"V33","V48","Directed",0
"V33","V49","Directed",0
"V33","V50","Directed",0
"V33","V51","Directed",0
"V33","V52","Directed",0
"V33","V53","Directed",0
"V33","V54","Directed",0
"V33","V55","Directed",0
"V33","V56","Directed",0
"V33","V57","Directed",0
"V33","V58","Directed",0
"V33","V59","Directed",0
"V33","V60","Directed",0
"V33","V61","Directed",0
"V33","V62","Directed",0.175841421
"V33","V63","Directed",0
"V33","V64","Directed",0
"V33","V65","Directed",0
"V33","V66","Directed",0
"V33","V67","Directed",0
"V33","V68","Directed",0
"V33","V69","Directed",0
"V33","V70","Directed",0
"V33","V71","Directed",0
"V33","V72","Directed",0
"V33","V73","Directed",0
"V33","V74","Directed",0
"V33","V75","Directed",0
"V33","V76","Directed",0
"V33","V77","Directed",0
"V33","V78","Directed",0
"V33","V79","Directed",0
"V33","V80","Directed",0
"V33","V81","Directed",0
"V33","V82","Directed",0
"V33","V83","Directed",0
"V33","V84","Directed",0
"V33","V85","Directed",0
"V33","V86","Directed",0
"V33","V87","Directed",0
"V33","V88","Directed",0
"V33","V89","Directed",0
"V33","V90","Directed",0
"V33","V91","Directed",0
"V33","V92","Directed",0
"V33","V93","Directed",0
"V33","V94","Directed",0
"V33","V95","Directed",0
"V33","V96","Directed",0
"V33","V97","Directed",0
"V33","V98","Directed",0
"V33","V99","Directed",0
"V33","V100","Directed",0
"V33","V101","Directed",0
"V33","V102","Directed",0
"V33","V103","Directed",0
"V33","V104","Directed",0
"V33","V105","Directed",0
"V33","V106","Directed",0
"V34","V35","Directed",0.039661694
"V34","V36","Directed",0
"V34","V37","Directed",0
"V34","V38","Directed",0
"V34","V39","Directed",0
"V34","V40","Directed",0
"V34","V41","Directed",0
"V34","V42","Directed",0
"V34","V43","Directed",0
"V34","V44","Directed",0
"V34","V45","Directed",0
"V34","V46","Directed",0
"V34","V47","Directed",0
"V34","V48","Directed",0
"V34","V49","Directed",0
"V34","V50","Directed",0
"V34","V51","Directed",0
"V34","V52","Directed",0
"V34","V53","Directed",0
"V34","V54","Directed",0
"V34","V55","Directed",0
"V34","V56","Directed",0
"V34","V57","Directed",0
"V34","V58","Directed",0
"V34","V59","Directed",0
"V34","V60","Directed",0
"V34","V61","Directed",0
"V34","V62","Directed",0
"V34","V63","Directed",0
"V34","V64","Directed",0
"V34","V65","Directed",0
"V34","V66","Directed",0
"V34","V67","Directed",0
"V34","V68","Directed",0
"V34","V69","Directed",0
"V34","V70","Directed",0
"V34","V71","Directed",0
"V34","V72","Directed",0
"V34","V73","Directed",0
"V34","V74","Directed",0
"V34","V75","Directed",0
"V34","V76","Directed",0
"V34","V77","Directed",0
"V34","V78","Directed",0
"V34","V79","Directed",0
"V34","V80","Directed",0
"V34","V81","Directed",0
"V34","V82","Directed",0
"V34","V83","Directed",0
"V34","V84","Directed",0
"V34","V85","Directed",0
"V34","V86","Directed",0
"V34","V87","Directed",0
"V34","V88","Directed",0
"V34","V89","Directed",0
"V34","V90","Directed",0
"V34","V91","Directed",0
"V34","V92","Directed",0
"V34","V93","Directed",0
"V34","V94","Directed",0
"V34","V95","Directed",0
"V34","V96","Directed",0
"V34","V97","Directed",0
"V34","V98","Directed",0
"V34","V99","Directed",0
"V34","V100","Directed",0
"V34","V101","Directed",0
"V34","V102","Directed",0
"V34","V103","Directed",0
"V34","V104","Directed",0
"V34","V105","Directed",0
"V34","V106","Directed",0
"V35","V36","Directed",0
"V35","V37","Directed",0
"V35","V38","Directed",0
"V35","V39","Directed",0
"V35","V40","Directed",0
"V35","V41","Directed",0
"V35","V42","Directed",0
"V35","V43","Directed",0
"V35","V44","Directed",0
"V35","V45","Directed",0
"V35","V46","Directed",0
"V35","V47","Directed",0
"V35","V48","Directed",0
"V35","V49","Directed",0
"V35","V50","Directed",0
"V35","V51","Directed",0
"V35","V52","Directed",0
"V35","V53","Directed",0
"V35","V54","Directed",0
"V35","V55","Directed",0
"V35","V56","Directed",0
"V35","V57","Directed",0
"V35","V58","Directed",0
"V35","V59","Directed",0
"V35","V60","Directed",0
"V35","V61","Directed",0
"V35","V62","Directed",0
"V35","V63","Directed",0
"V35","V64","Directed",0
"V35","V65","Directed",0
"V35","V66","Directed",0
"V35","V67","Directed",0
"V35","V68","Directed",0
"V35","V69","Directed",0
"V35","V70","Directed",0
"V35","V71","Directed",0
"V35","V72","Directed",0
"V35","V73","Directed",0
"V35","V74","Directed",0
"V35","V75","Directed",0
"V35","V76","Directed",0
"V35","V77","Directed",0
"V35","V78","Directed",0
"V35","V79","Directed",0
"V35","V80","Directed",0
"V35","V81","Directed",0
"V35","V82","Directed",0
"V35","V83","Directed",0
"V35","V84","Directed",0
"V35","V85","Directed",0
"V35","V86","Directed",0
"V35","V87","Directed",0
"V35","V88","Directed",0
"V35","V89","Directed",0
"V35","V90","Directed",0
"V35","V91","Directed",0
"V35","V92","Directed",0
"V35","V93","Directed",0
"V35","V94","Directed",0
"V35","V95","Directed",0
"V35","V96","Directed",0
"V35","V97","Directed",0
"V35","V98","Directed",0
"V35","V99","Directed",0
"V35","V100","Directed",0
"V35","V101","Directed",0
"V35","V102","Directed",0
"V35","V103","Directed",0
"V35","V104","Directed",0
"V35","V105","Directed",0
"V35","V106","Directed",0
"V36","V37","Directed",0
"V36","V38","Directed",0
"V36","V39","Directed",0.166778281
"V36","V40","Directed",0
"V36","V41","Directed",0
"V36","V42","Directed",0
"V36","V43","Directed",0
"V36","V44","Directed",0
"V36","V45","Directed",0
"V36","V46","Directed",0
"V36","V47","Directed",0
"V36","V48","Directed",0
"V36","V49","Directed",0
"V36","V50","Directed",0
"V36","V51","Directed",0
"V36","V52","Directed",0
"V36","V53","Directed",0
"V36","V54","Directed",0
"V36","V55","Directed",0
"V36","V56","Directed",0.08633092
"V36","V57","Directed",0
"V36","V58","Directed",0
"V36","V59","Directed",0
"V36","V60","Directed",0
"V36","V61","Directed",0
"V36","V62","Directed",0
"V36","V63","Directed",0
"V36","V64","Directed",0
"V36","V65","Directed",0
"V36","V66","Directed",0
"V36","V67","Directed",0
"V36","V68","Directed",0
"V36","V69","Directed",0
"V36","V70","Directed",0
"V36","V71","Directed",0
"V36","V72","Directed",0
"V36","V73","Directed",0
"V36","V74","Directed",0
"V36","V75","Directed",0
"V36","V76","Directed",0
"V36","V77","Directed",0
"V36","V78","Directed",0
"V36","V79","Directed",0
"V36","V80","Directed",0
"V36","V81","Directed",0
"V36","V82","Directed",0
"V36","V83","Directed",0
"V36","V84","Directed",0
"V36","V85","Directed",0
"V36","V86","Directed",0
"V36","V87","Directed",0
"V36","V88","Directed",0
"V36","V89","Directed",0
"V36","V90","Directed",0
"V36","V91","Directed",0
"V36","V92","Directed",0
"V36","V93","Directed",0
"V36","V94","Directed",0
"V36","V95","Directed",0
"V36","V96","Directed",0
"V36","V97","Directed",0
"V36","V98","Directed",0
"V36","V99","Directed",0
"V36","V100","Directed",0
"V36","V101","Directed",0
"V36","V102","Directed",0
"V36","V103","Directed",0
"V36","V104","Directed",0
"V36","V105","Directed",0
"V36","V106","Directed",0
"V37","V38","Directed",0
"V37","V39","Directed",0
"V37","V40","Directed",0
"V37","V41","Directed",0
"V37","V42","Directed",0
"V37","V43","Directed",0
"V37","V44","Directed",0
"V37","V45","Directed",0
"V37","V46","Directed",0
"V37","V47","Directed",0
"V37","V48","Directed",0.093454398
"V37","V49","Directed",0
"V37","V50","Directed",0
"V37","V51","Directed",0
"V37","V52","Directed",0
"V37","V53","Directed",0
"V37","V54","Directed",0
"V37","V55","Directed",0
"V37","V56","Directed",0
"V37","V57","Directed",0
"V37","V58","Directed",0
"V37","V59","Directed",0
"V37","V60","Directed",0
"V37","V61","Directed",0
"V37","V62","Directed",0
"V37","V63","Directed",0
"V37","V64","Directed",0
"V37","V65","Directed",0
"V37","V66","Directed",0
"V37","V67","Directed",0
"V37","V68","Directed",0
"V37","V69","Directed",0
"V37","V70","Directed",0
"V37","V71","Directed",0
"V37","V72","Directed",0
"V37","V73","Directed",0
"V37","V74","Directed",0
"V37","V75","Directed",0
"V37","V76","Directed",0.089459702
"V37","V77","Directed",0
"V37","V78","Directed",0
"V37","V79","Directed",0
"V37","V80","Directed",0
"V37","V81","Directed",0
"V37","V82","Directed",0
"V37","V83","Directed",0
"V37","V84","Directed",0
"V37","V85","Directed",0
"V37","V86","Directed",0
"V37","V87","Directed",0
"V37","V88","Directed",0
"V37","V89","Directed",0
