"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16"
"1",1,0,0.129054471850395,0.0644470378756523,0,0.318625003099442,0,0,0,0,0,0,0,0,0,0
"2",0,1,0.243858024477959,0.289047628641129,0,0.02277054451406,0.158957690000534,0,0,0.138334259390831,0,0,0,0,0,0
"3",0.129054471850395,0.243858024477959,1,0.260338097810745,0,0.071738637983799,0.319075971841812,0,0.102979712188244,0,0,0,0,0,0,0
"4",0.0644470378756523,0.289047628641129,0.260338097810745,1,0,0.189362928271294,0,0,0.0322154574096203,0,0,0,0,0,0,0
"5",0,0,0,0,1,0,0.154035031795502,0,0,0.077504500746727,0,0,0,0,0,0
"6",0.318625003099442,0.02277054451406,0.071738637983799,0.189362928271294,0,1,0,0,0,0.0380198508501053,0,0,0,0,0,0
"7",0,0.158957690000534,0.319075971841812,0,0.154035031795502,0,1,0,0,0.28621706366539,0,0,0,0,0,0
"8",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"9",0,0,0.102979712188244,0.0322154574096203,0,0,0,0,1,0,0,0,0,0,0,0
"10",0,0.138334259390831,0,0,0.077504500746727,0.0380198508501053,0.28621706366539,0,0,1,0,0,0,0,0,0
"11",0,0,0,0,0,0,0,0,0,0,1,0,0,0.176414400339127,0,0
"12",0,0,0,0,0,0,0,0,0,0,0,1,0.273006498813629,0,0,0
"13",0,0,0,0,0,0,0,0,0,0,0,0.273006498813629,1,0.258693873882294,0.264656066894531,0.0208162888884544
"14",0,0,0,0,0,0,0,0,0,0,0.176414400339127,0,0.258693873882294,1,0.0142405973747373,0
"15",0,0,0,0,0,0,0,0,0,0,0,0,0.264656066894531,0.0142405973747373,1,0.074115939438343
"16",0,0,0,0,0,0,0,0,0,0,0,0,0.0208162888884544,0,0.074115939438343,1
