"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10"
"1",0,0,0.590094291200598,0.249600751587064,0,0.407223291846437,0,0,0.825135239576519,0.187515350897142
"2",0,0,0,0.324913524738631,0.3338299817459,0.52748603465804,0.464919512801724,0.464202473142226,0,0.24224513225316
"3",0,0.804985873713027,0,0.399305121662615,0,0,0,0,0,0
"4",0,0,0,0,0.351096346595105,0,0,0,0,0
"5",0,0,0,0,0,0,0.476115915004118,0,0,0
"6",0,0,0,0,0,0,0,0,0,0
"7",0,0,0,0,0,0,0,0.388907842717681,0,0.513751398576077
"8",0,0,0,0,0,0,0,0,0,0
"9",0,0.132950591256523,0.320769479284239,0,0.248637252894191,0,0,0,0,0
"10",0,0,0,0,0,0,0,0,0,0
