"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16"
"1",1,0.0742070195820395,0.126309311848469,0.132434334023744,0.0561583290429861,0.195844571850161,0.076901054558536,0.0796218126790108,0,0.0317529578356974,0,0,0,0,0,0
"2",0.074208200639911,1,0.139945428563274,0.155701718900595,0.10686870432032,0.109651853017667,0.144107673064664,0.0710841030536414,0.0922474129714032,0.13294613431105,0,0,0,0,0,0
"3",0.126314520233016,0.139943855561415,1,0.137649303887331,0.0981346074659028,0.111549455518973,0.156521618012181,0.0992634361064622,0.142786511542055,0.0990867472660287,0,0,0,0,0,0
"4",0.132443252454975,0.155708993948433,0.137654266436501,1,0.0737265536287586,0.146489977539655,0.0823270789271382,0.0641350152256932,0.135843078602373,0.0872093006350685,0,0,0,0,0,0
"5",0.0561627954306684,0.106873474927897,0.0981379361241001,0.0737283029927727,1,0.0702967378974466,0.1475060206622,0.0731230610053502,0,0.124930016269116,0,0,0,0,0,0
"6",0.195845177200015,0.10965433116167,0.111552165798208,0.146494210876924,0.0702985184389204,1,0.0716240606554618,0.0681971151553849,0.0356521030585492,0.0894929765076379,0,0,0,0,0,0
"7",0.0768999006714126,0.14410822961438,0.15652274456233,0.0823319468592495,0.147508184456656,0.0716250771205206,1,0.0533907661394123,0.0408966774662711,0.177320275660386,0,0,0,0,0,0
"8",0.0796209711522062,0.0710864079891357,0.0992666873712774,0.064138765182079,0.0731250039061241,0.0681976155678084,0.0533886744918063,1,0,0.0822413690974117,0,-0.0090525888179717,0,0,0,0
"9",0,0.0922471862303824,0.14278634374488,0.135844073665271,0,0.0356520402495455,0.0408957511625534,0,1,0.00629072177048769,0,0,0,0,0,0
"10",0.0317522866930498,0.132947040327289,0.0990848296716743,0.0872049150647609,0.124926965178822,0.089489154623023,0.17731763159034,0.082240014952929,0.00629005134945638,1,0,0,0,0,0,0
"11",0,0,0,0,0,0,0,0,0,0,1,0,0,0.0830885815287102,0,0
"12",0,0,0,0,0,0,0,-0.00904123594538187,0,0,0,1,0.173663867681931,0,0,0
"13",0,0,0,0,0,0,0,0,0,0,0,0.173663756651802,1,0.186613761766352,0.181008382046399,0.0337590979686118
"14",0,0,0,0,0,0,0,0,0,0,0.0830885815523352,0,0.186613761882948,1,0.0324190422826376,0
"15",0,0,0,0,0,0,0,0,0,0,0,0,0.181008382492989,0.0324190421874464,1,0.0381110630810316
"16",0,0,0,0,0,0,0,0,0,0,0,0,0.0337590979664117,0,0.0381110630762772,1
