"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16"
"1",1,0.0666524752337784,0.110078979589163,0.12948464123021,0.0746745357362705,0.140883789118071,0.0411186772837887,0.0656037574084255,0.164464248073518,0.070520935945861,0,0,0,0,0,0
"2",0.0666517833957936,1,0.153198413894826,0.136827241684763,0.0888202240085402,0.124138495596198,0.113679460505686,0.105205438786157,0.0707260308965237,0.0974394800284836,0,-0.0274520674751043,0,0,0,0
"3",0.1100816159303,0.153194497353447,1,0.157683413129977,0.0958363585013549,0.104485203233568,0.0759050197591511,0.0696348666375047,0.102018082325704,0.0888919246250129,0,0,0,0,0,0
"4",0.129489299392316,0.136822718970103,0.157682177417266,1,0.103006422066921,0.12035083020382,0.0837729421403329,0.0563901863247921,0.0651405628213321,0.06806627603148,0,0,0,0,0,0
"5",0.0746830433622168,0.0888222109813265,0.0958413543112903,0.103012009923088,1,0.0901410336439946,0.155577056262246,0.0617560032642678,0.101003712273087,0.0900325916131004,0,0,0,0,0,0
"6",0.140890742174105,0.124139650614258,0.104488208353148,0.120354393108311,0.0901425302767869,1,0.0726007761465065,0.0852463894544172,0.0150970137975805,0.0887239952297059,0,-0.00533165574776069,0,0,0,0
"7",0.0411196477680702,0.11368062097981,0.0759100128128482,0.0837783652064003,0.155581906828911,0.0726039744409951,1,0.113087421448918,0.0785906499184406,0.164880380853448,-0.0157976602189313,-0.00839574614360896,0,0,0,0
"8",0.0656056687948596,0.105209983465065,0.0696380923554074,0.056392823947962,0.0617590653238996,0.0852478791929334,0.113085860298331,1,0.0557695474654041,0.0921162606882778,-0.000647746915157006,-0.0380675552573535,0,0,0,0
"9",0.164460191983997,0.0707245282496046,0.102016589143486,0.0651418742394984,0.101007474786489,0.0151024529734492,0.078592925326696,0.0557711669188795,1,0.0838649626756307,-0.0267837117760918,0,0,0,0,0
"10",0.0705163920701506,0.0974385781202518,0.0888905007992061,0.0680665460012116,0.0900349680661061,0.0887272706684203,0.164883129991658,0.0921176111670368,0.0838651584012906,1,-0.0193488603527585,0,0,0,0,0
"11",0,0,0,0,0,0,-0.015807603371374,-0.000657585820062165,-0.0267960600449826,-0.0193576099809438,1,0,0.126129043468734,0,0,0
"12",0,-0.0274570108333964,0,0,0,-0.0053338828844876,-0.00839717655013702,-0.0380678852890008,0,0,0,1,0.0277350421658168,0,0,0
"13",0,0,0,0,0,0,0,0,0,0,0.126129869224783,0.0277362941197161,1,0.103731149489712,0.00748948465004509,0
"14",0,0,0,0,0,0,0,0,0,0,0,0,0.103731170417547,1,0.1113173758902,0
"15",0,0,0,0,0,0,0,0,0,0,0,0,0.0074894846254829,0.111317375890202,1,0
"16",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
