"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10"
"1",0,0,0.82014835822675,0.252915839777228,0.173754867049779,0.410187838455656,0,0.157191906500679,0.528368815902654,0.179554543930735
"2",0,0,0,0.324140925550236,0,0.507542079462349,0.413300302174764,0.458036842633599,0.319956120623088,0.267698992181259
"3",0,0.896443284140445,0,0.385160443990938,0.265511986166935,0,0,0,0,0
"4",0,0,0,0,0,0,0.19262397711028,0,0,0
"5",0,0,0,0,0,0,0,0,0,0
"6",0,0,0,0,0,0,0,0.204083740255717,0,0
"7",0,0,0,0,0.492864934964636,0,0,0,0,0.473449477251163
"8",0,0,0,0,0,0,0.183608645969646,0,0,0
"9",0,0,0,0,0,0,0.150845600662323,0,0,0
"10",0,0,0,0,0,0,0,0,0,0
