"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16"
"1",0,0.727331554820985,0.21026759370485,0.362472942300426,0,0.399894664211739,0,0.194032576547244,0.548508328418949,0.170364448000014,0,0,0,0,0,0
"2",0,0,0.477773419285451,0.576509811974873,0.294065884252313,0.499263085993979,0.452100912902244,0.537729614560618,0.286895909335408,0.235144002840728,0,-0.143198975253138,0,0,0,0
"3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4",0,0,0.285784956186449,0,0.329482136916359,0,0,0,0,0,0,0,0,0,0,0
"5",0,0,0,0,0,0,0.435437119300324,0,0,0,0,0,0,0,0,0
"6",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7",0,0,0,0,0,0,0,0,0,0.500328383231146,-0.278968501730438,0,0,0,0,0
"8",0,0,0,0,0,0,0,0,0,0,0,0,-0.209740425110464,0,0,0.203211734533291
"9",0,0,0,0,0.266569498858042,0,0,0,0,0,0,0,0,0,0,0
"10",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"11",0,0,0,0,0,0,0,0,0,0,0,0,0,0.318729281933105,0,0
"12",0,0,0,0,0,0,0,0,0,0,0,0,0.453034235142487,0,-0.134163290729815,0
"13",0,0,0,0,0,0,-0.0790036025721561,0,0,0,0,0,0,0.403446155613561,0.55778815796167,0.270642434658198
"14",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"15",0,0,0.0762576828392901,0.0700630764861914,0,0,0,0,0.113719574538435,0,0,0,0,0.136710341152267,0,0.173475727522568
"16",0,0,0.0930971347544034,0,0,0,0,0,0,0,0,0,0,0,0,0
