"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10"
"1",0,0,0.840085360257189,0.213159039552891,0,0.455144815367843,0,0.280022159548089,-0.359784201052845,0
"2",0,0,0,0.438590123500862,0.678712435205906,0.493353707999517,0.325909304768932,0.485315321129651,0.144539091417942,0.378762720743125
"3",0,0.921701732546693,0,0,0,0,0.444015528939222,0,0.873458679431379,0
"4",0,0,0,0,0,0,0,0,0,0
"5",0,0,0,0,0,0,0.198486018249176,0,0,0.136606931216586
"6",0,0,0,0.216253419844602,0,0,0,0,0,0
"7",0,0,0,0,0,0,0,0,0,0.411257649820734
"8",0,0,0,0,0.176201162783538,0,0,0,0,0
"9",0,0,0,0.174269714188351,0,0,0,0,0,0
"10",0,0,0,0,0,0,0,0,0,0
