"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10"
"1",1,0,0.0873507037758827,0.167409062385559,0,0.223925098776817,0,0,0.292711496353149,0
"2",0,1,0.340307325124741,0.183118835091591,0,0.1690464168787,0.16747835278511,0.0951372906565666,0,0.0385791771113873
"3",0.0873507037758827,0.340307325124741,1,0.310184955596924,0.0648201555013657,0,0,0,0.0718925595283508,0.0518834516406059
"4",0.167409062385559,0.183118835091591,0.310184955596924,1,0.086857795715332,0.0951546281576157,0,0,0,0
"5",0,0,0.0648201555013657,0.086857795715332,1,0.0512666143476963,0.312925666570663,0,0.0850929692387581,0
"6",0.223925098776817,0.1690464168787,0,0.0951546281576157,0.0512666143476963,1,0,0.0174539368599653,0,0.0520701073110104
"7",0,0.16747835278511,0,0,0.312925666570663,0,1,0.107090711593628,0,0.339792251586914
"8",0,0.0951372906565666,0,0,0,0.0174539368599653,0.107090711593628,1,0,0.0209130104631186
"9",0.292711496353149,0,0.0718925595283508,0,0.0850929692387581,0,0,0,1,0.0300243012607098
"10",0,0.0385791771113873,0.0518834516406059,0,0,0.0520701073110104,0.339792251586914,0.0209130104631186,0.0300243012607098,1
