"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10"
"1",1,0,0.111385859549046,0.171255677938461,0,0.206207484006882,0,0,0.311122804880142,0
"2",0,1,0.384470582008362,0.183186307549477,0,0.100486733019352,0.19643472135067,0.133766740560532,0,0
"3",0.111385859549046,0.384470582008362,1,0.272760212421417,0.0244959034025669,0.0845801159739494,0,0,0,0.0765573233366013
"4",0.171255677938461,0.183186307549477,0.272760212421417,1,0.0904124677181244,0.0797590166330338,0,0,0,0
"5",0,0,0.0244959034025669,0.0904124677181244,1,0.0594718419015408,0.28649228811264,0,0.121196702122688,0
"6",0.206207484006882,0.100486733019352,0.0845801159739494,0.0797590166330338,0.0594718419015408,1,0,0,0,0.0709549561142921
"7",0,0.19643472135067,0,0,0.28649228811264,0,1,0,0,0.344421446323395
"8",0,0.133766740560532,0,0,0,0,0,1,0,0.0234857462346554
"9",0.311122804880142,0,0,0,0.121196702122688,0,0,0,1,0.0366598814725876
"10",0,0,0.0765573233366013,0,0,0.0709549561142921,0.344421446323395,0.0234857462346554,0.0366598814725876,1
