"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16"
"1",1,0,0.104657022342039,0,0.116704576882056,0.408645286678222,0,0.268495839756539,0.150543836257018,0,0.147188726905041,-0.07274988090557,0.0128744623310215,0.0137084012352888,0.0134627301017151,0.081522435506124
"2",0,1,0.332290808720944,0.146157329999138,0.058414480487797,0.159074964855675,0.090132151548508,0.1389290934276,0.00245138173474535,0.0919821610481484,0.167770657410619,-0.00262147141795461,-0.0234569006047013,-0.0299549900700944,0.0226511333194149,-0.0199078383772049
"3",0.104585723115285,0.332371350763105,1,0.128182558314971,0.203683604781708,0.0347222445177856,0.153090168962032,0.102742602272128,0.16112558091291,0.132798194763682,0.0501720256824132,0.0488635777034247,0,-0.0656275644320343,0,0
"4",0,0.146297325398843,0.128062344272828,1,0,0.272486644236067,0.22271334471584,0.0492160319593429,0.153079779979326,0.160153765125548,-0.0453350636335745,-0.00677722721041239,0,0.0135512293173316,0.067392627308459,0
"5",0.116694784180045,0.0585237725706952,0.203445414224453,0,1,0.0522527496861256,0.244883479858306,0,0,0.16049945920322,0.0520699116175954,-0.017322278549628,0,-0.0519387327848803,-0.0287019958864934,-0.0238289621186665
"6",0.408538853930434,0.158931921689433,0.034567772147949,0.2724520849198,0.052357570351639,1,-0.0592463304782732,0,0.0793563303563194,-0.0183290720746448,0.0215985961001094,0.0984398992893155,0.0141585187845926,-0.084833460723782,0.0442338323226504,0.00776733907343672
"7",0,0.0900988373376125,0.153141386407749,0.222733337375714,0.244910711302721,-0.0593494850499656,1,0.0998851935347221,0,0.290594789641648,-0.139953017702767,0,-0.0278651548665982,0.101702083575923,-0.122781571914501,0
"8",0.268407949817515,0.138885335134695,0.102740987770635,0.049185280450995,0,0,0.0999103622895144,1,0.0514017629414216,0,-0.169260115243808,-0.036932751927438,0,0.0781599378931482,-0.0349089115125243,-0.024844160281376
"9",0.150582967448506,0.00246401877628189,0.161172332474264,0.153088740472178,0,0.0793297821509296,0,0.0514137637416694,1,0,0.0303812275839416,-0.0241558239162214,0.0324458102527459,0,-0.0215332948257867,0
"10",0,0.0919586649218428,0.132938174271088,0.160159976210259,0.160455374148467,-0.0182870060214293,0.290610975011586,0,0,1,-0.0453516340948216,-0.0547107369295618,0.00656534701428769,0,0.0850963159198911,0.0177263691928432
"11",0.147144341275269,0.167716940759348,0.0501773296392053,-0.0453281653365475,0.0520832973473629,0.0216004076596593,-0.139944059485227,-0.169252545280688,0.0303776396769506,-0.0453608998360018,1,-0.0559821566041023,0.334153459982435,0.151695595725715,-0.233640860242574,-0.0812342487357826
"12",-0.0727627014783082,-0.00263633092344191,0.0488607248325563,-0.00678334499677411,-0.0173114386617123,0.0984550424480947,0,-0.0369080319631743,-0.0241323000855247,-0.0546681731443688,-0.0559721124187778,1,0.615643306841489,-0.0553356513793324,-0.411978968414168,-0.0515318430175522
"13",0.0128968958483072,-0.0234404399713296,0,0,0,0.0141348664133979,-0.0278782461913402,0,0.0324316112430328,0.00655148180807587,0.334151955268556,0.615646897193172,1,0.250026980188794,0.422153910313644,0.0253406043874031
"14",0.013673550987121,-0.0299600910840946,-0.0656600155545545,0.01355045564543,-0.0519183360288304,-0.0848087749702098,0.101691673178141,0.0781543343450121,0,0,0.151694852898371,-0.0553368653908826,0.250026205037905,1,0.219007935504179,-0.0736115952652925
"15",0.0134685814288667,0.0226431983595308,0,0.0673759969133074,-0.0287133294213049,0.0442369298141591,-0.122757499876397,-0.0348872277698458,-0.0215039167249627,0.0851314064560906,-0.233628366396558,-0.411978202664603,0.422152538019372,0.219002101052065,1,0.0137163262595835
"16",0.0815224370559264,-0.0199092530565223,0,0,-0.0238084577382284,0.00777413689630123,0,-0.0248376898254419,0,0.0177278549921307,-0.081234735797664,-0.0515311129673652,0.0253398157926411,-0.0736115825453858,0.0137170898037411,1
