"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16"
"1",1,0.0916835257518363,0.104478553307322,0.0794266230900282,0.103047594632206,0.177669690246637,0.0498618777378987,0.133256935764327,0.119688847593376,0.0460418287184841,0.0295403783742416,0,0,0,0,0
"2",0.0916761493917714,1,0.137757346913087,0.113867088775327,0.101727236901891,0.120567842856731,0.106341825115068,0.0987359253233812,0.080509201810201,0.110010000310335,0.0168732058443822,0,0,0,0,0
"3",0.104477347559809,0.137760371090749,1,0.108674877756124,0.122101361811195,0.101272078671489,0.119537392393583,0.0953838267653164,0.104991888021695,0.11934019797912,0,0,0,0,0,0
"4",0.0794256348206094,0.113865478837076,0.108669554106339,1,0.0806224240293476,0.136410456711511,0.129461856864613,0.0877200810863785,0.105989578829411,0.128279420997296,0,0,0,0,0,0
"5",0.103047959215107,0.101725207185095,0.122102740440711,0.0806217850434457,1,0.0915286979703767,0.141652490189183,0.0640480212864857,0.06210459397948,0.131036330411386,0,0,0,0,0,0
"6",0.177666091247826,0.12056172757842,0.101276960312745,0.136416828390813,0.0915306603157684,1,0.0312797811841281,0.0812721393538094,0.106359684671336,0.0414328679920031,0.0113049269963892,0,0,0,0,0
"7",0.0498620763107803,0.106336478793809,0.119539045514904,0.129462995999335,0.141650424062555,0.0312774081800489,1,0.105035704128931,0.0706967225649727,0.164243489183482,0,0,0,0,0,0
"8",0.133251601406022,0.098724580964714,0.0953802325971764,0.0877213746951118,0.0640528721563992,0.0812783631763652,0.105045009459507,1,0.0780754875517267,0.073485377220315,0,0,0,0,0,0
"9",0.119690695349495,0.0805080201635304,0.10499011019312,0.105985180826017,0.0620995970434266,0.106355915710991,0.0706960370882427,0.0780711920566577,1,0.0478360688810222,0,0,0,0,0,0
"10",0.046044765800642,0.110018486600926,0.119350161469591,0.128287736867124,0.131041856981474,0.0414351723686707,0.164242457378675,0.0734810942022427,0.0478320397549775,1,0,0,0,0,0,0
"11",0.0295559383976853,0.0168937038989348,0,0,0,0.0113126753348613,0,0,0,0,1,0,0.154186088557778,0,0,0
"12",0,0,0,0,0,0,0,0,0,0,0,1,0.260350603353926,0,0,0
"13",0,0,0,0,0,0,0,0,0,0,0.154189650088638,0.260350608225341,1,0.127309542828172,0.0218065118619321,0
"14",0,0,0,0,0,0,0,0,0,0,0,0,0.127309554849769,1,0.0617323003299778,0
"15",0,0,0,0,0,0,0,0,0,0,0,0,0.0218065118474759,0.0617323003300196,1,0
"16",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
