"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10"
"1",1,0,0.0906843319535255,0.173221379518509,0,0.233934909105301,0,0.0161434188485146,0.329479247331619,0
"2",0,1,0.286153107881546,0.185951054096222,0.00817016512155533,0.162099704146385,0.159196153283119,0.17783921957016,0,0.0541331991553307
"3",0.0906843319535255,0.286153107881546,1,0.279561817646027,0.0738033428788185,0.058551549911499,0,0.0448820814490318,0.0946564748883247,0.114731028676033
"4",0.173221379518509,0.185951054096222,0.279561817646027,1,0.130028933286667,0.0906734094023705,0,0,0,0
"5",0,0.00817016512155533,0.0738033428788185,0.130028933286667,1,0.06740702688694,0.295861601829529,0.00359338521957397,0.138340592384338,0.0093129426240921
"6",0.233934909105301,0.162099704146385,0.058551549911499,0.0906734094023705,0.06740702688694,1,0,0.0507340952754021,0,0.0801135525107384
"7",0,0.159196153283119,0,0,0.295861601829529,0,1,0.0912802144885063,0.00622507184743881,0.35304793715477
"8",0.0161434188485146,0.17783921957016,0.0448820814490318,0,0.00359338521957397,0.0507340952754021,0.0912802144885063,1,0,0.0334650352597237
"9",0.329479247331619,0,0.0946564748883247,0,0.138340592384338,0,0.00622507184743881,0,1,0.0543214902281761
"10",0,0.0541331991553307,0.114731028676033,0,0.0093129426240921,0.0801135525107384,0.35304793715477,0.0334650352597237,0.0543214902281761,1
