"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10"
"1",1,0,0.139083564281464,0.0757260844111443,0,0.32684114575386,0,0,0,0
"2",0,1,0.242331236600876,0.293695837259293,0.00983887538313866,0.0346379838883877,0.162439242005348,0,0,0.143233865499496
"3",0.139083564281464,0.242331236600876,1,0.253051728010178,0,0.0733261555433273,0.323141425848007,0.0457940697669983,0.123591609299183,0
"4",0.0757260844111443,0.293695837259293,0.253051728010178,1,0,0.192586556077003,0,0,0.0616691559553146,0
"5",0,0.00983887538313866,0,0,1,0,0.162282660603523,0.0161098558455706,0,0.0836538895964622
"6",0.32684114575386,0.0346379838883877,0.0733261555433273,0.192586556077003,0,1,0,0,0,0.0446430742740631
"7",0,0.162439242005348,0.323141425848007,0,0.162282660603523,0,1,0,0,0.291565030813217
"8",0,0,0.0457940697669983,0,0.0161098558455706,0,0,1,0,0.0265739411115646
"9",0,0,0.123591609299183,0.0616691559553146,0,0,0,0,1,0
"10",0,0.143233865499496,0,0,0.0836538895964622,0.0446430742740631,0.291565030813217,0.0265739411115646,0,1
