"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10"
"1",1,0,0.0859155878424644,0.188973039388657,0,0.234116226434708,0,0.0375444293022156,0.309059649705887,0.0186607986688614
"2",0,1,0.27756205201149,0.174863368272781,0.0205007269978523,0.180888697504997,0.120600521564484,0.1771559715271,0.00389764457941055,0.0787633135914803
"3",0.0859155878424644,0.27756205201149,1,0.293007969856262,0.0911161452531815,0.0364223271608353,0,0.0324080511927605,0.116428025066853,0.0903249531984329
"4",0.188973039388657,0.174863368272781,0.293007969856262,1,0.125230938196182,0.113880224525928,0.000628873705863953,0,0,0
"5",0,0.0205007269978523,0.0911161452531815,0.125230938196182,1,0.0698629692196846,0.325675994157791,0,0.112065434455872,0.0141311660408974
"6",0.234116226434708,0.180888697504997,0.0364223271608353,0.113880224525928,0.0698629692196846,1,0,0.0550976172089577,0,0.0691466107964516
"7",0,0.120600521564484,0,0.000628873705863953,0.325675994157791,0,1,0.161188736557961,0.0292053520679474,0.349854290485382
"8",0.0375444293022156,0.1771559715271,0.0324080511927605,0,0,0.0550976172089577,0.161188736557961,1,0,0.0618670508265495
"9",0.309059649705887,0.00389764457941055,0.116428025066853,0,0.112065434455872,0,0.0292053520679474,0,1,0.0575136765837669
"10",0.0186607986688614,0.0787633135914803,0.0903249531984329,0,0.0141311660408974,0.0691466107964516,0.349854290485382,0.0618670508265495,0.0575136765837669,1
