"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16"
"1",1,0,0.145855903625488,0,0.137326061725616,0.453310370445251,0,0,0,0,0,0,0,0,0,0
"2",0,1,0.436364471912384,0.131849631667137,0,0.0760060474276543,0.112818613648415,0.030046284198761,0,0.234619170427322,0.0626360327005386,0,0.0123275853693485,0,0,0
"3",0.145855903625488,0.436364471912384,1,0,0.0831912904977798,0,0.0832431390881538,0.092290423810482,0.162631571292877,0.144935548305511,0.0258777663111687,0,0,0,0,0
"4",0,0.131849631667137,0,1,0,0.28622505068779,0.153878957033157,0,0.202767491340637,0.0762710720300674,0,-0.0306147783994675,0,0.0167007427662611,0.0244158804416656,-0.00496469065546989
"5",0.137326061725616,0,0.0831912904977798,0,1,0,0.2716004550457,0,0,0.145238935947418,0,0,0,0,0,0
"6",0.453310370445251,0.0760060474276543,0,0.28622505068779,0,1,0.0782217606902122,0.0345886200666428,0.0660663917660713,0,0,0,0,0,0,0
"7",0,0.112818613648415,0.0832431390881538,0.153878957033157,0.2716004550457,0.0782217606902122,1,0.374954968690872,0.0122258365154266,0.0463530719280243,0,0,0,0,0.00388163141906261,0
"8",0,0.030046284198761,0.092290423810482,0,0,0.0345886200666428,0.374954968690872,1,0,0,0,0,0,0,0,0
"9",0,0,0.162631571292877,0.202767491340637,0,0.0660663917660713,0.0122258365154266,0,1,0,0,0,0,0,0,0
"10",0,0.234619170427322,0.144935548305511,0.0762710720300674,0.145238935947418,0,0.0463530719280243,0,0,1,0,-0.0454728379845619,0,0,0.00900898873806,-0.0385415963828564
"11",0,0.0626360327005386,0.0258777663111687,0,0,0,0,0,0,0,1,0,0.276898086071014,0.0134367421269417,-0.117003314197063,0
"12",0,0,0,-0.0306147783994675,0,0,0,0,0,-0.0454728379845619,0,1,0.213386356830597,0,0,0
"13",0,0.0123275853693485,0,0,0,0,0,0,0,0,0.276898086071014,0.213386356830597,1,0.193760514259338,0.106880336999893,0.116582296788692
"14",0,0,0,0.0167007427662611,0,0,0,0,0,0,0.0134367421269417,0,0.193760514259338,1,0.245001614093781,0
"15",0,0,0,0.0244158804416656,0,0,0.00388163141906261,0,0,0.00900898873806,-0.117003314197063,0,0.106880336999893,0.245001614093781,1,0.0713906437158585
"16",0,0,0,-0.00496469065546989,0,0,0,0,0,-0.0385415963828564,0,0,0.116582296788692,0,0.0713906437158585,1
