"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10"
"1",1,0,0,0.224127471446991,0.0941599607467651,0.309246450662613,0,0.00996945053339005,0.337490499019623,0.00639345496892929
"2",0,1,0.310563743114471,0.253563404083252,0.0299497693777084,0.137961491942406,0.0200028494000435,0.028607115149498,0.0788537189364433,0.0852642059326172
"3",0,0.310563743114471,1,0.177510440349579,0.167154520750046,0.060887947678566,0.00418674945831299,0.0729987844824791,0.116623155772686,0.117897316813469
"4",0.224127471446991,0.253563404083252,0.177510440349579,1,0.0736163407564163,0.0943576470017433,0.0386001393198967,0.0647554099559784,0,0.0519105419516563
"5",0.0941599607467651,0.0299497693777084,0.167154520750046,0.0736163407564163,1,0,0.354832738637924,0,0,0
"6",0.309246450662613,0.137961491942406,0.060887947678566,0.0943576470017433,0,1,0.0104579627513885,0.0799357518553734,0,0
"7",0,0.0200028494000435,0.00418674945831299,0.0386001393198967,0.354832738637924,0.0104579627513885,1,0.213328748941422,0,0.342055916786194
"8",0.00996945053339005,0.028607115149498,0.0729987844824791,0.0647554099559784,0,0.0799357518553734,0.213328748941422,1,0.0731649920344353,0.0844167843461037
"9",0.337490499019623,0.0788537189364433,0.116623155772686,0,0,0,0,0.0731649920344353,1,0.0921358242630959
"10",0.00639345496892929,0.0852642059326172,0.117897316813469,0.0519105419516563,0,0,0.342055916786194,0.0844167843461037,0.0921358242630959,1
