"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16"
"1",1,0,0.0875096023082733,0.16963703930378,0,0.230531811714172,0,0.0119190216064453,0.322219640016556,0,0,0,0,0,0,0
"2",0,1,0.27796471118927,0.181653007864952,0.00685332715511322,0.161332681775093,0.155508041381836,0.17455780506134,0,0.0523304641246796,0,0,0,0,0,0
"3",0.0875096023082733,0.27796471118927,1,0.274251192808151,0.071810744702816,0.0583705604076385,0,0.0541367530822754,0.0944970771670341,0.112364664673805,0,0,0,0,0,0.0123579427599907
"4",0.16963703930378,0.181653007864952,0.274251192808151,1,0.127007573843002,0.0889898836612701,0,0,0,0,0,0,0,0,0,0
"5",0,0.00685332715511322,0.071810744702816,0.127007573843002,1,0.0644681602716446,0.293008387088776,0.00338999927043915,0.135889306664467,0.00592710077762604,0,0,0,0,0,0
"6",0.230531811714172,0.161332681775093,0.0583705604076385,0.0889898836612701,0.0644681602716446,1,0,0.0423465818166733,0,0.0766891092061996,0,0,0,0,0,0
"7",0,0.155508041381836,0,0,0.293008387088776,0,1,0.0828944072127342,0,0.349176615476608,-0.0413295701146126,0,0,0,0,0
"8",0.0119190216064453,0.17455780506134,0.0541367530822754,0,0.00338999927043915,0.0423465818166733,0.0828944072127342,1,0,0.0337162613868713,0,0,-0.0561854541301727,0,0,0.0161538943648338
"9",0.322219640016556,0,0.0944970771670341,0,0.135889306664467,0,0,0,1,0.0502108335494995,-0.0538065806031227,0,0,0,0,0
"10",0,0.0523304641246796,0.112364664673805,0,0.00592710077762604,0.0766891092061996,0.349176615476608,0.0337162613868713,0.0502108335494995,1,0,0,0,0,0,0
"11",0,0,0,0,0,0,-0.0413295701146126,0,-0.0538065806031227,0,1,0,0,0.199550375342369,0,0
"12",0,0,0,0,0,0,0,0,0,0,0,1,0.2955362200737,0,0,0
"13",0,0,0,0,0,0,0,-0.0561854541301727,0,0,0,0.2955362200737,1,0.2824766933918,0.270458400249481,0.0923438891768456
"14",0,0,0,0,0,0,0,0,0,0,0.199550375342369,0,0.2824766933918,1,0.0369460433721542,0
"15",0,0,0,0,0,0,0,0,0,0,0,0,0.270458400249481,0.0369460433721542,1,0.0945166051387787
"16",0,0,0.0123579427599907,0,0,0,0,0.0161538943648338,0,0,0,0,0.0923438891768456,0,0.0945166051387787,1
